symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,205.1,-13.56,-6.2,215650478,166389520,4967727366144
NOK,Nokia Corporation Sponsored,14.38,-2.24,-13.48,181851947,95525415,80276840448
INTC,Intel Corporation,99.17,-12.61,-11.28,142928271,122528149,498428411904
KEEL,Keel Infrastructure Corp.,5.13,-0.8,-13.49,111874453,34855452,3097641216
AAL,"American Airlines Group, Inc.",13.5,0.2,1.5,105659318,67493293,8928699392
PLUG,"Plug Power, Inc.",3.215,-0.39,-10.69,78617351,78359174,4485147136
MRVL,"Marvell Technology, Inc.",263.47,-52.96,-16.74,88753188,30691420,230681985024
SOFI,"SoFi Technologies, Inc.",16.03,-1.12,-6.53,79371245,67117300,20562343936
BB,BlackBerry Limited,9.41,-0.93,-8.99,68846047,22100130,5514837504
MU,"Micron Technology, Inc.",864.01,-131.99,-13.25,75470812,48323617,974373453824
AAPL,Apple Inc.,307.34,-3.89,-1.25,64824174,44645993,4514011676672
T,AT&T Inc.,22.75,-0.02,-0.09,60664419,39664052,158074699776
ONDS,Ondas Inc,10.43,-1.54,-12.87,63373576,76163026,5316354560
IREN,IREN LIMITED,54.35,-7.51,-12.14,63010611,42454177,19423531008
TSLA,"Tesla, Inc.",391.0,-27.45,-6.56,60830180,59863080,1468487958528
BMNR,"BitMine Immersion Technologies,",15.9,-1.99,-11.12,54729820,41013615,9056271360
AMZN,"Amazon.com, Inc.",246.03,-7.76,-3.06,54149200,44933614,2646571745280
ACHR,Archer Aviation Inc.,5.54,-0.84,-13.17,54033700,36371282,4226271488
RDW,Redwire Corporation,18.45,-2.98,-13.91,53633056,32417019,3670050560
WBD,"Warner Bros. Discovery, Inc. - ",26.24,-0.76,-2.81,49400480,21302657,65787269120
SMR,NuScale Power Corporation,10.5,-1.5,-12.5,49312625,30966471,3634110720
POET,POET Technologies Inc.,11.86,-3.62,-23.36,55352285,37443761,2046981504
AMD,"Advanced Micro Devices, Inc.",466.38,-56.82,-10.86,45749376,37466020,760479481856
RGTI,"Rigetti Computing, Inc.",20.68,-3.48,-14.4,49681480,38283353,6874007552
SMCI,"Super Micro Computer, Inc.",41.64,-5.26,-11.22,46868406,41280426,25043064832
