symbol,shortName,price,changePct,volume
PL,Planet Labs PBC,32.22,-25.98,38520872
POET,POET Technologies Inc.,11.86,-23.36,55352285
ALM,Almonty Industries Inc.,16.31,-21.13,17179821
TE,T1 Energy Inc.,9.43,-19.13,40703166
CHRN,ChronoScale Corporation,19.03,-18.54,626299
NVTS,Navitas Semiconductor Corporati,25.08,-18.23,36000656
ENPH,"Enphase Energy, Inc.",56.07,-18.01,10096813
WOLF,"Wolfspeed, Inc.",55.06,-17.89,7686194
USAR,"USA Rare Earth, Inc.",22.47,-17.08,23294482
ERO,Ero Copper Corp.,25.78,-16.19,2401742
HIMX,"Himax Technologies, Inc.",20.08,-16.09,4268875
INOD,Innodata Inc.,101.97,-16.07,2095394
MRVL,"Marvell Technology, Inc.",263.47,-16.74,88753188
AXTI,AXT Inc,89.04,-15.99,9261307
PENG,"Penguin Solutions, Inc.",59.86,-15.88,4738340
