type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SS,NIFTY,Index Options,12-May-2026,Put,22500,0.7,1.25,-44,53281,64577,-11296,138313,78.216,78.216,24176.15,OPTIDXNIFTY12-05-2026PE22500,OPTIDX,-17.49
SS,NIFTY,Index Options,12-May-2026,Put,22800,0.9,1.75,-48.57,30688,40518,-9830,158123,138.75293,138.75293,24176.15,OPTIDXNIFTY12-05-2026PE22800,OPTIDX,-24.26
SS,NIFTY,Index Options,12-May-2026,Call,25100,4.2,10.8,-61.11,69134,77239,-8105,520919,1784.40803,1784.40803,24176.15,OPTIDXNIFTY12-05-2026CE25100,OPTIDX,-10.49
SS,NIFTY,Index Options,12-May-2026,Call,25050,4.9,13.4,-63.43,25956,33368,-7412,275729,1139.86368,1139.86368,24176.15,OPTIDXNIFTY12-05-2026CE25050,OPTIDX,-22.21
SS,NIFTY,Index Options,12-May-2026,Put,21500,0.45,0.8,-43.75,34923,42296,-7373,31172,11.54922,11.54922,24176.15,OPTIDXNIFTY12-05-2026PE21500,OPTIDX,-17.43
SS,NIFTY,Index Options,12-May-2026,Put,22700,0.9,1.5,-40,25649,32104,-6455,75430,54.91304,54.91304,24176.15,OPTIDXNIFTY12-05-2026PE22700,OPTIDX,-20.11
SS,NIFTY,Index Options,12-May-2026,Put,22000,0.5,0.85,-41.18,32541,37711,-5170,60645,27.98766,27.98766,24176.15,OPTIDXNIFTY12-05-2026PE22000,OPTIDX,-13.71
SS,NIFTY,Index Options,12-May-2026,Call,25950,0.75,0.85,-11.76,7494,12060,-4566,28399,14.0291,14.0291,24176.15,OPTIDXNIFTY12-05-2026CE25950,OPTIDX,-37.86
SS,SAIL,Stock Futures,26-May-2026,-,0,185.12,188.43,-1.76,35173,38747,-3574,5555,48768.06715,48768.06715,184.8,FUTSTKSAIL26-05-2026XX0,FUTSTK,-9.22
SS,NIFTY,Index Options,12-May-2026,Call,24350,83.9,176,-52.33,38520,42088,-3568,1654759,108430.56561,108430.56561,24176.15,OPTIDXNIFTY12-05-2026CE24350,OPTIDX,-8.48
SS,NIFTY,Index Options,12-May-2026,Put,22400,0.6,1.05,-42.86,7904,11437,-3533,26301,13.84747,13.84747,24176.15,OPTIDXNIFTY12-05-2026PE22400,OPTIDX,-30.89
SS,NIFTY,Index Options,12-May-2026,Call,25350,2.15,4.3,-50,17062,20297,-3235,153403,259.25107,259.25107,24176.15,OPTIDXNIFTY12-05-2026CE25350,OPTIDX,-15.94
SS,NIFTY,Index Options,12-May-2026,Call,26000,0.75,0.85,-11.76,96235,99268,-3033,290825,139.88682,139.88682,24176.15,OPTIDXNIFTY12-05-2026CE26000,OPTIDX,-3.06
SS,NIFTY,Index Options,12-May-2026,Put,22850,1.05,1.95,-46.15,6191,9206,-3015,43262,44.14887,44.14887,24176.15,OPTIDXNIFTY12-05-2026PE22850,OPTIDX,-32.75
SS,NIFTY,Index Options,26-May-2026,Put,22000,9.15,10.5,-12.86,42489,45454,-2965,25281,177.14396,177.14396,24176.15,OPTIDXNIFTY26-05-2026PE22000,OPTIDX,-6.52
SS,NIFTY,Index Options,12-May-2026,Put,22750,0.95,1.65,-42.42,3714,6601,-2887,31107,25.67882,25.67882,24176.15,OPTIDXNIFTY12-05-2026PE22750,OPTIDX,-43.74
SS,NIFTY,Index Options,26-May-2026,Call,25500,20.85,30,-30.5,39878,42759,-2881,36373,515.16898,515.16898,24176.15,OPTIDXNIFTY26-05-2026CE25500,OPTIDX,-6.74
SS,NIFTY,Index Options,12-May-2026,Put,21200,0.4,0.65,-38.46,65802,68598,-2796,30747,8.99349,8.99349,24176.15,OPTIDXNIFTY12-05-2026PE21200,OPTIDX,-4.08
SS,NIFTY,Index Options,12-May-2026,Put,22650,0.75,1.45,-48.28,3389,5410,-2021,22193,15.57948,15.57948,24176.15,OPTIDXNIFTY12-05-2026PE22650,OPTIDX,-37.36
SS,ULTRACEMCO,Stock Futures,26-May-2026,-,0,11967,12181,-1.76,44091,46101,-2010,5765,34506.89752,34506.89752,11951,FUTSTKULTRACEMCO26-05-2026XX0,FUTSTK,-4.36
SS,NIFTY,Index Options,12-May-2026,Call,24800,11.6,37,-68.65,84752,86749,-1997,1140054,12264.1309,12264.1309,24176.15,OPTIDXNIFTY12-05-2026CE24800,OPTIDX,-2.3
SS,HAL,Stock Futures,26-May-2026,-,0,4796.4,4805.2,-0.18,37474,39123,-1649,7797,56073.02215,56073.02215,4791,FUTSTKHAL26-05-2026XX0,FUTSTK,-4.21
SS,TATASTEEL,Stock Futures,26-May-2026,-,0,215,217.81,-1.29,62000,63470,-1470,6427,38128.65952,38128.65952,214.6,FUTSTKTATASTEEL26-05-2026XX0,FUTSTK,-2.32
SS,M&M,Stock Futures,26-May-2026,-,0,3337.4,3377.8,-1.2,75501,76961,-1460,6708,44922.00024,44922.00024,3331.5,FUTSTKM&M26-05-2026XX0,FUTSTK,-1.9
SS,NIFTY,Index Options,12-May-2026,Put,22450,0.75,1.1,-31.82,1525,2980,-1455,15308,9.05468,9.05468,24176.15,OPTIDXNIFTY12-05-2026PE22450,OPTIDX,-48.83
