symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
STLTECH,EQ,375.95,17.9,   5.00,5,375.95,375.95,375.95,59.26,56.64498,212.95680231
QUICKHEAL,EQ,215.25,35.87,  20.00,20,215.25,179.69,416.7,125,91.52347,189.416973512
PARACABLES,EQ,55.65,9.27,  19.99,20,55.65,47.5,62.75,28.3,204.5184,106.9631232
RPSGVENT,EQ,1083,98.4,   9.99,10,1083.05,962.05,1179,551.9,6.22985,64.19860425
E2E,BE,3434,156.6,   4.78,5,3441.2,3201,3894.7,1833.6,1.68808,57.559983032000005
KENNAMET,EQ,3139,305.4,  10.78,20,3400.3,3121.2,3400.3,2405.2,1.70666,55.793787388
IBULLSLTD,EQ,20.1,0.1,   0.50,5,21,19.8,22.78,8.9,254.3124,52.94784168
NELCAST,EQ,161.8,17.46,  12.10,20,173.2,142.21,180.9,81.02,28.01577,45.794577642
DEEDEV,EQ,467.5,9.8,   2.14,5,480.55,456,480.55,183,9.33479,44.114350582
MON100,EQ,316.77,4.27,   1.37,20,316.77,314.43,316.77,167.32,12.64135,40.041476125
LUXIND,EQ,1562.9,54,   3.58,5,1584.3,1539.1,1823.35,824.05,2.22085,35.058116014999996
SUBEXLTD,EQ,11.56,1,   9.47,20,12.67,10.48,17.19,6.61,271.67088,32.274500544
INDOTECH,EQ,2835.9,135,   5.00,5,2835.9,2720.5,2835.9,1100,0.46971,13.240749132
CYBERTECH,EQ,144.55,18.14,  14.35,20,151.69,134.2,274.8,95.3,8.83036,12.970915804
SIGMAADV,BE,322.85,15.35,   4.99,5,322.85,308,322.85,61,3.95403,12.694808718
MAFANG,EQ,189.54,2.49,   1.33,20,189.54,182.37,189.54,118.5,6.26727,11.878356831
VENUSREM,EQ,1016.15,48.35,   5.00,5,1016.15,972.7,1088.8,294.15,0.80385,8.104013775
ELITECON,EQ,36.7,0.34,   0.94,5,38.17,36.16,46.4,36.01,20.83043,7.817660379
OMAXAUTO,BE,235.35,11.2,   5.00,5,235.35,224.15,235.35,80.03,2.54424,5.96751492
MSPL,EQ,42.18,2,   4.98,5,42.18,40.4,42.18,23.71,10.73311,4.498246400999999
MASPTOP50,EQ,79.86,1.16,   1.47,20,79.86,78.7,79.86,50.11,5.43799,4.342235015
MAXVOLT,SM,444.95,16,   3.73,5,450.35,435,509,175.6,0.9,4.00212
PURPLEUTED,SM,342.5,31.1,   9.99,10,342.5,296.05,587.95,198,1.185,3.876609
NECLIFE,EQ,14.38,0.82,   6.05,10,14.91,13.77,28.25,9.3,23.55962,3.4161449
MONQ50,EQ,133.92,3.27,   2.50,20,133.92,131.3,133.92,68,2.45744,3.29051216
SOFTTECH,BE,427,18.55,   4.54,5,428.85,409.1,428.85,215,0.75938,3.210203012
ATMASTCO,SM,192,13.5,   7.56,10,196.35,174.5,268,98,1.68,3.178392
SUNLITE,ST,503.1,23.95,   5.00,5,503.1,486,583.55,112,0.624,3.114384
SIGACHI,BE,21.94,1.04,   4.98,5,21.94,20.75,59.59,16.65,11.88466,2.581348152
AAREYDRUGS,BE,92,4,   4.55,5,92.4,86.2,100,47.76,2.80597,2.574477475
WEWIN,EQ,71.7,11.12,  18.36,20,72.69,62.3,77.8,35.38,3.57537,2.517775554
BEACON,SM,110,6,   5.77,20,124.8,109.05,124.8,50,1.65,1.964985
KAVDEFENCE,BE,69.44,2.15,   3.20,5,70.65,66.5,162.87,42.01,2.82312,1.955292912
KESORAMIND,EQ,11.85,0.56,   4.96,5,11.85,11.44,13.94,4.02,15.9548,1.8794754399999998
MARALOVER,EQ,57.46,9.57,  19.98,20,57.46,50.5,82.15,34.11,3.3656,1.8759854399999998
