buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,BENGAL & ASSAM COMPANY LIMITED,27-May-2026,JK Lakshmi Cement Limited,868920,,JKLAKSHMI,615
SELL,DWARKESH ENERGY LIMITED,27-May-2026,JK Lakshmi Cement Limited,868920,,JKLAKSHMI,615
