symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
SUPRIYA,EQ,968.7,161.45,  20.00,20,968.7,848.05,968.7,545.5,58.03439,546.0281651930001
CPPLUS,EQ,2903.5,263.9,  10.00,10,2903.5,2821.1,2903.5,1015,9.05751,262.827202176
VIDYAWIRES,EQ,108.75,-3.02,  -2.70,5,117.35,106.56,117.35,42.51,151.23278,170.802301732
TBZ,EQ,165.49,27.58,  20.00,20,165.49,146.3,217.95,110.5,63.04047,101.659061922
COFFEEDAY,EQ,34.78,5.79,  19.97,20,34.78,31.7,51.46,21,275.74113,94.772226381
SIGMAADV,EQ,424.8,20.2,   4.99,5,424.8,392,424.8,79.5,16.73045,70.26454391
SUDEEPPHRM,EQ,742.15,67.45,  10.00,10,742.15,680.9,795,524.05,8.5305,61.83674145
GVPIL,EQ,863.35,37.2,   4.50,5,867.45,837.95,867.45,253.2,5.49391,47.186643599
UTLSOLAR,EQ,322,9.2,   2.94,5,328.4,315.8,328.4,172,11.85099,38.662669776
ATLANTAELE,EQ,1972.2,93.9,   5.00,5,1972.2,1835,1972.2,707.6,1.95275,38.00168665
CONFIPET,EQ,68,4.22,   6.62,10,70.15,63.85,70.15,28.06,54.2201,36.902200060000006
STLTECH,BE,536.15,25.5,   4.99,5,536.15,536.15,536.15,69.76,5.96606,31.987030689999997
AQYLON,EQ,64.42,3.05,   4.97,5,64.43,60.32,224.7,39.26,40.86783,26.233060077
JSWHL,EQ,13230,628,   4.98,5,13232,12498,23750,11250,0.19909,26.119493096
IBULLSLTD,BE,21.09,1,   4.98,5,21.09,19.75,22.78,8.9,104.88003,21.930414273
ABDL,EQ,566.8,26.95,   4.99,5,566.8,538.15,696.8,382.1,3.30864,18.298102656
DEEDEV,BE,593.4,28.25,   5.00,5,593.4,566,593.4,183,3.10369,18.110962257
MON100,EQ,336.1,7.36,   2.24,20,336.1,333.5,336.1,176.11,5.1262,17.2265951
SILVERTUC,EQ,168.37,8.01,   5.00,5,168.37,155.52,169.02,66.19,9.07419,15.039562506000001
STLNETWORK,BE,30.37,1.44,   4.98,5,30.37,28.93,35.4,15.75,40.47976,12.253223352
BGRENERGY,BE,346.7,16.5,   5.00,5,346.7,335,490.8,94,2.42349,8.361767547
IZMO,EQ,750.9,35.75,   5.00,5,750.9,750.9,1374.7,295,1.01014,7.585141259999999
ABSMARINE,ST,285.5,13.5,   4.96,5,285.6,267,315.5,135.05,2.01,5.67423
VENUSREM,EQ,1280.05,60.95,   5.00,5,1280.05,1280.05,1280.05,390.55,0.41551,5.318735755
WANBURY,BE,311,10.8,   3.60,5,315.2,302.6,320.95,161.5,1.61213,5.02500921
ANLON,ST,660.5,11,   1.69,5,681.95,647.8,681.95,335,0.712,4.828784
BHAGYANGR,BE,293.2,13.95,   5.00,5,293.2,267.1,351.9,70.21,1.62667,4.708233647999999
SWANDEF,BE,2060.2,98.1,   5.00,5,2060.2,1950.1,2489,170.59,0.22578,4.601035152000001
BIRLACABLE,BE,193.91,9.23,   5.00,5,193.91,186.53,215.2,104,2.0458,3.9146383
AFIL,BE,10.09,0.32,   3.28,5,10.25,9.46,10.25,3.92,37.5248,3.79375728
FAZE3Q,EQ,543.75,20.15,   3.85,5,549.75,520.15,747.95,322.1,0.68094,3.6784378799999997
MAFANG,EQ,199.09,4.43,   2.28,20,199.09,199.09,199.09,129.58,1.34283,2.673440247
ANONDITA,SM,1067,53.75,   5.30,10,1114.55,1038,1227,261.75,0.252,2.672712
MAHKTECH,EQ,24.27,0.36,   1.51,20,24.27,24.02,35.59,20.51,10.79549,2.618985874
UNIHEALTH,ST,431.2,20.5,   4.99,5,431.2,400.05,529.8,133.65,0.54,2.260656
UHTL,SM,68.25,11.35,  19.95,20,68.25,58,98,44,3.26,2.127802
MMWL,BE,13.82,0.65,   4.94,5,13.82,12.67,16.34,9.02,16.08955,2.112557915
