symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
BHARTIARTL,BHARTIARTLEQN,1827,-1.36,52886264,52886264,96695658509.68,1852.2,18-Jul-2025,,2174.5,1740.5,-25.2,1860,1829,1860,1818.5,2026-05-29 16:00:29
INFY,INFYEQN,1156.4,-0.3,69085430,69085430,80794719530.7,1159.9,10-Jun-2026,,1728,1089,-3.5,1182,1160.9,1210,1153.6,2026-05-29 16:00:29
HDFCBANK,HDFCBANKEQN,747.25,-1.5,101299431,101299431,75749688513.18,758.65,19-Jun-2026,,1020.5,726.65,-11.4,746.05,744.55,760.5,737.75,2026-05-29 16:00:29
FEDERALBNK,FEDERALBNKEQN,288.2,-0.24,239376091,239376091,69167721494.45,288.9,22-Aug-2025,,302,185.11,-0.7,292,288.95,293.9,283.6,2026-05-29 16:00:29
RELIANCE,RELIANCEEQN,1321.9,-2.12,42634247,42634247,56728276373.26,1350.5,14-Aug-2025,,1611.8,1290,-28.6,1364,1321.2,1369,1317,2026-05-29 16:00:29
MCX,MCXEQN,2939,-6.95,17655814,17655814,52628273813.06,3158.5,02-Jan-2026,,3480,1278.1,-219.5,3169.8,2954.5,3177,2906.2,2026-05-29 16:00:29
NETWEB,NETWEBEQN,4629,13.68,10623544,10623544,47921107216.96,4072,22-Aug-2025,,4760,1700.1,557,4100,4670.7,4760,4050.2,2026-05-29 16:00:29
NATIONALUM,NATIONALUMEQN,422.1,-2.53,107733950,107733950,45854801138.5,433.05,08-May-2026,,445.15,176.34,-10.95,438.2,424.45,441.5,416.8,2026-05-29 16:00:29
COALINDIA,COALINDIAEQN,458.3,-1.03,97895486,97895486,45258062132.66,463.05,18-Feb-2026,,491.25,368.65,-4.75,458.9,457.9,474,455.9,2026-05-29 16:00:29
BAJFINANCE,BAJFINANCEEQN,909.3,-2.35,46752428,46752428,42582111422.4,931.15,30-Jun-2026,,1102.5,787.9,-21.85,915.1,908.25,937.8,895.3,2026-05-29 16:00:29
HYUNDAI,HYUNDAIEQN,1982,3.57,20806845,20806845,40038611833.5,1913.6,05-Aug-2025,,2890,1658,68.4,1902.1,1924,2004.6,1890.3,2026-05-29 16:00:29
ICICIBANK,ICICIBANKEQN,1260.5,-0.96,31007884,31007884,39179391670.52,1272.7,12-Aug-2025,,1500,1187.6,-12.2,1275.1,1256.4,1287.8,1247.9,2026-05-29 16:00:29
HINDUNILVR,HINDUNILVREQN,2161,-1.7,17701621,17701621,38161331568.01,2198.4,23-Jun-2026,,2750,2022.5,-37.4,2133.5,2153.5,2207.8,2118.1,2026-05-29 16:00:29
TCS,TCSEQN,2256,-1.23,16331582,16331582,37104537724.9,2284.2,25-May-2026,,3540,2206.4,-28.2,2291,2258.9,2334,2235,2026-05-29 16:00:29
ATGL,ATGLEQN,776.6,-3.95,44779830,44779830,36650051863.5,808.55,12-Jun-2026,,859.85,462.8,-31.95,821.9,773.3,859.85,761.55,2026-05-29 16:00:29
M&M,M&MEQN,3066.1,-1.78,11402867,11402867,34916262926.02,3121.6,04-Jul-2025,,3839.9,2896,-55.5,3119.6,3045.6,3150.8,3005.1,2026-05-29 16:00:29
INDIANB,INDIANBEQN,847,1.64,34509165,34509165,28734056237.25,833.35,10-Jun-2026,,1000.9,586.25,13.65,837,833,853.95,817.15,2026-05-29 16:00:29
WOCKPHARMA,WOCKPHARMAEQN,2025,14.34,13172612,13172612,26379341065.08,1771,21-Jun-2024,,2097.4,1086.7,254,1925,2031.4,2097.4,1872.1,2026-05-29 16:00:29
POWERGRID,POWERGRIDEQN,287.8,-4.11,77407363,77407363,22551861136.42,300.15,09-Feb-2026,,324.95,250,-12.35,303,290.55,303,285.45,2026-05-29 16:00:29
SBIN,SBINEQN,965.3,-0.26,22292535,22292535,21523219617.15,967.8,15-May-2026,,1234.7,781.7,-2.5,967.8,964.4,973.7,960.3,2026-05-29 16:00:29
