symbol,shortName,price,changePct,volume
AMBA,"Ambarella, Inc.",72.18,-21.41,7349043
GAP,"Gap, Inc. (The)",21.15,-15.4,32040853
ASTS,"AST SpaceMobile, Inc.",113.41,-14.79,47834406
KRMN,Karman Holdings Inc.,57.5,-12.69,14105033
AEO,"American Eagle Outfitters, Inc.",15.8,-11.83,18160380
FLNC,"Fluence Energy, Inc.",18.88,-11.61,11153510
AXTI,AXT Inc,103.16,-10.84,11151964
CECO,CECO Environmental Corp.,74.75,-10.27,2139910
HCC,"Warrior Met Coal, Inc.",94.54,-9.6,1291981
BKE,"Buckle, Inc. (The)",45.87,-9.13,739330
WOLF,"Wolfspeed, Inc.",59.28,-8.87,7537931
EQPT,EquipmentShare.com Inc,20.84,-8.84,2445144
INFQ,"Infleqtion, Inc.",16.22,-8.72,29270519
THR,"Thermon Group Holdings, Inc.",61.14,-8.49,2869759
SMTC,Semtech Corporation,152.54,-8.29,4370718
