changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
32859,02-Jun-2026,Index Options,78401,8.95,Put,103.41,4136.53164,4.4,45542,23100,NIFTY,4136.53164,RR,23547.75,1171988,OPTIDXNIFTY02-06-2026PE23100,OPTIDX,72.15
30540,02-Jun-2026,Index Options,120998,14.5,Put,132,8772.95816,6.25,90458,23200,NIFTY,8772.95816,RR,23547.75,1574896,OPTIDXNIFTY02-06-2026PE23200,OPTIDX,33.76
22179,09-Jun-2026,Index Options,28294,228.55,Put,80.96,9877.33813,126.3,6115,23700,NIFTY,9877.33813,RR,23547.75,79381,OPTIDXNIFTY09-06-2026PE23700,OPTIDX,362.7
22053,02-Jun-2026,Index Options,133847,6.25,Put,83.82,3585.55354,3.4,111794,23000,NIFTY,3585.55354,RR,23547.75,1385989,OPTIDXNIFTY02-06-2026PE23000,OPTIDX,19.73
21369,02-Jun-2026,Index Options,103961,61.8,Put,154.32,83499.50532,24.3,82592,23500,NIFTY,83499.50532,RR,23547.75,3433862,OPTIDXNIFTY02-06-2026PE23500,OPTIDX,25.87
20447,02-Jun-2026,Index Options,85304,24.1,Put,155.03,14777.83853,9.45,64857,23300,NIFTY,14777.83853,RR,23547.75,1548715,OPTIDXNIFTY02-06-2026PE23300,OPTIDX,31.53
19385,02-Jun-2026,Index Options,70570,135.1,Put,134.55,208342.50859,57.6,51185,23700,NIFTY,208342.50859,RR,23547.75,3950295,OPTIDXNIFTY02-06-2026PE23700,OPTIDX,37.87
14907,09-Jun-2026,Index Options,20849,28,Put,126.72,575.14167,12.35,5942,22800,NIFTY,575.14167,RR,23547.75,57345,OPTIDXNIFTY09-06-2026PE22800,OPTIDX,250.88
13955,02-Jun-2026,Index Options,32664,11.25,Put,120.59,3251.68779,5.1,18709,23150,NIFTY,3251.68779,RR,23547.75,728180,OPTIDXNIFTY02-06-2026PE23150,OPTIDX,74.59
12925,30-Jun-2026,Index Options,95806,544.75,Put,40.09,26485.32524,388.85,82881,24000,NIFTY,26485.32524,RR,23547.75,91547,OPTIDXNIFTY30-06-2026PE24000,OPTIDX,15.59
10558,09-Jun-2026,Index Options,21036,93.1,Put,99.79,2161.00976,46.6,10478,23300,NIFTY,2161.00976,RR,23547.75,54880,OPTIDXNIFTY09-06-2026PE23300,OPTIDX,100.76
10460,02-Jun-2026,Index Options,26697,160.65,Put,125,187336.0919,71.4,16237,23750,NIFTY,187336.0919,RR,23547.75,2969088,OPTIDXNIFTY02-06-2026PE23750,OPTIDX,64.42
9946,09-Jun-2026,Index Options,24983,46.5,Put,124.1,1559.52776,20.75,15037,23000,NIFTY,1559.52776,RR,23547.75,83366,OPTIDXNIFTY09-06-2026PE23000,OPTIDX,66.14
9677,02-Jun-2026,Index Options,29394,76,Put,153.76,53866.21476,29.95,19717,23550,NIFTY,53866.21476,RR,23547.75,1678572,OPTIDXNIFTY02-06-2026PE23550,OPTIDX,49.08
9347,02-Jun-2026,Index Options,27804,30.7,Put,150.61,12583.44945,12.25,18457,23350,NIFTY,12583.44945,RR,23547.75,1052700,OPTIDXNIFTY02-06-2026PE23350,OPTIDX,50.64
9236,09-Jun-2026,Index Options,36200,7.3,Put,44.55,150.79144,5.05,26964,22000,NIFTY,150.79144,RR,23547.75,42802,OPTIDXNIFTY09-06-2026PE22000,OPTIDX,34.25
9118,02-Jun-2026,Index Options,50183,0.8,Call,14.29,78.62647,0.7,41065,26000,NIFTY,78.62647,RR,23547.75,180543,OPTIDXNIFTY02-06-2026CE26000,OPTIDX,22.2
8664,09-Jun-2026,Index Options,20908,4,Put,17.65,43.33434,3.4,12244,21100,NIFTY,43.33434,RR,23547.75,21787,OPTIDXNIFTY09-06-2026PE21100,OPTIDX,70.76
7919,09-Jun-2026,Index Options,16913,13.65,Put,92.25,320.41822,7.1,8994,22500,NIFTY,320.41822,RR,23547.75,50404,OPTIDXNIFTY09-06-2026PE22500,OPTIDX,88.05
7914,02-Jun-2026,Index Options,23190,1.7,Put,9.68,262.34686,1.55,15276,22600,NIFTY,262.34686,RR,23547.75,246104,OPTIDXNIFTY02-06-2026PE22600,OPTIDX,51.81
7225,09-Jun-2026,Index Options,12427,20.65,Put,107.54,359.49004,9.95,5202,22700,NIFTY,359.49004,RR,23547.75,39760,OPTIDXNIFTY09-06-2026PE22700,OPTIDX,138.89
7097,09-Jun-2026,Index Options,9568,10.8,Put,74.19,143.55575,6.2,2471,22400,NIFTY,143.55575,RR,23547.75,26261,OPTIDXNIFTY09-06-2026PE22400,OPTIDX,287.21
6923,09-Jun-2026,Index Options,12653,281.3,Put,74.07,9143.22314,161.6,5730,23800,NIFTY,9143.22314,RR,23547.75,66802,OPTIDXNIFTY09-06-2026PE23800,OPTIDX,120.82
6262,09-Jun-2026,Index Options,20424,151.75,Put,93.81,6761.33296,78.3,14162,23500,NIFTY,6761.33296,RR,23547.75,94324,OPTIDXNIFTY09-06-2026PE23500,OPTIDX,44.22
6131,09-Jun-2026,Index Options,17739,398.85,Put,60.18,13393.27099,249,11608,24000,NIFTY,13393.27099,RR,23547.75,72273,OPTIDXNIFTY09-06-2026PE24000,OPTIDX,52.82
