symbol,shortName,price,changePct,volume
DELL,Dell Technologies Inc.,420.91,32.76,38175314
OKTA,"Okta, Inc.",123.27,30.14,17181770
NTAP,"NetApp, Inc.",174.29,22.39,15902415
TBBB,BBB Foods Inc.,37.82,15.55,6205247
TEAM,Atlassian Corporation,107.61,15.35,13829691
FPS,"Forgent Power Solutions, Inc.",54.66,14.93,32048665
NOW,"ServiceNow, Inc.",124.37,14.38,67031644
NXT,Nextpower Inc.,156.4,14.02,4435223
SAIL,"SailPoint, Inc.",18.83,13.78,5018418
ZETA,Zeta Global Holdings Corp.,22.89,13.43,14480919
IBM,International Business Machines,297.8,12.71,28387392
HPE,Hewlett Packard Enterprise Comp,43.04,12.64,85219777
WDAY,"Workday, Inc.",146.19,12.45,9572585
ESTC,Elastic N.V.,64.7,12.31,7471137
RBRK,"Rubrik, Inc.",78.63,11.82,4736405
