symbol,shortName,price,changePct,volume
SEDG,"SolarEdge Technologies, Inc.",33.9,-30.48,16722270
TDC,Teradata Corporation,26.23,-23.73,9837921
PODD,Insulet Corporation,133.26,-20.12,7118412
EXTR,"Extreme Networks, Inc.",26.19,-19.02,4341023
CC,Chemours Company (The),14.59,-18.63,9621094
DVA,DaVita Inc.,188.69,-17.24,3807926
RRX,Regal Rexnord Corporation,183.24,-16.72,3966005
PARR,"Par Pacific Holdings, Inc. Comm",69.92,-15.76,2096083
VSH,"Vishay Intertechnology, Inc.",33.18,-14.59,11392629
RBA,"RB Global, Inc.",95.63,-13.89,6965141
GLXY,Galaxy Digital Inc.,19.065,-13.89,16058740
LCID,"Lucid Group, Inc.",6.7,-13.88,21256433
SPCX,Space Exploration Technologies ,108.27,-13.61,202379662
NYT,New York Times Company (The),65.48,-13.4,8648823
MDLN,Medline Inc.,36.665,-12.79,24808026
