symbol,shortName,price,changePct,volume
AN,"AutoNation, Inc.",174.88,-10.49,2026487
SAH,"Sonic Automotive, Inc.",65.95,-9.27,571627
MTZ,"MasTec, Inc.",207.75,-7.92,3886113
DKNG,DraftKings Inc.,22.47,-7.64,17000634
TTAN,"ServiceTitan, Inc.",54.25,-7.53,5595921
SRAD,Sportradar Group AG,12.36,-6.58,1763691
NSIT,"Insight Enterprises, Inc.",154.65,-6.38,985853
JXN,Jackson Financial Inc.,129.38,-5.63,2324186
LIFE,Ethos Technologies Inc.,36.4,-5.58,3230620
TMUS,"T-Mobile US, Inc.",166.45,-5.57,6791035
DVA,DaVita Inc.,183.09,-5.56,1379173
VSEC,VSE Corporation,175.08,-5.26,641944
EAT,"Brinker International, Inc.",199.56,-5.25,1143230
FLUT,Flutter Entertainment plc,92.5,-5.19,3746523
LAD,"Lithia Motors, Inc.",321.68,-5.17,495353
