symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NOK,Nokia Corporation Sponsored,10.6,0.46,4.54,136551436,85141338,59345637376
INTC,Intel Corporation,108.8,7.75,7.67,147854414,108997530,575128272896
NVDA,NVIDIA Corporation,219.34,5.44,2.54,92845751,130678482,5296402989056
NU,Nu Holdings Ltd.,13.84,0.03,0.22,90705536,77405301,66856734720
AAL,"American Airlines Group, Inc.",12.94,0.24,1.89,83267344,96834495,8565890560
SPCX,Space Exploration Technologies ,154.81,3.93,2.6,83395289,96033203,2040671371264
CRWV,"CoreWeave, Inc.",79.88,-3.47,-4.16,79167396,27610751,44056739840
MARA,"MARA Holdings, Inc.",11.64,0.6,5.43,69760984,47843638,4496523776
ONDS,Ondas Inc,7.39,0.19,2.64,66852688,82243283,4303129600
SMCI,"Super Micro Computer, Inc.",40.35,3.5,9.5,62169127,48873164,26508552192
PLUG,"Plug Power, Inc.",2.12,0.1,4.95,61214068,54673001,2962053888
HL,Hecla Mining Company,18.96,0.97,5.39,60898205,37069183,12736729088
RKT,"Rocket Companies, Inc.",12.57,-0.38,-2.93,59036187,29618095,35593744384
GRAB,Grab Holdings Limited,2.81,-0.06,-2.09,56661746,47226825,11496557568
PATH,"UiPath, Inc.",13.76,0.13,0.95,56156042,71019424,7171098624
SNAP,Snap Inc.,5.65,-0.07,-1.22,49412261,38693698,9555267584
SMR,NuScale Power Corporation,9.04,0.74,8.92,49191252,32770011,3709921280
IREN,IREN LIMITED,43.48,0.86,2.02,46263384,43411991,17133670400
CDE,"Coeur Mining, Inc.",19.98,1.0,5.27,45166673,38203848,20538140672
NKE,"Nike, Inc.",36.36,0.58,1.62,44560211,26497346,53940015104
F,Ford Motor Company,13.61,0.26,1.95,43903529,49513504,54271176704
KEEL,Keel Infrastructure Corp.,3.61,0.21,6.18,43276242,39242091,2229439232
SOFI,"SoFi Technologies, Inc.",16.73,-0.11,-0.65,42704168,64612493,21607970816
BMNR,"BitMine Immersion Technologies,",23.89,1.08,4.73,41700761,39364640,14411077632
RIG,Transocean Ltd (Switzerland),5.66,0.12,2.17,41113459,42277245,6321541120
