symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
RELIANCE,RELIANCEEQN,1272.3,0.71,23620214,23620214,29873665656.5,1263.3,05-Jun-2026,,1611.8,1257.5,9,1269,1269.2,1274.2,1257.5,2026-06-09 16:00:25
HDFCBANK,HDFCBANKEQN,739.7,0.14,38539563,38539563,28456071736.68,738.65,19-Jun-2026,,1020.5,726.65,1.05,739.45,738.35,743.95,732.3,2026-06-09 16:00:25
ICICIBANK,ICICIBANKEQN,1276,2.06,22368579,22368579,28441424512.71,1250.2,12-Aug-2025,,1500,1187.6,25.8,1255,1275,1279.9,1252.7,2026-06-09 16:00:25
OLAELEC,OLAELECEQN,47,5.78,494797034,494797034,23542442877.72,44.43,,,71.25,22.25,2.57,45.83,47.34,49.05,44.62,2026-06-09 16:00:25
SBIN,SBINEQN,1004.1,2.26,22142480,22142480,22098637889.6,981.95,15-May-2026,,1234.7,781.7,22.15,985,1002.7,1009,983,2026-06-09 16:00:25
BHARTIARTL,BHARTIARTLEQN,1798,-0.84,10377475,10377475,18725427214.25,1813.3,18-Jul-2025,,2174.5,1740.5,-15.3,1837,1799,1837,1789.2,2026-06-09 16:00:25
DATAPATTNS,DATAPATTNSEQN,4589.5,10.82,4127623,4127623,18302664630.37,4141.3,01-Aug-2025,,4620,2131,448.2,4165.3,4558.5,4620,4156.3,2026-06-09 16:00:25
IDEA,IDEAEQN,14.21,-1.32,958236360,958236360,13808185947.6,14.4,20-Aug-2024,,15.25,6.12,-0.19,14.8,14.14,14.85,14.03,2026-06-09 16:00:25
BSE,BSEEQN,3998,2.07,3318707,3318707,13263577583.27,3916.8,10-Jul-2026,,4446.8,2021.5,81.2,3955.8,3996.3,4032.9,3950.8,2026-06-09 16:00:25
INFY,INFYEQN,1181.7,-0.5,10984054,10984054,12917796706.7,1187.6,10-Jun-2026,,1728,1089,-5.9,1193.6,1180.3,1193.6,1167.3,2026-06-09 16:00:25
NETWEB,NETWEBEQN,4440,4.12,2805015,2805015,12284955894.6,4264.5,22-Aug-2025,,4965,1700.1,175.5,4340,4428.2,4460,4276.9,2026-06-09 16:00:25
HFCL,HFCLEQN,177.2,-0.38,66709753,66709753,11877671521.65,177.87,08-Sep-2025,,208.98,59.82,-0.67,173,178.01,184.7,171.1,2026-06-09 16:00:25
MTARTECH,MTARTECHEQN,7465,5.86,1560178,1560178,11457432373.26,7052,04-Aug-2023,,8449.5,1390.5,413,7173.5,7458,7499,7003,2026-06-09 16:00:25
PANACEABIO,PANACEABIOEQN,610,10.33,17423617,17423617,10861185893.12,552.9,19-Sep-2024,,647,292.4,57.1,575.85,607.75,647,575.85,2026-06-09 16:00:25
MCX,MCXEQN,2827,0.11,3778873,3778873,10776401077.75,2823.8,02-Jan-2026,,3480,1460.8,3.2,2852,2824.8,2915,2795.3,2026-06-09 16:00:25
PINELABS,PINELABSEQN,152.38,6.75,71971522,71971522,10746787665.04,142.75,,,284,134.73,9.63,144.4,152.36,154.64,141.86,2026-06-09 16:00:25
APOLLO,APOLLOEQN,414.7,1.89,25552550,25552550,10554736303,407,08-Sep-2025,,446.9,162.34,7.7,412.05,413.05,419.7,405.4,2026-06-09 16:00:25
JNKINDIA,JNKINDIAEQN,496,18.56,22223455,22223455,10333017636.8,418.35,18-Sep-2025,,502,200.92,77.65,450.15,484.05,502,430,2026-06-09 16:00:25
HSCL,HSCLEQN,679,1.77,14690494,14690494,9762273977.82,667.2,22-May-2026,,698,418.5,11.8,663,679.5,683.2,647.4,2026-06-09 16:00:25
AXISBANK,AXISBANKEQN,1294.4,2.07,7533504,7533504,9691325550.72,1268.1,10-Jul-2026,,1418.3,1042.5,26.3,1275.9,1292.4,1298.4,1271.5,2026-06-09 16:00:25
