symbol,shortName,price,changePct,volume
AAOI,"Applied Optoelectronics, Inc.",162.88,-17.17,26713626
UEC,Uranium Energy Corp.,10.65,-15.54,30175725
PRIM,Primoris Services Corporation,103.9,-15.4,5267884
RDW,Redwire Corporation,15.75,-15.19,68638344
AXTI,AXT Inc,78.36,-13.68,10499756
POET,POET Technologies Inc.,10.77,-12.3,43202822
WOLF,"Wolfspeed, Inc.",48.78,-11.98,10325117
SAIL,"SailPoint, Inc.",15.66,-11.48,11902565
COHR,Coherent Corp.,355.94,-11.44,8141284
IDYA,"IDEAYA Biosciences, Inc.",28.07,-10.83,4209576
UNFI,"United Natural Foods, Inc.",46.33,-10.28,2678638
PCT,"PureCycle Technologies, Inc.",10.795,-10.15,6643318
HIMX,"Himax Technologies, Inc.",18.27,-10.13,7182318
SOC,Sable Offshore Corp.,11.83,-9.83,5738163
IONQ,"IonQ, Inc.",56.69,-9.73,35087385
