symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
MILKYMIST,EQ,277.49,25.06,   9.93,10,277.67,248.56,277.67,165,352.61875,954.362646875
XTRANET,EQ,281.08,46.84,  20.00,20,281.08,236.58,281.08,122.5,136.68382,366.68168391399996
FCL,EQ,56.66,5.15,  10.00,10,56.66,52.19,56.66,19.1,420.19821,231.697292994
RIR,EQ,190.01,20.15,  11.86,20,203.83,175.04,203.83,154,112.33703,217.911370794
ANDHRAPAP,EQ,72.95,8.5,  13.19,20,77.34,61.99,86.89,58,273.36653,198.10872429100002
MTARTECH,BE,7519,358,   5.00,5,7519,7170,8714,1400,1.76047,130.290272136
HFCL,BE,243.01,11.57,   5.00,5,243.01,237.61,256.7,59.82,46.79636,113.256550472
QPOWER,EQ,1484.8,-10.5,  -0.70,5,1570,1460,1570,581,6.60514,101.30105063799999
BODALCHEM,EQ,171.18,15.56,  10.00,10,171.18,162.8,171.18,42.81,49.10182,83.149021988
ESDS,EQ,1090.05,181.65,  20.00,20,1090.05,1090.05,1090.05,756,7.42653,80.952890265
E2E,BE,630,28.45,   4.73,5,631.6,610,698,183.36,12.48683,78.426033181
MVGJL,EQ,215.88,35.98,  20.00,20,215.88,181,215.88,129.1,32.02765,65.704723975
STLTECH,BE,786.3,37.4,   4.99,5,786.3,786.3,786.3,84.6,5.32828,41.896265639999996
BLISSGVS,BE,693,22,   3.28,5,704.55,660.5,704.55,118,5.81762,40.039187888
CORDELIA,EQ,109.09,5.19,   5.00,5,109.09,102.01,109.65,62.31,30.42994,32.779131368
DOLPHIN,EQ,718,44,   6.53,10,741.4,660,741.4,322,4.00551,28.964643912
RHETAN,EQ,26.69,1.27,   5.00,5,26.69,26.68,34.87,19.1,82.56003,22.027016004
TBZ,EQ,528.9,48.05,   9.99,10,528.9,528.9,528.9,110.5,3.18752,16.85879328
TEXMOPIPES,EQ,53.89,7.66,  16.57,20,55.47,47.25,62,33,21.93984,11.783888064
UDAYJEW,EQ,165,22,  15.38,20,171.6,148,171.6,115.04,6.3849,10.50124503
INDIAGLYCO,BE,273.4,13,   4.99,5,273.4,272,1222,217,2.25992,6.177943304
STLNETWORK,EQ,30.31,1.44,   4.99,5,30.31,29.5,35.4,15.75,19.89195,5.99145534
PASHUPATI,EQ,81.45,-0.49,  -0.60,20,98.32,81,118.35,66.4,5.8744,5.0578584
DHARIWAL,SM,25.2,1.2,   5.00,5,25.2,22.85,48.3,16.55,18.81,4.704381
BHAGERIA,BE,319.85,15.2,   4.99,5,319.85,319.85,319.85,127.51,1.41581,4.528468285
GANESHBE,BE,129.39,6.16,   5.00,5,129.39,124.1,129.99,68.4,3.27639,4.210488789
NRL,BE,133.26,6.34,   5.00,5,133.26,125,133.26,45.1,2.5173,3.31754967
MOLDTECH,BE,219.4,10.44,   5.00,5,219.4,208.96,221,101.1,1.31595,2.8456102800000003
RAJOOENG,BE,54.16,2.57,   4.98,5,54.16,52,103.69,46,4.96256,2.6599321600000003
DBEIL,EQ,7.6,1.17,  18.20,20,7.71,6.61,18.56,5.15,33.71577,2.535425904
AKSHARCHEM,BE,467.05,22.2,   4.99,5,467.05,440,467.05,141.3,0.5445,2.518857
SILKFLEX,SM,294,5.7,   1.98,5,302.7,291,302.7,76,0.82,2.461558
TIRUPATIFL,BE,70.9,1.85,   2.68,5,72.5,67.6,83.9,30.11,3.30327,2.349615951
MGEL,EQ,15.52,1.28,   8.99,20,17.08,13,18.4,9.53,14.20121,2.221069244
BI,BE,100.64,4.79,   5.00,5,100.64,100.6,111.51,51.62,2.07087,2.0839164809999997
EMPOWER,EQ,1.93,0.09,   4.89,5,1.93,1.92,2.82,1.3,93.99271,1.8046600320000001
SARVESHWAR,EQ,3.69,0.33,   9.82,10,3.69,3.4,8.25,2.5,50.03962,1.7864144339999999
