symbol,shortName,price,changePct,volume
BLTE,"Belite Bio, Inc",193.61,13.16,738953
AEHR,Aehr Test Systems,86.26,13.1,4520762
SNDK,Sandisk Corporation,1740.0,11.9,16556967
COHU,"Cohu, Inc.",50.72,10.31,873315
CBRS,Cerebras Systems Inc.,210.05,10.3,13761584
ALAB,"Astera Labs, Inc.",310.4,9.75,6536259
AXTI,AXT Inc,61.64,9.68,10899283
SMTC,Semtech Corporation,147.885,9.22,2801670
TARS,"Tarsus Pharmaceuticals, Inc.",90.78,9.1,1595936
TTMI,"TTM Technologies, Inc.",125.6,8.85,2321384
UCTT,"Ultra Clean Holdings, Inc.",72.43,8.77,1466289
SIMO,Silicon Motion Technology Corpo,256.21,8.7,744032
SKHY,SK hynix Inc.,177.0,8.14,20803242
DPC,DPC Holdings PLC,44.88,7.99,918472
TSEM,Tower Semiconductor Ltd.,222.335,7.85,1725294
