symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
INTC,Intel Corporation,123.0,-4.39,-3.45,96982345,108995480,650190913536
NVDA,NVIDIA Corporation,225.07,0.49,0.22,87931936,126051807,5434765213696
AAL,"American Airlines Group, Inc.",13.87,0.52,3.9,75879602,88194388,9181522944
ONDS,Ondas Inc,7.64,0.04,0.53,70722698,83238580,4448792576
GRAB,Grab Holdings Limited,3.13,0.02,0.64,62718004,51824042,12805775360
SPCX,Space Exploration Technologies ,148.68,0.65,0.44,54270159,93863558,1958738001920
NU,Nu Holdings Ltd.,13.59,0.03,0.22,52824950,79155717,65649061888
SMCI,"Super Micro Computer, Inc.",43.26,1.75,4.22,49126083,46661009,27983726592
PLUG,"Plug Power, Inc.",1.98,0.02,1.02,45518979,54236119,2766446592
PATH,"UiPath, Inc.",12.46,-0.14,-1.11,45531547,70055474,6493596672
TSLA,"Tesla, Inc.",372.11,-5.83,-1.54,44753533,39158361,1469666033664
NOK,Nokia Corporation Sponsored,10.39,-0.04,-0.38,44577714,86135104,58169921536
IREN,IREN LIMITED,44.125,-2.02,-4.39,40140584,43486031,17387837440
CMCSA,Comcast Corporation,21.91,-0.22,-0.99,39237455,32118622,77750632448
NKE,"Nike, Inc.",35.75,-0.24,-0.67,38105838,27629846,52941713408
MARA,"MARA Holdings, Inc.",12.55,-0.37,-2.86,36696815,48465463,4848056320
AGNC,AGNC Investment Corp.,9.62,0.0,0.0,34967210,23385095,11404332032
F,Ford Motor Company,12.71,0.11,0.87,34688185,48824531,50682343424
MSFT,Microsoft Corporation,516.17,18.24,3.66,37985485,32323525,3832843862016
HBAN,Huntington Bancshares Incorpora,15.64,0.33,2.16,33221743,25083031,31599288320
AMZN,"Amazon.com, Inc.",249.67,0.29,0.12,32976800,44336441,2693018681344
PCG,Pacific Gas & Electric Co.,12.34,0.02,0.16,32325342,34011771,37049208832
CDE,"Coeur Mining, Inc.",19.22,0.28,1.48,32188456,36164603,19756908544
CIFR,Cipher Digital Inc.,17.73,-0.37,-2.04,31993657,32588877,7358494720
AUR,"Aurora Innovation, Inc.",6.04,-0.02,-0.33,31901493,28502636,12105097216
