symbol,shortName,price,changePct,volume
ZS,"Zscaler, Inc.",193.05,-10.06,6676217
FRVO,Fervo Energy Company,15.18,-9.16,10428037
CHRN,ChronoScale Holdings Corporatio,19.85,-9.15,169003
PURR,Hyperliquid Strategies Inc,12.85,-8.8,31359369
TWLO,Twilio Inc.,275.8,-7.96,4257428
MH,"McGraw Hill, Inc.",12.73,-7.01,621575
ACAD,ACADIA Pharmaceuticals Inc.,20.68,-6.76,3363541
SAIL,"SailPoint, Inc.",20.64,-6.69,3537744
S,"SentinelOne, Inc.",22.38,-6.67,10444148
TENB,"Tenable Holdings, Inc.",33.49,-6.66,2961082
GME,GameStop Corporation,23.39,-6.51,13158505
CXW,"CoreCivic, Inc.",32.13,-6.49,2699248
FSLY,"Fastly, Inc.",24.96,-6.45,9620724
VCYT,"Veracyte, Inc.",45.43,-6.41,1690679
GEN,Gen Digital Inc.,21.62,-6.29,29672441
