symbol,shortName,price,changePct,volume
PPLI,People Incorporated,40.0,11.33,3093055
ALM,Almonty Industries Inc.,13.72,10.65,11512843
MXL,"MaxLinear, Inc",93.84,10.0,4282233
MAAS,Maase Inc.,15.37,9.55,183007
VECO,Veeco Instruments Inc.,49.67,9.28,916687
VIAV,Viavi Solutions Inc.,40.68,9.27,8405179
BE,Bloom Energy Corporation,288.7,8.27,17303729
CRDO,Credo Technology Group Holding ,210.97,7.65,11684289
FIGS,"FIGS, Inc.",13.42,7.45,4407248
PS,Pershing Square Inc.,56.16,7.42,345830
AEHR,Aehr Test Systems,104.39,7.15,2843848
EQPT,EquipmentShare.com Inc,17.35,6.31,4278505
SYNA,Synaptics Incorporated,102.72,6.09,499558
TSEM,Tower Semiconductor Ltd.,230.47,6.07,2008551
ACLS,"Axcelis Technologies, Inc.",123.11,6.0,374117
