symbol,shortName,price,changePct,volume
FSLY,"Fastly, Inc.",29.65,13.69,29906950
SECZ,Securitize Corp.,14.36,10.46,9169868
ACMR,"ACM Research, Inc.",80.67,6.42,2774148
KVYO,"Klaviyo, Inc. Series A",16.78,5.73,9600181
VICR,Vicor Corporation,283.16,5.52,1606445
PANW,"Palo Alto Networks, Inc.",393.3,5.0,6198749
CRWD,"CrowdStrike Holdings, Inc.",262.49,4.97,13188006
BETA,"Beta Technologies, Inc.",24.34,4.55,2209292
OKTA,"Okta, Inc.",205.36,4.45,5466458
IONQ,"IonQ, Inc.",42.54,4.42,72152387
RRR,"Red Rock Resorts, Inc.",50.9,4.39,2132213
ASAN,"Asana, Inc.",9.47,4.3,8536552
FORM,"FormFactor, Inc.",131.26,4.17,1239755
VIA,"Via Transportation, Inc.",29.54,4.12,1074874
DOCU,"DocuSign, Inc.",69.49,4.09,3335549
