symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
GRAB,Grab Holdings Limited,3.2,0.03,0.95,113719305,50151468,13092166656
WBD,"Warner Bros. Discovery, Inc. - ",30.76,-0.07,-0.23,110237037,25825509,77119528960
NVDA,NVIDIA Corporation,225.51,-3.36,-1.47,86851377,128181993,5445389910016
INTC,Intel Corporation,122.6,-1.26,-1.02,84944757,109346892,648076460032
IONQ,"IonQ, Inc.",42.54,1.8,4.42,72152387,20128463,17234470912
HL,Hecla Mining Company,18.27,-0.76,-3.99,68826495,38000079,12273209344
AAL,"American Airlines Group, Inc.",13.35,-0.26,-1.91,64766728,92349036,8837298176
NOK,Nokia Corporation Sponsored,10.63,-0.19,-1.76,63469410,86496058,59513593856
NU,Nu Holdings Ltd.,13.62,-0.54,-3.81,62807015,78345768,65793982464
ONDS,Ondas Inc,7.4,-0.32,-4.15,60754847,82286333,4308952576
SPCX,Space Exploration Technologies ,148.36,-6.36,-4.11,60046138,93941866,1955648897024
SOFI,"SoFi Technologies, Inc.",16.55,-0.61,-3.55,55923418,63661439,21375488000
PATH,"UiPath, Inc.",13.04,-0.21,-1.58,54307593,70475307,6795866624
AUR,"Aurora Innovation, Inc.",6.32,-0.14,-2.17,53976522,27854847,12666261504
PCG,Pacific Gas & Electric Co.,12.41,-0.47,-3.65,47281720,33236014,37259374592
CDE,"Coeur Mining, Inc.",19.32,-1.17,-5.71,43846398,35901465,19859703808
AMZN,"Amazon.com, Inc.",249.27,-5.71,-2.24,43691413,45457984,2688704315392
T,AT&T Inc.,25.3,0.2,0.8,43011904,57860782,173365362688
RKT,"Rocket Companies, Inc.",12.15,-0.59,-4.63,42210316,30418428,34404454400
PLUG,"Plug Power, Inc.",2.04,-0.07,-3.32,41094098,54249296,2850278400
SMCI,"Super Micro Computer, Inc.",41.44,-0.1,-0.24,40772804,47012133,27224643584
NKE,"Nike, Inc.",36.05,-0.05,-0.14,40103087,27373492,53480128512
SMR,NuScale Power Corporation,8.68,-0.21,-2.36,38473995,33013906,3562181376
CMCSA,Comcast Corporation,22.55,0.13,0.58,37643127,32015014,80021757952
MARA,"MARA Holdings, Inc.",13.35,-0.28,-2.05,37367403,48805146,5157095936
