type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RR,HCLTECH,Stock Futures,30-Jun-2026,-,0,1137.4,1137.2,0.02,19989,10247,9742,11223,44711.42193,44711.42193,1145,FUTSTKHCLTECH30-06-2026XX0,FUTSTK,95.07
RR,NIFTY,Index Options,19-May-2026,Call,23300,311.5,308.85,0.86,14805,6502,8303,558412,116763.11158,116763.11158,23412.6,OPTIDXNIFTY19-05-2026CE23300,OPTIDX,127.7
RR,NIFTY,Index Options,26-May-2026,Call,23500,317.95,315,0.94,42409,34176,8233,120738,26547.32811,26547.32811,23412.6,OPTIDXNIFTY26-05-2026CE23500,OPTIDX,24.09
RR,NIFTY,Index Options,26-May-2026,Call,23400,374,366.95,1.92,11131,4302,6829,59730,15023.91676,15023.91676,23412.6,OPTIDXNIFTY26-05-2026CE23400,OPTIDX,158.74
RR,NIFTY,Index Futures,30-Jun-2026,-,0,23580,23528.4,0.22,43916,37198,6718,14445,221382.45938,221382.45938,23412.6,FUTIDXNIFTY30-06-2026XX0,FUTIDX,18.06
RR,NIFTY,Index Options,30-Jun-2026,Call,25000,118.15,111.55,5.92,78851,73174,5677,29094,2283.1371,2283.1371,23412.6,OPTIDXNIFTY30-06-2026CE25000,OPTIDX,7.76
RR,KAYNES,Stock Futures,26-May-2026,-,0,4070,3958.6,2.81,35483,31120,4363,18971,76951.30846,76951.30846,4182,FUTSTKKAYNES26-05-2026XX0,FUTSTK,14.02
RR,BHARTIARTL,Stock Futures,26-May-2026,-,0,1792.5,1763.8,1.63,124716,120557,4159,16929,143615.56324,143615.56324,1781.2,FUTSTKBHARTIARTL26-05-2026XX0,FUTSTK,3.45
RR,BANKNIFTY,Index Options,26-May-2026,Put,54000,1120.4,1103.2,1.56,21767,18472,3295,99673,29362.46972,29362.46972,53456.15,OPTIDXBANKNIFTY26-05-2026PE54000,OPTIDX,17.84
RR,NIFTY,Index Options,26-May-2026,Call,23300,430,421.25,2.08,5897,2636,3261,23868,6892.64877,6892.64877,23412.6,OPTIDXNIFTY26-05-2026CE23300,OPTIDX,123.71
RR,PFC,Stock Futures,26-May-2026,-,0,448.45,441.35,1.61,45555,42300,3255,13359,77620.46565,77620.46565,445.8,FUTSTKPFC26-05-2026XX0,FUTSTK,7.7
RR,ASIANPAINT,Stock Futures,26-May-2026,-,0,2621.4,2514.7,4.24,48761,45983,2778,13896,90891.999,90891.999,2615,FUTSTKASIANPAINT26-05-2026XX0,FUTSTK,6.04
RR,LICHSGFIN,Stock Futures,26-May-2026,-,0,590.45,568.5,3.86,34158,31578,2580,7522,43919.4536,43919.4536,586.5,FUTSTKLICHSGFIN26-05-2026XX0,FUTSTK,8.17
RR,NIFTY,Index Options,28-Jul-2026,Call,24000,592.25,565.15,4.8,5131,2554,2577,5130,2031.87757,2031.87757,23412.6,OPTIDXNIFTY28-07-2026CE24000,OPTIDX,100.9
RR,NIFTY,Index Options,19-May-2026,Call,23000,535,518.45,3.19,7936,5457,2479,53517,19093.01926,19093.01926,23412.6,OPTIDXNIFTY19-05-2026CE23000,OPTIDX,45.43
RR,NIFTY,Index Options,30-Jun-2026,Call,23500,646.05,628.8,2.74,7340,4869,2471,10963,4646.04814,4646.04814,23412.6,OPTIDXNIFTY30-06-2026CE23500,OPTIDX,50.75
RR,NIFTY,Index Options,30-Jun-2026,Call,24000,403.7,389.2,3.73,38424,35989,2434,16848,4517.04146,4517.04146,23412.6,OPTIDXNIFTY30-06-2026CE24000,OPTIDX,6.76
RR,LODHA,Stock Options,26-May-2026,Put,750,3.55,2.4,47.92,2511,78,2433,5463,70.55464,70.55464,872.9,OPTSTKLODHA26-05-2026PE750,OPTSTK,3119.23
RR,COALINDIA,Stock Options,26-May-2026,Put,440,4.45,2.6,71.15,3221,790,2431,8104,334.77624,334.77624,459.95,OPTSTKCOALINDIA26-05-2026PE440,OPTSTK,307.72
RR,NIFTY,Index Options,19-May-2026,Call,23200,375.3,372.45,0.77,4540,2145,2395,137226,34864.3923,34864.3923,23412.6,OPTIDXNIFTY19-05-2026CE23200,OPTIDX,111.66
RR,TATASTEEL,Stock Futures,26-May-2026,-,0,220.67,212.24,3.97,62326,60022,2304,14115,84766.92675,84766.92675,219.9,FUTSTKTATASTEEL26-05-2026XX0,FUTSTK,3.84
RR,CIPLA,Stock Futures,26-May-2026,-,0,1333.6,1293.8,3.08,39047,36758,2289,31503,155796.90513,155796.90513,1329.8,FUTSTKCIPLA26-05-2026XX0,FUTSTK,6.23
RR,TITAN,Stock Futures,26-May-2026,-,0,4081,4070.8,0.25,44476,42231,2245,18985,134823.97092,134823.97092,4079,FUTSTKTITAN26-05-2026XX0,FUTSTK,5.32
RR,KAYNES,Stock Options,26-May-2026,Call,5000,19.65,12.45,57.83,3798,1765,2033,7612,147.59668,147.59668,4182,OPTSTKKAYNES26-05-2026CE5000,OPTSTK,115.18
RR,GRASIM,Stock Futures,26-May-2026,-,0,2959.2,2912.1,1.62,60120,58094,2026,5011,37047.45047,37047.45047,2948.9,FUTSTKGRASIM26-05-2026XX0,FUTSTK,3.49
