type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SS,NIFTY,Index Options,19-May-2026,Call,25800,1.05,1.8,-41.67,33432,40341,-6909,91218,71.15004,71.15004,23412.6,OPTIDXNIFTY19-05-2026CE25800,OPTIDX,-17.13
SS,NIFTY,Index Options,26-May-2026,Call,25000,13,16.8,-22.62,75817,82650,-6833,68401,656.6838,656.6838,23412.6,OPTIDXNIFTY26-05-2026CE25000,OPTIDX,-8.27
SS,BANKNIFTY,Index Options,26-May-2026,Call,60000,13.05,19.15,-31.85,72242,78209,-5967,61133,283.35145,283.35145,53456.15,OPTIDXBANKNIFTY26-05-2026CE60000,OPTIDX,-7.63
SS,NIFTY,Index Options,19-May-2026,Put,23600,281.85,330.15,-14.63,19888,25653,-5765,560478,99566.11431,99566.11431,23412.6,OPTIDXNIFTY19-05-2026PE23600,OPTIDX,-22.47
SS,BANKNIFTY,Index Options,26-May-2026,Call,61000,8,11.95,-33.05,20806,26402,-5596,23269,64.36205,64.36205,53456.15,OPTIDXBANKNIFTY26-05-2026CE61000,OPTIDX,-21.2
SS,NIFTY,Index Options,29-Dec-2026,Call,26000,514.9,519.15,-0.82,15295,19901,-4606,11704,3948.57262,3948.57262,23412.6,OPTIDXNIFTY29-12-2026CE26000,OPTIDX,-23.14
SS,NIFTY,Index Options,26-May-2026,Call,24000,124.05,126.6,-2.01,89989,94186,-4197,153225,13683.52878,13683.52878,23412.6,OPTIDXNIFTY26-05-2026CE24000,OPTIDX,-4.46
SS,NIFTY,Index Options,19-May-2026,Call,25700,1.1,1.95,-43.59,19201,22989,-3788,85823,69.73118,69.73118,23412.6,OPTIDXNIFTY19-05-2026CE25700,OPTIDX,-16.48
SS,NIFTY,Index Options,26-May-2026,Put,24000,633,686.1,-7.74,60630,63547,-2917,24966,10484.03479,10484.03479,23412.6,OPTIDXNIFTY26-05-2026PE24000,OPTIDX,-4.59
SS,NIFTY,Index Options,19-May-2026,Put,24200,752.1,796.75,-5.6,10322,12594,-2272,8052,4011.81237,4011.81237,23412.6,OPTIDXNIFTY19-05-2026PE24200,OPTIDX,-18.04
SS,NIFTY,Index Options,26-May-2026,Put,23800,502.65,548.05,-8.28,15837,17938,-2101,10828,3639.17169,3639.17169,23412.6,OPTIDXNIFTY26-05-2026PE23800,OPTIDX,-11.71
SS,NIFTY,Index Options,26-May-2026,Put,24200,790.15,844,-6.38,23656,25740,-2084,6638,3505.04654,3505.04654,23412.6,OPTIDXNIFTY26-05-2026PE24200,OPTIDX,-8.1
SS,NIFTY,Index Options,19-May-2026,Call,26100,0.95,1.3,-26.92,3782,5861,-2079,29477,20.30965,20.30965,23412.6,OPTIDXNIFTY19-05-2026CE26100,OPTIDX,-35.47
SS,NIFTY,Index Options,19-May-2026,Put,24000,568.35,618.25,-8.07,23702,25689,-1987,63075,23467.6845,23467.6845,23412.6,OPTIDXNIFTY19-05-2026PE24000,OPTIDX,-7.73
SS,SBIN,Stock Options,26-May-2026,Call,1200,0.45,0.6,-25,9798,11773,-1975,7712,27.1848,27.1848,971,OPTSTKSBIN26-05-2026CE1200,OPTSTK,-16.78
SS,NIFTY,Index Options,26-May-2026,Put,23000,156.35,179.55,-12.92,68881,70807,-1926,119547,13158.65783,13158.65783,23412.6,OPTIDXNIFTY26-05-2026PE23000,OPTIDX,-2.72
SS,NIFTY,Index Options,26-May-2026,Put,23900,567.8,613.1,-7.39,10254,11991,-1737,6392,2439.98939,2439.98939,23412.6,OPTIDXNIFTY26-05-2026PE23900,OPTIDX,-14.49
SS,NIFTY,Index Options,19-May-2026,Call,26200,1,1.3,-23.08,3057,4649,-1592,22084,15.21587,15.21587,23412.6,OPTIDXNIFTY19-05-2026CE26200,OPTIDX,-34.24
SS,HDFCBANK,Stock Options,26-May-2026,Call,790,4.05,4.25,-4.71,9913,11278,-1365,8000,199.76,199.76,749.15,OPTSTKHDFCBANK26-05-2026CE790,OPTSTK,-12.1
SS,BANKNIFTY,Index Options,26-May-2026,Put,55000,1716.15,1716.3,-0.01,15837,17134,-1297,12031,5707.13343,5707.13343,53456.15,OPTIDXBANKNIFTY26-05-2026PE55000,OPTIDX,-7.57
SS,NIFTY,Index Options,19-May-2026,Put,23900,491.25,540.7,-9.15,10114,11330,-1216,23730,7619.08602,7619.08602,23412.6,OPTIDXNIFTY19-05-2026PE23900,OPTIDX,-10.73
SS,SUNPHARMA,Stock Futures,26-May-2026,-,0,1831,1849.3,-0.99,64903,66112,-1209,7514,48360.70512,48360.70512,1823.6,FUTSTKSUNPHARMA26-05-2026XX0,FUTSTK,-1.83
SS,LT,Stock Options,26-May-2026,Call,4800,0.6,1.3,-53.85,1899,3101,-1202,2477,3.55449,3.55449,3919,OPTSTKLT26-05-2026CE4800,OPTSTK,-38.76
SS,NIFTY,Index Options,19-May-2026,Put,23800,410.1,464.3,-11.67,12266,13455,-1189,71327,18782.39625,18782.39625,23412.6,OPTIDXNIFTY19-05-2026PE23800,OPTIDX,-8.84
SS,NIFTY,Index Options,19-May-2026,Call,24700,5.25,8.35,-37.13,24208,25339,-1131,209057,914.51984,914.51984,23412.6,OPTIDXNIFTY19-05-2026CE24700,OPTIDX,-4.46
