symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
F,Ford Motor Company,13.57,1.58,13.18,215610834,51071691,54072279040
PLUG,"Plug Power, Inc.",3.96,0.4,11.24,158084396,80748523,5523509248
NOK,Nokia Corporation Sponsored,14.71,1.54,11.69,146839151,81125463,82119073792
NVDA,NVIDIA Corporation,225.83,5.05,2.29,142422903,170639303,5488798334976
EOSE,"Eos Energy Enterprises, Inc.",8.28,0.18,2.22,126838754,25487658,2811083264
INTC,Intel Corporation,120.29,-0.32,-0.27,114451062,112855043,604577529856
CTRA,Coterra Energy Inc.,32.56,-3.07,-8.62,73317709,9902764,24724652032
VNET,"VNET Group, Inc.",11.28,2.26,25.06,63976116,6312670,3211321600
TSLA,"Tesla, Inc.",445.27,11.82,2.73,64708180,62841078,1672311078912
QS,QuantumScape Corporation,8.66,0.24,2.85,59391063,16425653,5327156224
SOFI,"SoFi Technologies, Inc.",15.31,-0.59,-3.71,57667555,66520816,19638769664
AUR,"Aurora Innovation, Inc.",8.4,1.18,16.34,57912392,21325841,16474104832
NIO,NIO Inc.,6.54,0.46,7.57,54030316,39342028,16387062784
MU,"Micron Technology, Inc.",803.63,37.05,4.83,53733828,43672053,906280894464
PLTR,Palantir Technologies Inc.,130.05,-5.95,-4.37,54041476,48862658,311770447872
GRAB,Grab Holdings Limited,3.63,-0.01,-0.27,50539319,48841360,14846699520
NU,Nu Holdings Ltd.,12.82,-0.45,-3.39,50101833,51238623,62312882176
IREN,IREN LIMITED,55.17,-1.39,-2.46,48806267,38546578,19716581376
ONDS,Ondas Inc,8.86,-0.18,-1.99,48058556,72588105,4366841344
ACHR,Archer Aviation Inc.,6.52,0.13,2.03,44571979,30714310,4952579072
AAPL,Apple Inc.,298.87,4.07,1.38,45313913,43599940,4389609930752
BBD,Banco Bradesco Sa,3.51,-0.14,-3.84,42901947,37927485,37103198208
PATH,"UiPath, Inc.",9.47,-0.54,-5.39,41519805,31619943,4961540096
POET,POET Technologies Inc.,14.37,0.64,4.66,49605765,26793108,2194459648
PFE,"Pfizer, Inc.",25.96,0.09,0.35,39366374,37932266,147957563392
