type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RS,NIFTY,Index Options,19-May-2026,Put,21100,3.05,3.6,-15.28,47888,3172,44716,203565,390.33588,390.33588,23412.6,OPTIDXNIFTY19-05-2026PE21100,OPTIDX,1409.71
RS,NIFTY,Index Options,19-May-2026,Call,23900,60.5,73.35,-17.52,69367,32335,37032,896096,45018.51889,45018.51889,23412.6,OPTIDXNIFTY19-05-2026CE23900,OPTIDX,114.53
RS,NIFTY,Index Options,19-May-2026,Call,24500,8.6,13.75,-37.45,92347,56479,35868,641794,4930.9033,4930.9033,23412.6,OPTIDXNIFTY19-05-2026CE24500,OPTIDX,63.51
RS,NIFTY,Index Options,19-May-2026,Put,21500,3.95,5.05,-21.78,63409,34497,28912,244633,780.74621,780.74621,23412.6,OPTIDXNIFTY19-05-2026PE21500,OPTIDX,83.81
RS,NIFTY,Index Options,19-May-2026,Call,25000,2.75,4.75,-42.11,98584,70978,27606,422021,929.92327,929.92327,23412.6,OPTIDXNIFTY19-05-2026CE25000,OPTIDX,38.89
RS,NIFTY,Index Options,19-May-2026,Put,23400,181.5,223.3,-18.72,65614,39885,25729,2540758,329439.76379,329439.76379,23412.6,OPTIDXNIFTY19-05-2026PE23400,OPTIDX,64.51
RS,NIFTY,Index Options,19-May-2026,Call,24800,4.2,6.7,-37.31,58214,33191,25023,268007,905.86366,905.86366,23412.6,OPTIDXNIFTY19-05-2026CE24800,OPTIDX,75.39
RS,NIFTY,Index Options,19-May-2026,Call,23500,197.7,204.65,-3.4,79856,55066,24790,2504520,368483.7663,368483.7663,23412.6,OPTIDXNIFTY19-05-2026CE23500,OPTIDX,45.02
RS,NIFTY,Index Options,19-May-2026,Put,22000,7.35,9.5,-22.63,86383,62558,23825,499137,3445.54271,3445.54271,23412.6,OPTIDXNIFTY19-05-2026PE22000,OPTIDX,38.08
RS,NIFTY,Index Options,19-May-2026,Put,23500,228.3,273.35,-16.48,67748,45881,21867,2176931,325762.48563,325762.48563,23412.6,OPTIDXNIFTY19-05-2026PE23500,OPTIDX,47.66
RS,NIFTY,Index Options,19-May-2026,Call,25300,1.5,2.95,-49.15,34997,13872,21125,136494,167.68287,167.68287,23412.6,OPTIDXNIFTY19-05-2026CE25300,OPTIDX,152.29
RS,NIFTY,Index Options,19-May-2026,Put,23000,66.7,87.5,-23.77,86370,67565,18805,1763162,93128.45367,93128.45367,23412.6,OPTIDXNIFTY19-05-2026PE23000,OPTIDX,27.83
RS,NIFTY,Index Options,19-May-2026,Call,23550,174.45,182.9,-4.62,27692,9016,18676,978850,131087.10257,131087.10257,23412.6,OPTIDXNIFTY19-05-2026CE23550,OPTIDX,207.14
RS,NIFTY,Index Options,19-May-2026,Put,23300,142.5,178.95,-20.37,53904,36079,17825,1836518,198231.9164,198231.9164,23412.6,OPTIDXNIFTY19-05-2026PE23300,OPTIDX,49.41
RS,NIFTY,Index Options,19-May-2026,Call,24900,3.35,5.65,-40.71,33369,15980,17389,187792,510.23086,510.23086,23412.6,OPTIDXNIFTY19-05-2026CE24900,OPTIDX,108.82
RS,NIFTY,Index Options,19-May-2026,Put,21700,5.2,6,-13.33,21082,4315,16767,107734,460.77831,460.77831,23412.6,OPTIDXNIFTY19-05-2026PE21700,OPTIDX,388.57
RS,NIFTY,Index Options,19-May-2026,Call,24000,43.45,55.6,-21.85,99727,83560,16167,1617410,59462.46124,59462.46124,23412.6,OPTIDXNIFTY19-05-2026CE24000,OPTIDX,19.35
RS,NIFTY,Index Options,19-May-2026,Put,22100,8.5,10.7,-20.56,21955,7349,14606,221065,1758.79314,1758.79314,23412.6,OPTIDXNIFTY19-05-2026PE22100,OPTIDX,198.75
RS,NIFTY,Index Options,19-May-2026,Put,22200,10.2,12.95,-21.24,25854,11281,14573,282845,2702.58397,2702.58397,23412.6,OPTIDXNIFTY19-05-2026PE22200,OPTIDX,129.18
RS,NIFTY,Index Options,19-May-2026,Call,23800,84,95.7,-12.23,57684,43801,13883,1115052,75065.85816,75065.85816,23412.6,OPTIDXNIFTY19-05-2026CE23800,OPTIDX,31.7
RS,NIFTY,Index Options,19-May-2026,Put,22500,18.95,24.15,-21.53,72884,59267,13617,752658,12910.719,12910.719,23412.6,OPTIDXNIFTY19-05-2026PE22500,OPTIDX,22.98
RS,NIFTY,Index Options,19-May-2026,Put,22300,12.05,15.5,-22.26,26780,13372,13408,289257,3357.98451,3357.98451,23412.6,OPTIDXNIFTY19-05-2026PE22300,OPTIDX,100.27
RS,NIFTY,Index Options,19-May-2026,Call,24300,15.55,23.3,-33.26,51035,37712,13323,511261,7204.69001,7204.69001,23412.6,OPTIDXNIFTY19-05-2026CE24300,OPTIDX,35.33
RS,NIFTY,Index Options,19-May-2026,Put,21200,3.15,3.85,-18.18,17926,5187,12739,112282,245.22388,245.22388,23412.6,OPTIDXNIFTY19-05-2026PE21200,OPTIDX,245.59
RS,NIFTY,Index Options,19-May-2026,Put,23250,126.6,159.75,-20.75,16392,4074,12318,840327,81238.19256,81238.19256,23412.6,OPTIDXNIFTY19-05-2026PE23250,OPTIDX,302.36
