symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
WELCORP,WELCORPEQN,2291.2,14.26,18389679,19963038,45372192396.78,2005.2,30-Jun-2026,,2348.9,710,286,2175,2311.9,2348.9,2133,2026-08-21 16:00:29
NETWEB,NETWEBEQN,5568.7,2.75,4004819,4267482,23737271177.52,5419.8,07-Aug-2026,,5674.8,2037.3,148.9,5400,5601,5674.8,5360,2026-08-21 16:00:29
BSE,BSEEQN,3241,-1.52,5793503,6640651,21541342152.86,3291.1,10-Jul-2026,,4446.8,2021.5,-50.1,3252,3241,3285,3223,2026-08-21 16:00:29
HDFCBANK,HDFCBANKEQN,726.95,0.26,23851274,26029811,19012173954.4,725.05,19-Jun-2026,,1020.5,715.1,1.9,728.3,726.95,732.8,726.6,2026-08-21 16:00:29
DHOOTTRANS,DHOOTTRANSEQN,1455,-0.93,10526200,11688141,17273786702.49,1468.65,,,1523,1131,-13.65,1440,1478.95,1523,1429.1,2026-08-21 16:00:29
BALRAMCHIN,BALRAMCHINEQN,727.7,-5.14,18383556,19995747,14730266942.49,767.1,17-Nov-2025,,780.95,393.55,-39.4,747.35,729.35,765,714,2026-08-21 16:00:29
HSCL,HSCLEQN,655,-6.99,12520072,17256079,11670286227.7,704.2,22-May-2026,,819.5,418.5,-49.2,705.1,654.4,711,650,2026-08-21 16:00:29
KWIL,KWILEQN,48.5,11.57,213840660,240473970,11436942013.2,43.47,,,49.5,22.24,5.03,43.65,48.35,49.5,43.21,2026-08-21 16:00:29
DATAPATTNS,DATAPATTNSEQN,4802.1,2.17,2146319,2315293,11293073136.8,4700.2,24-Jul-2026,,5000,2131,101.9,4730.1,4829.9,5000,4730.1,2026-08-21 16:00:29
MCX,MCXEQN,3185,1.89,3167026,3473999,11043217501.18,3126,02-Jan-2026,,3480,1460.8,59,3145.1,3185,3211.4,3132,2026-08-21 16:00:29
ETERNAL,ETERNALEQN,328,0.02,28799149,31651425,10363942602,327.95,,,368.45,212.6,0.05,330,328,331.7,324.1,2026-08-21 16:00:29
URBANCO,URBANCOEQN,157.41,8.19,55848847,65665943,10220904027.95,145.49,,,201.18,100.7,11.92,151.94,158.6,160,151,2026-08-21 16:00:29
SILVERBEES,SILVERBEESEQN,232.66,3.21,36607395,43131864,10009180359.84,225.43,,,360,106.64,7.23,229.65,232.92,234.28,229.65,2026-08-21 16:00:29
SHIPROCKET,SHIPROCKETEQN,142,0.25,58788062,63801190,8999157849.5,141.65,,,156.9,131,0.35,139,140.81,146.22,136.65,2026-08-21 16:00:29
JBMA,JBMAEQN,662.95,6.35,11848558,13184218,8865859236.28,623.35,26-Aug-2025,,790,477,39.6,644.35,673.95,685,644.35,2026-08-21 16:00:29
DIXON,DIXONEQN,14850,0,557772,582929,8621024420.35,14850,16-Sep-2025,,18471,9600,0,14864,14850,14924,14620,2026-08-21 16:00:29
HINDZINC,HINDZINCEQN,594.9,3.66,13373660,14189716,8397757723.12,573.9,30-Apr-2026,,733,418,21,582,594.9,598.5,579.6,2026-08-21 16:00:29
PAYTM,PAYTMEQN,1632,1.77,4539323,5129938,8336405746.9,1603.6,,,1657.6,930.6,28.4,1603.3,1632,1638.4,1598,2026-08-21 16:00:29
HINDCOPPER,HINDCOPPEREQN,573.1,2.32,12564200,13674341,7866848377.3,560.1,13-Feb-2026,,760.05,226.7,13,562.95,572.7,581.5,561.2,2026-08-21 16:00:29
IIFL,IIFLEQN,682.9,7.26,10516052,11453570,7735741178,636.7,29-Jan-2026,,687.1,409.1,46.2,645.35,679.8,687.1,645.1,2026-08-21 16:00:29
