symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
MARA,"MARA Holdings, Inc.",11.26,0.11,0.99,101106921,45027491,4349730304
WBS,Webster Financial Corporation,77.57,-0.4,-0.51,91306424,5926128,12568934400
MRNA,"Moderna, Inc.",145.13,11.81,8.86,86743104,11539425,57941106688
INTC,Intel Corporation,90.07,-2.06,-2.24,90790387,119552924,476119498752
NVDA,NVIDIA Corporation,214.72,-2.13,-0.98,91591112,141320166,5200733011968
SPCX,Space Exploration Technologies ,136.97,2.97,2.22,77453430,120249425,1805508411392
AAL,"American Airlines Group, Inc.",13.82,0.3,2.22,68044422,108210779,9148424192
NU,Nu Holdings Ltd.,14.58,0.37,2.6,63829159,76994146,70431440896
SOFI,"SoFi Technologies, Inc.",18.91,0.99,5.52,61431249,77176272,24423593984
ONDS,Ondas Inc,8.71,0.33,3.94,58490074,88114745,4969510912
PLUG,"Plug Power, Inc.",2.27,0.07,3.18,56420354,59391074,3171633152
TSLA,"Tesla, Inc.",362.86,17.73,5.14,57808372,41849067,1433132728320
CIFR,Cipher Digital Inc.,15.765,-1.44,-8.4,54803411,28720461,6542959616
BMNR,"BitMine Immersion Technologies,",22.83,1.26,5.84,57699543,36861350,13771658240
PATH,"UiPath, Inc.",16.39,0.47,2.95,49454476,67166343,8491990528
DNN,Denison Mines Corp,3.5,0.36,11.46,49868188,24347241,3167989760
HOOD,"Robinhood Markets, Inc.",108.13,13.03,13.7,49572416,25994912,97217765376
WULF,TeraWulf Inc.,15.64,-0.81,-4.92,46536491,32848575,7803870208
KEEL,Keel Infrastructure Corp.,3.32,-0.05,-1.48,46962952,45903548,2050342912
MSTR,Strategy Inc,119.25,6.86,6.1,45053427,21557900,47375839232
IREN,IREN LIMITED,41.88,-0.72,-1.69,49329768,45682579,14967019520
WMT,Walmart Inc.,103.7,0.11,0.1,44077886,24401617,825252773888
F,Ford Motor Company,14.41,0.42,3.0,39160635,56736514,57461256192
AAPL,Apple Inc.,309.35,-1.95,-0.63,42216056,56596277,4514709504000
SMCI,"Super Micro Computer, Inc.",37.24,0.74,2.03,36214766,59513638,24089552896
