symbol,shortName,price,changePct,volume
SA,"Seabridge Gold, Inc.",30.16,-9.35,3011337
HUT,Hut 8 Corp.,80.86,-8.79,9550327
TLX,Telix Pharmaceuticals Limited,11.33,-8.78,299199
BABA,Alibaba Group Holding Limited,119.34,-8.57,32356925
CIFR,Cipher Digital Inc.,15.765,-8.4,54803411
IOVA,"Iovance Biotherapeutics, Inc.",8.29,-7.79,27702528
BKV,BKV Corporation,24.2,-7.28,1592671
CBRS,Cerebras Systems Inc.,196.13,-6.54,7722696
MRVL,"Marvell Technology, Inc.",237.04,-5.57,24970547
RIOT,"Riot Platforms, Inc.",19.83,-5.48,27244096
BHC,Bausch Health Companies Inc.,6.44,-5.43,3970451
OSIS,"OSI Systems, Inc.",206.73,-5.21,1288067
SRE,DBA Sempra,82.89,-5.14,5175333
APLD,Applied Digital Corporation,27.21,-5.03,17847932
WULF,TeraWulf Inc.,15.64,-4.92,46536491
