symbol,shortName,price,changePct,volume
SLS,"SELLAS Life Sciences Group, Inc",15.46,15.37,15056913
IQMX,IQM Quantum Computers Oyj,11.11,14.77,2663546
HOOD,"Robinhood Markets, Inc.",108.13,13.7,49572416
USAR,"USA Rare Earth, Inc.",19.26,12.57,21118640
INFQ,"Infleqtion, Inc.",14.12,12.51,15309807
DK,"Delek US Holdings, Inc.",71.47,11.6,1879331
RGTI,"Rigetti Computing, Inc.",17.91,11.48,23018157
VIRT,"Virtu Financial, Inc.",67.93,11.01,2585807
CVI,CVR Energy Inc.,39.51,10.27,1771078
FSLY,"Fastly, Inc.",24.95,9.86,5643353
FUTU,Futu Holdings Limited,123.64,9.68,3380176
QUBT,Quantum Computing Inc.,8.92,9.58,13865365
NEXA,Nexa Resources S.A.,15.4,9.45,1121872
ERO,Ero Copper Corp.,39.42,9.44,3650664
FCFS,"FirstCash Holdings, Inc.",225.28,9.41,609607
