changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
48939,16-Jun-2026,Index Options,174208,3,Put,27.66,1130.22659,2.35,125269,22000,NIFTY,1130.22659,RR,23622.9,801295,OPTIDXNIFTY16-06-2026PE22000,OPTIDX,39.07
41702,16-Jun-2026,Index Options,81264,3.45,Put,11.29,897.75338,3.1,39562,22200,NIFTY,897.75338,RR,23622.9,541631,OPTIDXNIFTY16-06-2026PE22200,OPTIDX,105.41
32106,16-Jun-2026,Index Options,96977,2,Put,37.93,292.67022,1.45,64871,21500,NIFTY,292.67022,RR,23622.9,304231,OPTIDXNIFTY16-06-2026PE21500,OPTIDX,49.49
20587,16-Jun-2026,Index Options,161563,34.45,Call,750.62,34791.98668,4.05,140976,24000,NIFTY,34791.98668,RR,23622.9,2950724,OPTIDXNIFTY16-06-2026CE24000,OPTIDX,14.6
19272,16-Jun-2026,Index Options,94009,1.15,Call,64.29,368.68289,0.7,74737,25000,NIFTY,368.68289,RR,23622.9,510995,OPTIDXNIFTY16-06-2026CE25000,OPTIDX,25.79
18948,16-Jun-2026,Index Options,152955,2.35,Put,95.83,268.36737,1.2,134007,21200,NIFTY,268.36737,RR,23622.9,332962,OPTIDXNIFTY16-06-2026PE21200,OPTIDX,14.14
17582,23-Jun-2026,Index Options,26432,4.6,Call,124.39,156.75331,2.05,8850,25000,NIFTY,156.75331,RR,23622.9,64481,OPTIDXNIFTY23-06-2026CE25000,OPTIDX,198.67
17344,23-Jun-2026,Index Options,18159,3.2,Call,88.24,72.51805,1.7,815,25100,NIFTY,72.51805,RR,23622.9,41017,OPTIDXNIFTY23-06-2026CE25100,OPTIDX,2128.1
17173,16-Jun-2026,Index Options,57964,2.65,Put,51.43,251.21623,1.75,40791,21800,NIFTY,251.21623,RR,23622.9,197187,OPTIDXNIFTY16-06-2026PE21800,OPTIDX,42.1
15492,16-Jun-2026,Index Options,53975,3.2,Put,23.08,563.51721,2.6,38483,22100,NIFTY,563.51721,RR,23622.9,383606,OPTIDXNIFTY16-06-2026PE22100,OPTIDX,40.26
14768,16-Jun-2026,Index Options,53076,8.45,Call,344.74,3184.22668,1.9,38308,24300,NIFTY,3184.22668,RR,23622.9,991662,OPTIDXNIFTY16-06-2026CE24300,OPTIDX,38.55
10688,23-Jun-2026,Index Options,12188,2.65,Call,82.76,43.50446,1.45,1500,25200,NIFTY,43.50446,RR,23622.9,33803,OPTIDXNIFTY23-06-2026CE25200,OPTIDX,712.53
10388,23-Jun-2026,Index Options,21131,23.15,Call,328.7,691.33355,5.4,10743,24500,NIFTY,691.33355,RR,23622.9,74848,OPTIDXNIFTY23-06-2026CE24500,OPTIDX,96.7
9877,16-Jun-2026,Index Options,29688,0.9,Call,50,86.05782,0.6,19811,25100,NIFTY,86.05782,RR,23622.9,142362,OPTIDXNIFTY16-06-2026CE25100,OPTIDX,49.86
9637,23-Jun-2026,Index Options,12354,1.6,Call,39.13,31.97339,1.15,2717,25500,NIFTY,31.97339,RR,23622.9,36169,OPTIDXNIFTY23-06-2026CE25500,OPTIDX,354.69
9369,16-Jun-2026,Index Options,15882,2,Put,66.67,44.47814,1.2,6513,21250,NIFTY,44.47814,RR,23622.9,56552,OPTIDXNIFTY16-06-2026PE21250,OPTIDX,143.85
9252,23-Jun-2026,Index Options,10895,1.15,Call,15,11.38293,1,1643,25800,NIFTY,11.38293,RR,23622.9,16215,OPTIDXNIFTY23-06-2026CE25800,OPTIDX,563.12
8428,16-Jun-2026,Index Options,12382,0.65,Call,18.18,37.25186,0.55,3954,25300,NIFTY,37.25186,RR,23622.9,79598,OPTIDXNIFTY16-06-2026CE25300,OPTIDX,213.15
8247,16-Jun-2026,Index Options,47729,1.9,Call,90,549.68686,1,39482,24700,NIFTY,549.68686,RR,23622.9,433678,OPTIDXNIFTY16-06-2026CE24700,OPTIDX,20.89
7945,16-Jun-2026,Index Options,17544,7.3,Call,317.14,1193.52776,1.75,9599,24350,NIFTY,1193.52776,RR,23622.9,421146,OPTIDXNIFTY16-06-2026CE24350,OPTIDX,82.77
7809,16-Jun-2026,Index Options,38839,5.55,Call,246.88,1874.53836,1.6,31030,24400,NIFTY,1874.53836,RR,23622.9,754949,OPTIDXNIFTY16-06-2026CE24400,OPTIDX,25.17
7448,16-Jun-2026,Index Options,28514,2.05,Put,64,68.27993,1.25,21066,21300,NIFTY,68.27993,RR,23622.9,78982,OPTIDXNIFTY16-06-2026PE21300,OPTIDX,35.36
7252,16-Jun-2026,Index Options,40250,1.6,Call,100,301.88427,0.8,32998,24800,NIFTY,301.88427,RR,23622.9,299637,OPTIDXNIFTY16-06-2026CE24800,OPTIDX,21.98
6886,16-Jun-2026,Index Options,22609,2.2,Put,37.5,132.12153,1.6,15723,21700,NIFTY,132.12153,RR,23622.9,119567,OPTIDXNIFTY16-06-2026PE21700,OPTIDX,43.8
6605,16-Jun-2026,Index Options,61807,53.65,Call,849.56,30459.47683,5.65,55202,23900,NIFTY,30459.47683,RR,23622.9,1773013,OPTIDXNIFTY16-06-2026CE23900,OPTIDX,11.97
