symbol,shortName,price,changePct,volume
FLY,Firefly Aerospace Inc.,31.87,-19.05,14472179
YSS,York Space Systems Inc.,27.69,-17.88,2916966
ASTS,"AST SpaceMobile, Inc.",82.41,-15.53,54519253
VOYG,"Voyager Technologies, Inc.",41.15,-14.04,3600022
LUNR,"Intuitive Machines, Inc.",26.62,-13.12,22059165
NAVN,"Navan, Inc.",19.93,-11.93,9287927
RDW,Redwire Corporation,15.12,-11.53,63667286
SATS,EchoStar Corporation,114.08,-10.97,49981708
RKLB,Rocket Lab Corporation,102.39,-10.79,62813214
PL,Planet Labs PBC,31.15,-8.84,19484641
MDA,MDA Space Ltd.,37.27,-8.72,1927590
SOC,Sable Offshore Corp.,10.88,-7.17,4329241
HAWK,"HawkEye 360, Inc.",23.81,-7.14,893831
AVAV,"AeroVironment, Inc.",170.58,-7.14,1045419
HIMS,"Hims & Hers Health, Inc.",26.82,-7.1,16371152
