symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
CANBK,68652,43436,25216,58.05,26656,66940.62885,17233084935,70486.7832,3546.15435,131
NIFTY,8832075,7510697,1321378,17.59,114667979,1850764.29445,175054183948809,7800658.61504,5949894.32059,23622
FINNIFTY,13290,11446,1844,16.11,21533,5423.47695,32856362224,8565.90919,3142.43224,25943
INDIGO,124480,107420,17060,15.88,274307,138916.68573,181653487648,166134.33721,27217.65148,4705
NESTLEIND,39212,34017,5195,15.27,58690,50757.32825,36479249760,55085.62585,4328.2976,1376
MOTILALOFS,12691,11227,1464,13.04,28711,25936.6949,17594058401,29956.31641,4019.62151,888
NUVAMA,6783,6033,750,12.43,8184,13994.48775,4995119090,14915.77865,921.2909,1588
RADICO,3486,3125,361,11.55,3389,3072.41134,1529456182,3340.19817,267.78682,3540
UNOMINDA,12920,11628,1292,11.11,11026,12910.94387,5205305220,13611.92607,700.9822,1057
HINDALCO,97039,87451,9588,10.96,76779,95652.95026,47762811215,103452.82241,7799.87215,1021
ONGC,104890,96125,8765,9.12,116192,50908.7115,62568832702,57824.98852,6916.27702,246
BAJAJ-AUTO,79525,73261,6264,8.55,83470,58493.6311,58168788240,65573.43851,7079.8074,10074
PIDILITIND,21907,20241,1666,8.23,32112,27216.0131,22421495830,30502.0214,3286.0083,1529
360ONE,15518,14373,1145,7.97,7724,12150.52555,3058633790,12569.96345,419.4379,1094
SBILIFE,35240,32787,2453,7.48,17610,22229.78846,9445953918,23244.35265,1014.56418,1705
PRESTIGE,19377,18083,1294,7.16,11039,11958.49179,6177498493,12578.56672,620.07493,1387
TVSMOTOR,88563,82798,5765,6.96,37479,56229.50035,16553765445,59197.9648,2968.46445,3315
ICICIGI,21103,19762,1341,6.79,21752,17535.10551,11330139564,18312.59615,777.49064,1701
LT,156870,147570,9300,6.3,283065,180091.02076,183786195363,204598.73939,24507.71863,4050
RBLBANK,31494,29692,1802,6.07,37168,70591.64888,37114317662,78676.7505,8085.10162,366
PERSISTENT,57607,54331,3276,6.03,31456,28761.54488,12947401412,31143.8965,2382.35162,4822
WAAREEENER,56158,53029,3129,5.9,35626,51255.02614,14599093405,53162.9477,1907.92155,3034
PNBHOUSING,21665,20556,1109,5.4,7920,18152.15421,3379622259,18799.8718,647.71759,990
DALBHARAT,20503,19470,1033,5.31,15399,16464.6131,6057171058,16904.75868,440.14558,1660
IOC,44876,42714,2162,5.06,42072,39690.9396,25554637192,43756.73152,4065.79192,141
MARUTI,130801,124653,6148,4.93,180473,97397.91658,112593736690,110557.73348,13159.8169,13350
BANKNIFTY,1316800,1255349,61451,4.9,3641968,790918.69403,6115104909134,1341626.32537,550707.63134,56814
POWERGRID,72934,69782,3152,4.52,50110,18862.97504,25853330761,21670.96015,2807.98511,284
BPCL,41601,39804,1797,4.51,65325,35228.57961,35736374153,41303.21864,6074.63903,302
TITAN,84456,80936,3520,4.35,90590,57617.55608,60631473759,64498.14367,6880.58759,4179
HINDPETRO,34737,33346,1391,4.17,46576,59890.78784,31367205652,66361.43436,6470.64652,389
PETRONET,27306,26265,1041,3.96,14723,15967.20157,6159514677,16944.93834,977.73677,274
DMART,39446,37949,1497,3.94,28727,22339.82116,15566818660,24475.65777,2135.8366,3998
INDIANB,25301,24368,933,3.83,11128,31535.2724,6351706560,32747.823,1212.5506,845
COCHINSHIP,16998,16378,620,3.79,8854,16864.1794,3864065584,17331.23524,467.05584,1424
DRREDDY,44686,43130,1556,3.61,16581,20111.89606,11347410637,21440.25243,1328.35637,1272
INFY,402175,388377,13798,3.55,123486,76674.72536,49446083128,85929.61664,9254.89128,1118
MFSL,29828,28814,1014,3.52,8631,14185.80612,4179363216,14718.55828,532.75216,1572
AXISBANK,170525,164746,5779,3.51,109634,118438.20325,80995816800,128532.24625,10094.043,1353
HDFCAMC,30518,29522,996,3.37,16322,36611.49927,8302548732,37769.66859,1158.16932,2459
NIFTYNXT50,1440,1394,46,3.3,531,3512.95588,590308337,3575.41426,62.45837,70007
COALINDIA,136073,131859,4214,3.2,87179,48370.19004,48878869878,53700.06132,5329.87128,444
ADANIENT,110776,107507,3269,3.04,64639,83758.14301,51667999395,94095.71956,10337.57655,2935
NAM-INDIA,15105,14681,424,2.89,5832,12069.31106,2798957756,12516.76362,447.45256,1090
SIEMENS,36508,35519,989,2.78,18355,25225.40415,9299251573,26559.83239,1334.42823,3568
HINDUNILVR,102235,99502,2733,2.75,52467,34981.14354,30796873344,38444.95698,3463.81344,2162
AMBER,59098,57539,1559,2.71,65049,65180.4636,42565329438,72844.05798,7663.59438,7459
DABUR,34506,33608,898,2.67,13015,17302.19025,5372234362,17988.34637,686.15612,426
UNITDSPR,40543,39491,1052,2.66,13373,10161.80904,5671249208,10802.54112,640.73208,1272
UPL,30020,29243,777,2.66,18764,23725.5271,13534168518,26114.20579,2388.67868,610
AUBANK,37404,36436,968,2.66,35392,61712.4245,29826202870,66501.1532,4788.7287,1017
OIL,29227,28482,745,2.62,30405,16680.78034,17022097974,19593.64008,2912.85974,419
TATACONSUM,49071,47853,1218,2.55,13356,15246.83748,6866938243,16021.41491,774.57743,1100
SWIGGY,59935,58455,1480,2.53,20882,25993.21573,4360108916,27045.47365,1052.25791,250
TECHM,63937,62361,1576,2.53,45622,48882.20742,35457174960,54293.07702,5410.8696,1433
DELHIVERY,20860,20350,510,2.51,4812,13684.40567,3156249881,14045.44073,361.03506,438
DIVISLAB,60759,59276,1483,2.5,29476,14021.93586,17582468733,15264.42319,1242.48733,6633
CROMPTON,39736,38794,942,2.43,10363,18601.47469,3135421490,19199.76084,598.28615,255
GAIL,39708,38844,864,2.22,14982,18320.70163,6344821884,19394.55347,1073.85184,170
APLAPOLLO,23586,23083,503,2.18,10761,14880.89512,5614693945,15481.92457,601.02945,1820
BANKINDIA,26238,25681,557,2.17,11409,25996.08232,6157547292,27146.24484,1150.16252,145
CHOLAFIN,40347,39495,852,2.16,34122,75198.19175,25877592375,79706.6155,4508.42375,1566
HCLTECH,157078,153773,3305,2.15,43916,28052.34342,15044992793,30545.02635,2492.68293,1110
MAXHEALTH,41050,40200,850,2.11,21261,10005.61973,9473340791,10821.30514,815.68541,1014
SAMMAANCAP,32910,32259,651,2.02,10503,19492.87008,6162987771,20940.37779,1447.50771,174
ADANIGREEN,59053,57885,1168,2.02,27937,41536.91688,21352537368,47035.21056,5498.29368,1482
ALKEM,20683,20289,394,1.94,7882,5522.66706,4713261441,5807.96897,285.30191,5298
MARICO,19058,18705,353,1.89,6000,15188.47332,4474508712,15679.96044,491.48712,817
INDHOTEL,34936,34305,631,1.84,12302,17393.8116,6660988070,18252.4923,858.6807,679
JUBLFOOD,38781,38103,678,1.78,15749,14445.5525,7122306475,15651.17975,1205.62725,419
LTF,38341,37673,668,1.77,33333,39080.1195,16856964315,42012.30015,2932.18065,275
BOSCHLTD,26237,25790,447,1.73,57650,41342.51848,52820431129,48444.57977,7102.06129,39080
GODREJCP,31824,31283,541,1.73,9822,12587.28855,3712772340,12958.01195,370.7234,1035
HAVELLS,31640,31106,534,1.72,8838,10259.9385,4231025860,10806.5971,546.6586,1155
FEDERALBNK,64364,63282,1082,1.71,38981,52406.71025,25919863375,56541.9065,4135.19625,315
BIOCON,27021,26584,437,1.64,9611,17418.37875,8592799850,18706.37725,1287.9985,417
KEI,14352,14122,230,1.63,13072,19604.60731,9796133544,20830.49276,1225.88544,5374
TATAPOWER,75543,74403,1140,1.53,43224,25039.01542,22854695216,27946.32009,2907.30466,394
POLYCAB,30356,29900,456,1.53,24182,32558.91012,25397161772,35654.02785,3095.11772,9543
MPHASIS,24897,24524,373,1.52,5651,8548.35118,2800384015,9019.52133,471.17015,2277
ABB,35699,35169,530,1.51,19794,27333.44365,13892092312,29046.55427,1713.11062,6781
KALYANKJIL,53823,53032,791,1.49,28223,21835.86268,9674104135,23897.67278,2061.8101,345
SUPREMEIND,17682,17423,259,1.49,4241,4738.91486,2133288599,4877.20086,138.28599,3500
NAUKRI,55434,54623,811,1.48,13970,19703.69604,3283072048,20188.21902,484.52298,974
APOLLOHOSP,38401,37859,542,1.43,17042,18120.34775,16530539605,20009.8063,1889.45855,8500
TIINDIA,15005,14796,209,1.41,10520,9352.47596,5669549296,10488.64892,1136.17296,3166
PHOENIXLTD,14814,14623,191,1.31,4616,6325.9602,2266058851,6594.10871,268.14851,1751
LAURUSLABS,33346,32918,428,1.3,12718,28346.67082,12516671676,30199.63759,1852.96676,1391
OFSS,32855,32447,408,1.26,19408,17204.99354,12438648714,19617.56068,2412.56714,9365
BHEL,69377,68524,853,1.24,25161,45424.06863,21321273408,49619.7996,4195.73096,377
LTM,45458,44926,532,1.18,15871,14949.14991,8035227754,16387.70245,1438.55254,3850
BRITANNIA,40257,39787,470,1.18,10264,10074.38458,5807117561,10677.4352,603.05061,5174
PNB,62832,62125,707,1.14,36657,59006.5744,25730349440,63909.2688,4902.6944,107
FORTIS,19915,19692,223,1.13,7591,9734.95146,5028127064,10439.16211,704.21064,988
NTPC,160422,158732,1690,1.06,45980,34738.6584,21760578195,37404.75285,2666.09445,354
DLF,72363,71606,757,1.06,34150,32002.8825,13625761336,34750.29336,2747.41086,587
BAJAJHLDNG,9807,9705,102,1.05,7364,3369.82035,3702603486,3522.43021,152.60986,10199
BANDHANBNK,48464,47969,495,1.03,30973,63665.8956,16838930196,67322.16756,3656.27196,205
JSWENERGY,38285,37900,385,1.02,18796,24240.91609,8449276882,25926.70366,1685.78757,559
VEDL,105085,104031,1054,1.01,72275,33959.41984,23466986434,39197.95918,5238.53934,309
CGPOWER,41340,40939,401,0.98,22721,31700.73036,14683386089,34538.13126,2837.40089,914
TMPV,157043,155675,1368,0.88,103379,50648.5008,28435059952,54736.42032,4087.91952,391
CONCOR,39156,38827,329,0.85,16574,18026.76187,7798393225,19125.81912,1099.05725,450
IEX,36060,35758,302,0.84,10647,8037.04401,4222003705,8795.72956,758.68555,121
M&M,159465,158160,1305,0.83,87487,82292.1032,45783485518,90101.07838,7808.97518,3039
PAGEIND,24867,24666,201,0.81,10330,15814.05847,4184994223,16159.4632,345.40473,38560
TATAELXSI,34396,34140,256,0.75,21730,10822.298,8907425699,11539.66749,717.36949,4075
GMRAIRPORT,39955,39659,296,0.75,17182,27780.52383,9875633195,29604.79253,1824.2687,103
ZYDUSLIFE,20501,20351,150,0.74,7138,9896.37228,6151374981,10683.43209,787.05981,1103
CIPLA,65599,65141,458,0.7,15846,11096.38306,7399566846,11942.42402,846.04096,1386
SUZLON,69604,69180,424,0.61,23527,24144.82929,9707412229,26083.25859,1938.42929,55
INDUSINDBK,77371,76908,463,0.6,29632,29523.93374,16249007558,32206.17932,2682.24558,916
LODHA,40148,39927,221,0.55,15345,13255.95134,5047951756,14348.9364,1092.98506,898
PIIND,35636,35440,196,0.55,15453,11979.3812,6860413763,12564.62383,585.24263,2846
SAIL,45654,45409,245,0.54,4697,13666.90346,2844901634,14130.9448,464.04134,183
ASIANPAINT,80605,80176,429,0.54,47951,31869.04965,29957629277,35441.44242,3572.39277,2740
AUROPHARMA,43015,42795,220,0.51,12064,11288.43787,8646216557,12452.42344,1163.98557,1468
HAL,75509,75137,372,0.5,26134,20563.41429,14992379428,22803.43357,2240.01928,4192
PREMIERENE,28854,28721,133,0.46,15110,16952.51193,7591245714,18007.05408,1054.54214,1034
LICHSGFIN,38111,37945,166,0.44,17010,23247.9224,7302365310,24522.5755,1274.6531,559
GRASIM,70952,70654,298,0.42,12457,16554.91705,8184150305,17575.4701,1020.55305,3102
ICICIPRULI,31662,31532,130,0.41,7901,10114.40177,2529957759,10454.56561,340.16384,468
ADANIENSOL,43626,43458,168,0.39,14627,39269.76369,11187170482,42124.91852,2855.15482,1484
NATIONALUM,57558,57353,205,0.36,27345,42112.41693,16138835231,45066.5505,2954.13356,376
INDUSTOWER,84837,84612,225,0.27,18076,24384.7524,10857768148,25959.58888,1574.83648,420
CUMMINSIND,34997,34906,91,0.26,10764,23897.39986,10122439030,25223.99016,1326.5903,5623
ITC,222601,222139,462,0.21,60041,29312.79498,25098486904,32071.2954,2758.50042,285
ADANIPORTS,71604,71460,144,0.2,45649,43758.15486,35115370999,48543.95485,4785.79999,1809
SONACOMS,19183,19146,37,0.19,4572,10854.54468,2302404356,11329.95199,475.40731,591
OBEROIRLTY,23531,23490,41,0.17,7920,10669.36178,3470408343,11200.56521,531.20343,1629
ICICIBANK,300426,299985,441,0.15,204856,225689.41423,169842119328,243987.82751,18298.41328,1340
JINDALSTEL,31224,31183,41,0.13,7548,12666.90075,4283502175,13296.1725,629.27175,1147
ADANIPOWER,55219,55147,72,0.13,28499,51357.30685,18297974308,55548.04493,4190.73808,222
SOLARINDS,26127,26110,17,0.07,20041,21928.20829,15076119488,24095.52817,2167.31988,17170
VBL,60627,60606,21,0.03,13394,21053.17395,6023773176,22034.80071,981.62676,521
LUPIN,27023,27015,8,0.03,11131,18826.61625,8973402765,19875.46891,1048.85265,2290
BEL,140436,140530,-94,-0.07,46796,36820.18825,24351321333,39843.06284,3022.87458,407
WIPRO,230085,230520,-435,-0.19,67114,48483.0255,33161704920,52489.3497,4006.3242,180
HYUNDAI,35983,36054,-71,-0.2,21772,31079.04582,8731131268,32621.81851,1542.77268,1990
MANKIND,22200,22253,-53,-0.24,8189,8544.81119,3397733222,8877.33341,332.52222,2379
NMDC,79645,79926,-281,-0.35,19915,17841.08092,10810220512,19826.40105,1985.32012,90
