symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
AAL,"American Airlines Group, Inc.",14.98,0.33,2.25,152888435,67751393,9907549184
INTC,Intel Corporation,124.57,7.61,6.51,148537475,127943565,626088804352
NOK,Nokia Corporation Sponsored,14.8,0.71,5.04,110847554,103085769,82621505536
NVDA,NVIDIA Corporation,205.19,0.32,0.16,105436612,166129995,4969906831360
SMCI,"Super Micro Computer, Inc.",30.46,-1.51,-4.72,84191483,48807865,18319206400
RKLB,Rocket Lab Corporation,102.39,-12.39,-10.79,62813214,25863777,63975190528
RDW,Redwire Corporation,15.12,-1.97,-11.53,63667286,36184168,3007651072
TSLA,"Tesla, Inc.",406.43,7.28,1.82,62460127,58880998,1526438821888
KEEL,Keel Infrastructure Corp.,5.59,0.07,1.27,54205917,38949955,3375402496
ONDS,Ondas Inc,9.33,-0.5,-5.09,54155036,70932509,4825452544
ASTS,"AST SpaceMobile, Inc.",82.41,-15.15,-15.53,54519253,19582736,31985348608
SATS,EchoStar Corporation,114.08,-14.05,-10.97,49981708,7132188,33061924864
SOFI,"SoFi Technologies, Inc.",16.58,-0.09,-0.54,49407939,67938761,21267849216
PLUG,"Plug Power, Inc.",2.76,-0.07,-2.47,49253991,76506107,3850390528
IREN,IREN LIMITED,59.77,3.06,5.4,44572843,43896984,21360525312
AMZN,"Amazon.com, Inc.",238.55,-2.96,-1.23,51013469,44435480,2566108479488
GRAB,Grab Holdings Limited,3.3,-0.05,-1.49,48607075,51183639,13496998912
PATH,"UiPath, Inc.",10.55,-0.1,-0.94,40736612,32422541,5466168832
MARA,"MARA Holdings, Inc.",14.08,0.47,3.45,41137430,44602406,5368288768
MRVL,"Marvell Technology, Inc.",279.7,-1.01,-0.36,40789302,34494496,244681572352
MU,"Micron Technology, Inc.",981.61,-14.26,-1.43,40309461,51165353,1106994921472
AAPL,Apple Inc.,291.13,-4.5,-1.52,37905580,46664052,4275929874432
AUR,"Aurora Innovation, Inc.",6.13,0.16,2.68,37819228,26295938,12022174720
LYG,Lloyds Banking Group Plc,5.5,0.08,1.48,36301679,22123128,80077602816
CRWV,"CoreWeave, Inc.",100.55,4.81,5.02,35926473,28894126,54857101312
