symbol,shortName,price,changePct,volume
BRKR,Bruker Corporation,50.3,-21.79,8819977
CTRI,"Centuri Holdings, Inc.",21.88,-21.46,7707378
APTV,Aptiv PLC,47.72,-16.62,16229916
CIFR,Cipher Digital Inc.,20.38,-15.65,58994705
NRG,"NRG Energy, Inc.",117.04,-15.48,13567768
ULS,UL Solutions Inc.,78.34,-13.96,4078239
KNF,Knife Riv Holding Co.,69.51,-11.83,3213639
STRL,"Sterling Infrastructure, Inc.",541.62,-11.42,2112716
ICHR,Ichor Holdings,71.27,-11.17,2467479
IOND,Ionic Digital Inc.,61.44,-11.01,2066374
HUT,Hut 8 Corp.,101.16,-9.74,6660665
CMG,"Chipotle Mexican Grill, Inc.",33.82,-9.72,48013338
VVX,"V2X, Inc.",78.76,-8.82,1198755
CBT,Cabot Corporation,81.96,-8.51,1347908
VST,Vistra Corp.,143.23,-8.15,9928378
