symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
PLTR,Palantir Technologies Inc.,162.66,37.01,29.45,172005673,40856136,389946769408
SPCX,Space Exploration Technologies ,125.33,10.8,9.43,113631645,111501291,1651120930816
GRAB,Grab Holdings Limited,3.72,0.05,1.36,102074733,49492575,15214799872
NVDA,NVIDIA Corporation,211.94,5.3,2.56,130429698,153236488,5133398704128
INTC,Intel Corporation,100.86,9.86,10.84,117064891,129428093,508737814528
NOK,Nokia Corporation Sponsored,9.92,0.56,5.98,97709802,109910196,55378739200
SNAP,Snap Inc.,5.79,0.75,14.88,88440851,41730447,9594961920
ONDS,Ondas Inc,8.86,0.49,5.85,72038072,86285009,5048769536
AMZN,"Amazon.com, Inc.",277.42,-6.6,-2.32,69522809,49461304,2992339156992
PATH,"UiPath, Inc.",14.1,1.05,8.05,57978435,59504378,7305495552
CIFR,Cipher Digital Inc.,20.38,-3.78,-15.65,58994705,26553947,8336421888
AAL,"American Airlines Group, Inc.",16.56,0.52,3.24,61070615,111091626,10962221056
SOFI,"SoFi Technologies, Inc.",18.7,0.67,3.72,59827284,79436631,24128843776
EA,Electronic Arts Inc.,209.7,-0.21,-0.1,48430629,2251229,52582584320
SMCI,"Super Micro Computer, Inc.",31.69,3.05,10.65,52445555,55553665,20499406848
CMG,"Chipotle Mexican Grill, Inc.",33.82,-3.64,-9.72,48013338,19165016,42796437504
PFE,"Pfizer, Inc.",25.41,0.38,1.52,61323473,41622052,144822878208
F,Ford Motor Company,14.24,-0.19,-1.32,52614692,64699924,56783364096
AAPL,Apple Inc.,309.38,5.96,1.96,67778746,56631477,4515147284480
PLUG,"Plug Power, Inc.",2.16,0.08,3.85,47400557,66121781,3013349376
NVO,Novo Nordisk A/S,44.28,-2.81,-5.97,45688713,12420198,195801530368
OPEN,Opendoor Technologies Inc,4.12,0.18,4.57,53757729,56263567,3974714880
NU,Nu Holdings Ltd.,14.33,-0.11,-0.76,46347569,75120232,69220843520
T,AT&T Inc.,23.38,-0.21,-0.89,55149364,63083196,160208781312
AMC,"AMC Entertainment Holdings, Inc",2.68,-0.17,-5.96,40359776,44684165,2392180480
