symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
LICI,99848,28559,71289,249.62,209262,361549.90424,81952745532,376350.00956,14800.10532,391
PIDILITIND,36788,23003,13785,59.93,94206,93867.92555,69963887065,105871.7962,12003.87065,1620
UPL,47834,35249,12585,35.7,88475,79794.35719,65470477538,91000.82507,11206.46788,581
IREDA,35492,26166,9326,35.64,30503,48750.11012,11911723894,51116.73806,2366.62794,120
KEI,24166,19087,5079,26.61,198540,164133.31518,175330569382,205094.28401,40960.96882,5500
DABUR,54479,45104,9375,20.79,61913,41362.97587,28633391525,45366.20362,4003.22775,409
PNBHOUSING,22782,19295,3487,18.07,36098,47224.69908,21453815129,53306.55037,6081.85129,1080
CAMS,19982,17032,2950,17.32,67097,30414.66656,43582634163,39853.3707,9438.70413,809
HDFCLIFE,91356,78282,13074,16.7,58699,67252.69595,28863227250,71446.58345,4193.8875,535
NAM-INDIA,15396,13280,2116,15.93,10753,17219.61781,6295668400,18427.05181,1207.434,1202
BLUESTARCO,14070,12168,1902,15.63,9553,19211.28319,3424102620,19997.13439,785.8512,1685
GODREJPROP,39857,34496,5361,15.54,64059,59202.65253,37834997772,67754.11025,8551.45772,2033
GODFRYPHLP,16595,14371,2224,15.48,62144,36571.53582,37476476713,45937.34046,9365.80463,2336
NESTLEIND,37398,32917,4481,13.61,65269,84642.77925,41030513100,91326.96025,6684.181,1520
BSE,101319,89756,11563,12.88,114713,87507.2693,77574674850,106990.8178,19483.5485,3618
CUMMINSIND,31688,28074,3614,12.87,21471,50480.29064,19308729116,54615.5818,4135.29116,5550
NYKAA,20527,18239,2288,12.54,10971,26245.42125,9309314781,28454.66281,2209.24156,342
COLPAL,37089,32962,4127,12.52,22353,16079.89735,11384376542,17345.75777,1265.86042,2010
FORTIS,23922,21364,2558,11.97,10583,17960.68917,6251026968,18895.50385,934.81468,932
AMBER,32168,28866,3302,11.44,29342,22655.59233,19775797694,26879.66927,4224.07694,7395
MARICO,25693,23126,2567,11.1,44402,77712.10332,39725580372,84645.46704,6933.36372,875
FINNIFTY,7925,7149,776,10.85,12531,1995.29788,20017249974,3627.28762,1631.98974,26844
ICICIPRULI,27665,25019,2646,10.58,10514,18656.28929,3186314718,19181.87022,525.58093,513
GRASIM,60669,54939,5730,10.43,23211,22184.5754,16300363935,25083.56475,2898.98935,3138
ABB,41202,37682,3520,9.34,123992,69660.62707,116989180951,93577.56158,23916.93451,7700
HEROMOTOCO,55755,51109,4646,9.09,80427,71218.93381,61207129876,83646.93258,12427.99876,5548
UNOMINDA,14902,13683,1219,8.91,29946,32461.80201,17483201565,36372.18766,3910.38565,1227
MOTHERSON,33442,30774,2668,8.67,21220,38329.2274,16694311407,42019.51522,3690.28782,151
KFINTECH,15939,14732,1207,8.19,9386,11300.57597,4120432083,12321.5968,1021.02083,948
SIEMENS,35026,32406,2620,8.08,65956,40953.2159,43740631728,54459.30819,13506.09228,4000
HINDZINC,47316,43987,3329,7.57,53678,29349.64809,34837464487,36440.51796,7090.86987,562
PAYTM,67454,62844,4610,7.34,86581,156161.89033,75984278928,177379.60961,21217.71928,1400
POLYCAB,36845,34412,2433,7.07,45444,42481.04235,49470462602,51514.29337,9033.25102,9176
MANAPPURAM,28213,26384,1829,6.93,12690,36686.9859,10327556250,39809.3484,3122.3625,356
HDFCAMC,34307,32091,2216,6.91,11111,27103.12455,6050505423,28111.87878,1008.75423,2556
MFSL,30271,28323,1948,6.88,9000,19432.1048,3644795020,20257.975,825.8702,1519
MANKIND,25858,24216,1642,6.78,7010,6448.92655,3763021317,7057.98972,609.06317,2438
KALYANKJIL,50782,47561,3221,6.77,82201,79877.73258,60966545251,104717.24509,24839.51251,591
360ONE,13158,12325,833,6.76,8655,10569.10985,4179120140,11674.51125,1105.4014,1155
HAVELLS,27320,25604,1716,6.7,14697,17791.0125,7882670460,19280.9171,1489.9046,1295
AUROPHARMA,29196,27415,1781,6.5,14107,31105.75209,9355007530,33119.98739,2014.2353,1585
VMM,13950,13116,834,6.36,5775,8318.66228,2394314632,8970.28985,651.62757,111
ANGELONE,24515,23076,1439,6.24,9399,15366.1755,5828304675,16794.59725,1428.42175,300
BANKNIFTY,941466,888356,53110,5.98,1536422,299759.59204,2648682289875,525224.9108,225465.31875,57907
PFC,64185,60772,3413,5.62,14175,37678.61851,4096168830,38450.02681,771.4083,420
MCX,74145,70215,3930,5.6,57358,43794.1626,31596719181,51982.84192,8188.67931,2680
OBEROIRLTY,21951,20814,1137,5.46,7268,12160.23364,3487872195,12845.8456,685.61195,1778
GODREJCP,27658,26230,1428,5.44,6080,12712.8311,2021698795,13123.91905,411.08795,1058
MAXHEALTH,26432,25072,1360,5.42,7042,9063.72936,3213767208,9668.37894,604.64958,1077
MIDCPNIFTY,84923,80566,4357,5.41,102109,30020.09064,180334140867,45343.07931,15322.98867,14871
SBILIFE,25970,24657,1313,5.33,14749,29941.59097,7602873821,31326.35418,1384.76321,1899
SUPREMEIND,21249,20180,1069,5.3,8526,5472.95267,4861899400,6404.27168,931.319,3501
DRREDDY,52029,49416,2613,5.29,19356,31758.90062,11138403162,33401.80725,1642.90662,1172
HDFCBANK,819880,779593,40287,5.17,240956,171100.59226,103791466844,185352.1007,14251.50844,742
ONGC,60288,57327,2961,5.17,27759,16192.92307,13873565025,18375.96082,2183.03775,242
BHARTIARTL,156631,149025,7606,5.1,57727,40807.3269,50832716897,47533.26087,6725.93397,1970
