symbol,shortName,price,changePct,volume
W,Wayfair Inc.,116.08,29.97,13523585
PLTR,Palantir Technologies Inc.,162.66,29.45,172005673
PAY,"Paymentus Holdings, Inc.",44.6,29.2,4597086
ZBRA,Zebra Technologies Corporation,368.83,26.47,2600505
UFPT,"UFP Technologies, Inc.",334.84,25.16,635842
IT,"Gartner, Inc.",185.79,22.61,3353039
AEHR,Aehr Test Systems,109.89,19.82,3434172
AAOI,"Applied Optoelectronics, Inc.",131.63,19.44,20335284
PLPC,Preformed Line Products Company,423.6,18.27,122811
TDW,Tidewater Inc.,84.19,17.78,1812643
WIX,Wix.com Ltd.,66.78,17.49,3516917
ARM,Arm Holdings plc,280.56,17.36,9577670
EWTX,"Edgewise Therapeutics, Inc.",44.705,16.48,4181724
FN,Fabrinet,531.03,16.47,1454330
DORM,"Dorman Products, Inc.",147.8,15.76,1767819
