symbol,shortName,price,changePct,volume
RGC,Regencell Bioscience Holdings L,8.56,-22.74,468670
CBRS,Cerebras Systems Inc.,182.26,-19.61,20532462
NVTS,Navitas Semiconductor Corporati,18.32,-14.39,33913591
CHRN,ChronoScale Corporation,22.13,-14.29,383735
NG,Novagold Resources Inc.,6.2,-14.13,5357259
YSS,York Space Systems Inc.,24.54,-14.08,1619464
MAAS,Maase Inc.,18.26,-14.03,188361
INFQ,"Infleqtion, Inc.",14.1,-11.65,22132727
SYRE,"Spyre Therapeutics, Inc.",86.24,-11.14,4035157
RKLB,Rocket Lab Corporation,85.41,-10.21,26001529
AXTI,AXT Inc,70.14,-9.97,13778054
ONDS,Ondas Inc,7.68,-9.96,72026119
OUST,"Ouster, Inc.",40.71,-9.85,5179453
HAWK,"HawkEye 360, Inc.",20.87,-9.73,892149
ALM,Almonty Industries Inc.,16.46,-9.51,4416195
