symbol,shortName,price,changePct,volume
KBH,KB Home,61.51,16.65,4563274
DFTX,"Definium Therapeutics, Inc.",42.13,16.45,12455589
FOUR,"Shift4 Payments, Inc.",44.22,14.35,2606142
MANE,"Veradermics, Incorporated",117.29,13.21,1039822
RUN,Sunrun Inc.,14.42,12.57,52595763
ADPT,Adaptive Biotechnologies Corpor,19.34,12.25,5271244
BLDR,"Builders FirstSource, Inc.",85.41,11.31,3494855
MMYT,MakeMyTrip Limited,51.68,10.97,2901809
ICLR,ICON plc,158.17,10.86,2406383
NTRA,"Natera, Inc.",259.97,10.74,2938702
FND,"Floor & Decor Holdings, Inc.",56.94,10.65,2865950
RH,RH,156.54,10.44,1113130
FBIN,"Fortune Brands Innovations, Inc",44.65,9.84,3471636
MHK,"Mohawk Industries, Inc.",119.09,9.6,1144568
RGEN,Repligen Corporation,138.4,9.52,1372856
