symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
RAMCOSYS,EQ,673.8,112.3,  20.00,20,673.8,562,682.35,342.1,97.76201,630.281454671
VOGL,BE,34.95,1.66,   4.99,5,34.95,32.16,38,30.42,570.22809,191.311524195
VISL,BE,29.41,1.4,   5.00,5,29.41,27,29.41,19.06,595.19702,171.952419078
MON100,EQ,336.3,2.8,   0.84,20,336.3,333.5,342.55,179.11,9.15832,30.791187672000003
UFBL,EQ,728.15,34.65,   5.00,5,728.15,676.35,728.15,172.34,3.69127,26.607043287
SIGMAADV,BE,607.75,28.9,   4.99,5,607.75,590.45,607.75,81.61,2.23169,13.503063513999999
VENUSREM,BE,1856.5,88.4,   5.00,5,1856.5,1770.1,1943.8,416,0.62786,11.599964644
INDOTECH,BE,2905.3,138.3,   5.00,5,2905.3,2736.3,2977.6,1100,0.33419,9.605155304
CCCL,EQ,18.94,3.1,  19.57,20,19,15.82,28.87,12.76,41.29522,7.523989084
HEXAGON,BE,54.76,2.6,   4.98,5,54.76,50.67,55.44,48.1,12.75507,6.803554338
MONQ50,EQ,146.16,1.62,   1.12,20,146.16,145,147.03,71.26,4.21624,6.15992664
PRIZOR,ST,930,35.5,   3.97,5,939.2,896.8,939.2,183.5,0.46,4.29111
RMDRIP,EQ,19.3,-0.17,  -0.87,5,20.44,18.66,72.22,14.81,15.64629,3.127693371
BTTL,EQ,42.79,7.13,  19.99,20,42.79,37.05,42.79,30,5.71562,2.382841978
EMPOWER,BE,2.19,0.1,   4.78,5,2.19,2.1,2.82,1.3,102.0736,2.21499712
FAZE3Q,EQ,619.1,29.45,   4.99,5,619.1,586.35,747.95,322.1,0.35511,2.170822941
EMAPARTNER,SM,89.95,10.45,  13.14,20,95.4,83.15,112,65.25,2.29,2.094892
TAC,SM,397.9,17.35,   4.56,5,399.55,377.6,899.65,347.4,0.512,2.0116992
MAFANG,EQ,190.9,-4.68,  -2.39,20,190.9,190.9,208.38,132.03,0.94889,1.8114310100000002
ZIMLAB,BE,127.87,6.08,   4.99,5,127.87,122.2,129.3,59.31,1.35871,1.7242029899999998
AIROLAM,EQ,102.58,17.09,  19.99,20,102.58,85.21,126.59,78,1.44586,1.452510956
PATILAUTOM,ST,199.5,9.5,   5.00,5,199.5,190.5,268.9,112.05,0.552,1.097928
MAHKTECH,EQ,22.12,-0.2,  -0.90,20,22.12,22.12,35.59,20.51,4.66919,1.0328248279999999
VIGOR,ST,106.3,5.05,   4.99,5,106.3,99,106.3,44.75,0.944,0.9877072
VIPULLTD,EQ,12.37,1.12,   9.96,10,12.37,11.4,13.69,7.38,8.03841,0.985509066
SLONE,SM,176,24.8,  16.40,20,181.4,163.4,371.45,110,0.44,0.778492
BHADORA,SM,89,8.05,   9.94,10,89,80.35,128.85,49.5,0.876,0.7694784
DYNAMIC,ST,176,7.3,   4.33,5,177.1,169.9,177.1,84.7,0.44,0.762432
ACSTECH,EQ,42.7,2.03,   4.99,5,42.7,42.7,42.7,31.71,1.73837,0.74228399
ONDOOR,ST,203.95,8.75,   4.48,5,204.95,194,209.2,100,0.333,0.6672654
DIVYADHAN,ST,46.05,2.15,   4.90,5,46.05,42,62.4,18.25,1.36,0.615264
FILATFASH,BE,0.19,0,   0.00,5,0.2,0.19,0.74,0.14,311.44463,0.5917447969999999
CPS,SM,1060.6,50.5,   5.00,5,1060.6,1010,1349.25,660,0.0525,0.541065
MASPTOP50,EQ,77.8,-0.47,  -0.60,20,77.8,77.8,82.78,52.9,0.58603,0.45593134
GREENLEAF,ST,82,0.65,   0.80,5,85.4,82,185.9,52.5,0.53,0.452037
MOBILISE,ST,97,1.7,   1.78,5,100.05,95,125.9,45,0.464,0.4459504
MARC,ST,92.4,3.75,   4.23,5,93.05,90.4,94,40.75,0.48,0.445008
MRIL,ST,68.25,3.25,   5.00,5,68.25,64.9,82,29.05,0.656,0.4408976
SAIFL,SM,5.95,0.1,   1.71,5,6.1,5.7,32.75,4.9,6.96,0.416208
PATINTLOG,BE,15.2,0.72,   4.97,5,15.2,15,18.51,8.01,2.73883,0.416028277
VIJIFIN,BE,5.2,0.24,   4.84,5,5.2,4.98,5.2,2,7.37141,0.379627615
GANESHIN,ST,101.05,4.8,   4.99,5,101.05,97,279.8,66.4,0.344,0.343828
HITECHGEAR,BE,611.1,29.1,   5.00,5,611.1,580,897.45,521.25,0.05626,0.340018562
DHARAN,BZ,0.17,0.01,   6.25,5,0.17,0.16,0.61,0.11,197.42788,0.315884608
MUNISH,ST,72.3,3.4,   4.93,5,72.3,70,143,50.2,0.432,0.3046896
EPWINDIA,ST,182.25,8.65,   4.98,5,182.25,182,182.25,98,0.132,0.240504
FROG,ST,160.1,7.6,   4.98,5,160.1,149.75,277,123.5,0.128,0.2001792
PRANIK,SM,55.3,9.2,  19.96,20,55.3,47.8,91,37,0.352,0.1897984
BIKEWO,ST,33.15,1.55,   4.91,5,33.15,30.75,35,13.65,0.56,0.18424
KOTYARK,BE,43.3,2.05,   4.97,5,43.3,43.25,43.3,17.38,0.36112,0.156328848
FMNL,BE,11.17,0.47,   4.39,5,11.23,10.35,19.1,6.74,1.33344,0.146545056
AURIGROW,EQ,0.33,0.01,   3.13,5,0.33,0.32,1,0.2,45.58882,0.145884224
UCL,ST,177.45,8.45,   5.00,5,177.45,160.6,177.45,38,0.08,0.138096
ROXHITECH,ST,35.55,1.65,   4.87,5,35.55,32.55,55,22.95,0.384,0.1346304
SONUINFRA,SM,53.4,2.5,   4.91,5,53.4,53.4,139.4,38,0.24,0.12816
ACCORD,ST,126.95,6,   4.96,5,126.95,126.95,126.95,19.85,0.1,0.12695
ITALIANE,SM,35.2,3.2,  10.00,10,35.2,32,49,24.05,0.36,0.125064
ESCONET,ST,123.4,5.85,   4.98,5,123.4,117.55,280,91.25,0.096,0.1173312
DCMNVL,BE,152.79,7.27,   5.00,5,152.79,144.01,203.8,95.6,0.07461,0.11293715700000001
DUGLOBAL,ST,36.35,1.7,   4.91,5,36.35,34.45,50,26.5,0.3,0.10632
BAFNAPH,BE,185.41,8.82,   4.99,5,185.41,185.41,213.36,73.01,0.04324,0.080171284
GTECJAINX,BE,27.95,1.33,   5.00,5,27.95,25.51,38.35,15.54,0.25892,0.071203
GRADIENTE,EQ,2.83,0.13,   4.81,5,2.83,2.83,9.4,2.08,2.36844,0.067026852
