symbol,shortName,price,changePct,volume
VKTX,"Viking Therapeutics, Inc.",40.85,35.67,40950705
BFLY,"Butterfly Network, Inc.",9.93,21.99,19698328
VICR,Vicor Corporation,268.34,19.85,1969061
SGRY,"Surgery Partners, Inc.",15.8,15.67,8108997
INOD,Innodata Inc.,69.97,14.61,5332159
TNGX,"Tango Therapeutics, Inc.",25.53,14.33,6966340
BLLN,"BillionToOne, Inc.",116.07,11.76,1119655
HYMC,Hycroft Mining Holding Corporat,22.69,10.52,2532872
IBRX,"ImmunityBio, Inc.",9.29,9.94,21031301
TTAN,"ServiceTitan, Inc.",61.56,8.9,5035270
RMBS,"Rambus, Inc.",105.24,8.54,4741903
SRAD,Sportradar Group AG,13.6,8.45,6419786
TRLV,Trulieve Cannabis Corp. Subordi,12.47,8.43,3248051
DKS,Dick's Sporting Goods Inc,133.94,8.34,4679902
MPWR,"Monolithic Power Systems, Inc.",1380.62,8.06,1451586
