changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
-140158,22-Sep-2026,Index Options,107224,70.75,Put,53.3,691982.82023,46.15,247382,23400,NIFTY,691982.82023,SR,23329,19335070,OPTIDXNIFTY22-09-2026PE23400,OPTIDX,-56.66
-58603,22-Sep-2026,Index Options,39207,120.6,Put,83.42,430402.63052,65.75,97810,23450,NIFTY,430402.63052,SR,23329,8949289,OPTIDXNIFTY22-09-2026PE23450,OPTIDX,-59.92
-55989,22-Sep-2026,Index Options,21743,170.85,Put,82.63,372803.71726,93.55,77732,23500,NIFTY,372803.71726,SR,23329,5145740,OPTIDXNIFTY22-09-2026PE23500,OPTIDX,-72.03
-50748,29-Sep-2026,Stock Futures,438410,742.85,-,0.24,369448.9266,741.05,489158,0,HDFCBANK,369448.9266,SR,738.6,76334,FUTSTKHDFCBANK29-09-2026XX0,FUTSTK,-10.37
-14770,29-Sep-2026,Stock Futures,80315,185.69,-,1.09,103516.80735,183.69,95085,0,TATASTEEL,103516.80735,SR,184.97,20429,FUTSTKTATASTEEL29-09-2026XX0,FUTSTK,-15.53
-12763,22-Sep-2026,Index Options,5802,270.5,Put,61.11,110872.9585,167.9,18565,23600,NIFTY,110872.9585,SR,23329,880699,OPTIDXNIFTY22-09-2026PE23600,OPTIDX,-68.75
-8158,29-Sep-2026,Stock Futures,30923,2196.9,-,0.24,76881.94388,2191.7,39081,0,APLAPOLLO,76881.94388,SR,2195,10058,FUTSTKAPLAPOLLO29-09-2026XX0,FUTSTK,-20.87
-7780,29-Sep-2026,Stock Futures,45024,382.35,-,1.26,64857.42675,377.6,52804,0,INDUSTOWER,64857.42675,SR,382.1,10105,FUTSTKINDUSTOWER29-09-2026XX0,FUTSTK,-14.73
-7007,22-Sep-2026,Index Options,6176,220.5,Put,72,112234.12857,128.2,13183,23550,NIFTY,112234.12857,SR,23329,1167227,OPTIDXNIFTY22-09-2026PE23550,OPTIDX,-53.15
-6980,29-Sep-2026,Stock Futures,62208,165.91,-,1.04,52570.9872,164.21,69188,0,WIPRO,52570.9872,SR,166,10632,FUTSTKWIPRO29-09-2026XX0,FUTSTK,-10.09
-4438,29-Sep-2026,Stock Futures,35188,1309,-,0.31,45947.54394,1304.9,39626,0,ADANIGREEN,45947.54394,SR,1304,5861,FUTSTKADANIGREEN29-09-2026XX0,FUTSTK,-11.2
-4122,29-Sep-2026,Stock Futures,55747,3237,-,2.47,67462.45912,3158.9,59869,0,BSE,67462.45912,SR,3235,10451,FUTSTKBSE29-09-2026XX0,FUTSTK,-6.89
-3973,29-Sep-2026,Stock Futures,75908,231.2,-,0.08,41849.85867,231.01,79881,0,JIOFIN,41849.85867,SR,230.7,7685,FUTSTKJIOFIN29-09-2026XX0,FUTSTK,-4.97
-3777,29-Sep-2026,Stock Futures,34710,86,-,0.27,44694.1845,85.77,38487,0,IDFCFIRSTB,44694.1845,SR,85.37,5636,FUTSTKIDFCFIRSTB29-09-2026XX0,FUTSTK,-9.81
-3504,29-Sep-2026,Stock Futures,44118,2997.7,-,0.57,56876.21515,2980.7,47622,0,ADANIENT,56876.21515,SR,2997,6141,FUTSTKADANIENT29-09-2026XX0,FUTSTK,-7.36
-3052,29-Sep-2026,Stock Options,26016,15.95,Call,5.63,2268.69552,15.1,29068,730,HDFCBANK,2268.69552,SR,738.6,19488,OPTSTKHDFCBANK29-09-2026CE730,OPTSTK,-10.5
-3013,22-Sep-2026,Index Options,8337,672.65,Put,20.52,5461.73342,558.1,11350,24000,NIFTY,5461.73342,SR,23329,13288,OPTIDXNIFTY22-09-2026PE24000,OPTIDX,-26.55
-2978,29-Sep-2026,Stock Futures,54685,1275.3,-,0.06,34787.29416,1274.5,57663,0,JSWSTEEL,34787.29416,SR,1267,4053,FUTSTKJSWSTEEL29-09-2026XX0,FUTSTK,-5.16
-2689,29-Sep-2026,Stock Futures,37492,562.2,-,0.15,26979.54611,561.35,40181,0,HDFCLIFE,26979.54611,SR,559.2,4357,FUTSTKHDFCLIFE29-09-2026XX0,FUTSTK,-6.69
-2668,29-Sep-2026,Index Options,43740,1053.7,Put,8.26,6168.56776,973.3,46408,57500,BANKNIFTY,6168.56776,SR,56215.55,19649,OPTIDXBANKNIFTY29-09-2026PE57500,OPTIDX,-5.75
-2353,29-Sep-2026,Index Options,21001,623.35,Put,3.09,9502.32465,604.65,23354,57000,BANKNIFTY,9502.32465,SR,56215.55,48321,OPTIDXBANKNIFTY29-09-2026PE57000,OPTIDX,-10.08
-2343,22-Sep-2026,Index Options,6621,370.4,Put,41.86,19334.43913,261.1,8964,23700,NIFTY,19334.43913,SR,23329,99706,OPTIDXNIFTY22-09-2026PE23700,OPTIDX,-26.14
-2340,29-Sep-2026,Stock Options,19548,23.9,Call,4.37,1695.79228,22.9,21888,720,HDFCBANK,1695.79228,SR,738.6,9992,OPTSTKHDFCBANK29-09-2026CE720,OPTSTK,-10.69
-2182,29-Sep-2026,Stock Futures,22705,2463.1,-,0.53,23104.03095,2450,24887,0,ASIANPAINT,23104.03095,SR,2448.5,3753,FUTSTKASIANPAINT29-09-2026XX0,FUTSTK,-8.77
-2164,29-Sep-2026,Stock Options,5328,81.5,Call,59.96,5276.46546,50.95,7492,3200,BSE,5276.46546,SR,3235,33681,OPTSTKBSE29-09-2026CE3200,OPTSTK,-28.88
