changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
35777,27-Oct-2026,Stock Futures,163870,746.3,-,0.26,213970.31825,744.4,128093,0,HDFCBANK,213970.31825,RR,738.6,43994,FUTSTKHDFCBANK27-10-2026XX0,FUTSTK,27.93
34240,29-Sep-2026,Index Options,94024,123.95,Put,3.59,49185.79972,119.65,59784,23400,NIFTY,49185.79972,RR,23329,569122,OPTIDXNIFTY29-09-2026PE23400,OPTIDX,57.27
17288,29-Sep-2026,Index Options,29625,102.85,Put,1.73,20626.40898,101.1,12337,23350,NIFTY,20626.40898,RR,23329,273914,OPTIDXNIFTY29-09-2026PE23350,OPTIDX,140.13
16347,27-Oct-2026,Stock Futures,30699,186.7,-,1.09,91536.489,184.68,14352,0,TATASTEEL,91536.489,RR,184.97,17973,FUTSTKTATASTEEL27-10-2026XX0,FUTSTK,113.9
15434,29-Sep-2026,Index Options,91452,173.25,Put,4.65,32566.52685,165.55,76018,23500,NIFTY,32566.52685,RR,23329,276046,OPTIDXNIFTY29-09-2026PE23500,OPTIDX,20.3
13838,27-Oct-2026,Index Options,49990,286.05,Put,1.72,7871.95351,281.2,36152,23500,NIFTY,7871.95351,RR,23329,40458,OPTIDXNIFTY27-10-2026PE23500,OPTIDX,38.28
8387,27-Oct-2026,Stock Futures,9177,2203,-,0.09,67834.6207,2201,790,0,APLAPOLLO,67834.6207,RR,2195,8830,FUTSTKAPLAPOLLO27-10-2026XX0,FUTSTK,1061.65
8230,27-Oct-2026,Index Options,25535,1461,Put,3.43,4961.936,1412.5,17305,58000,BANKNIFTY,4961.936,RR,56215.55,11487,OPTIDXBANKNIFTY27-10-2026PE58000,OPTIDX,47.56
7682,27-Oct-2026,Stock Futures,11778,384.65,-,1.28,52791.613,379.8,4096,0,INDUSTOWER,52791.613,RR,382.1,8185,FUTSTKINDUSTOWER27-10-2026XX0,FUTSTK,187.55
4824,27-Oct-2026,Stock Futures,6090,1315,-,0.28,39619.93608,1311.3,1266,0,ADANIGREEN,39619.93608,RR,1304,5028,FUTSTKADANIGREEN27-10-2026XX0,FUTSTK,381.04
4124,27-Oct-2026,Stock Futures,21266,165.09,-,0.97,29136.78,163.5,17142,0,WIPRO,29136.78,RR,166,5925,FUTSTKWIPRO27-10-2026XX0,FUTSTK,24.06
4087,27-Oct-2026,Stock Futures,8471,86.51,-,0.32,35275.49156,86.23,4384,0,IDFCFIRSTB,35275.49156,RR,85.37,4425,FUTSTKIDFCFIRSTB27-10-2026XX0,FUTSTK,93.23
3623,27-Oct-2026,Stock Futures,13361,14.38,-,3.01,52810.81902,13.96,9738,0,IDEA,52810.81902,RR,14.27,5196,FUTSTKIDEA27-10-2026XX0,FUTSTK,37.2
3519,29-Sep-2026,Index Options,88335,595.55,Put,6.11,10655.5817,561.25,84816,24000,NIFTY,10655.5817,RR,23329,26459,OPTIDXNIFTY29-09-2026PE24000,OPTIDX,4.15
3089,27-Oct-2026,Index Options,9251,690.25,Put,4.31,2655.09193,661.75,6162,56500,BANKNIFTY,2655.09193,RR,56215.55,12332,OPTIDXBANKNIFTY27-10-2026PE56500,OPTIDX,50.13
2994,27-Oct-2026,Stock Futures,6542,406.2,-,1.45,28566.58882,400.4,3548,0,PATANJALI,28566.58882,RR,404,6498,FUTSTKPATANJALI27-10-2026XX0,FUTSTK,84.39
2960,23-Nov-2026,Stock Futures,15364,750.4,-,0.29,19883.71255,748.2,12404,0,HDFCBANK,19883.71255,RR,738.6,4063,FUTSTKHDFCBANK23-11-2026XX0,FUTSTK,23.86
2472,27-Oct-2026,Stock Futures,6371,3010,-,0.46,28143.7098,2996.1,3899,0,ADANIENT,28143.7098,RR,2997,3023,FUTSTKADANIENT27-10-2026XX0,FUTSTK,63.4
2359,27-Oct-2026,Stock Futures,9454,1206.7,-,0.79,22702.52887,1197.2,7095,0,DRREDDY,22702.52887,RR,1211,3009,FUTSTKDRREDDY27-10-2026XX0,FUTSTK,33.25
2331,27-Oct-2026,Stock Futures,9291,432.1,-,0.76,17001.50229,428.85,6960,0,VBL,17001.50229,RR,430,3078,FUTSTKVBL27-10-2026XX0,FUTSTK,33.49
2106,29-Sep-2026,Stock Options,29510,5.55,Call,4.72,3353.79018,5.3,27404,750,HDFCBANK,3353.79018,RR,738.6,81127,OPTSTKHDFCBANK29-09-2026CE750,OPTSTK,7.69
1958,27-Oct-2026,Stock Futures,6738,343.2,-,1.84,29743.43155,337,4780,0,ETERNAL,29743.43155,RR,342,3603,FUTSTKETERNAL27-10-2026XX0,FUTSTK,40.96
1937,23-Nov-2026,Stock Futures,3565,567.6,-,0.11,12506.43009,567,1628,0,HDFCLIFE,12506.43009,RR,559.2,2001,FUTSTKHDFCLIFE23-11-2026XX0,FUTSTK,118.98
1795,29-Sep-2026,Index Options,12798,147.35,Put,4.13,17411.22964,141.5,11003,23450,NIFTY,17411.22964,RR,23329,176867,OPTIDXNIFTY29-09-2026PE23450,OPTIDX,16.31
1645,27-Oct-2026,Index Options,7144,286.55,Put,3.88,780.87369,275.85,5499,55000,BANKNIFTY,780.87369,RR,56215.55,8796,OPTIDXBANKNIFTY27-10-2026PE55000,OPTIDX,29.91
