symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
GRAB,Grab Holdings Limited,3.17,0.26,8.93,180764656,48049895,12969426944
WBD,"Warner Bros. Discovery, Inc. - ",30.83,0.03,0.1,109809185,24424995,77295026176
NOK,Nokia Corporation Sponsored,10.82,-0.12,-1.1,106907601,86128374,60577333248
SOFI,"SoFi Technologies, Inc.",17.16,0.19,1.12,98130866,63513523,22163345408
NVDA,NVIDIA Corporation,228.87,1.49,0.66,93296546,129098339,5526523478016
INTC,Intel Corporation,123.86,2.08,1.71,107684537,109723734,654736949248
AAL,"American Airlines Group, Inc.",13.61,0.04,0.29,72334889,93841161,9009410048
NU,Nu Holdings Ltd.,14.16,0.1,0.71,69338847,77782887,68402552832
PCG,Pacific Gas & Electric Co.,12.88,-0.06,-0.46,60092805,32741015,38670487552
ONDS,Ondas Inc,7.72,0.34,4.61,65568591,81887890,4495285248
RIG,Transocean Ltd (Switzerland),5.49,0.04,0.73,53611157,42014473,6131671552
SPCX,Space Exploration Technologies ,154.72,2.87,1.89,57913337,95472406,2039485038592
RKT,"Rocket Companies, Inc.",12.74,0.38,3.07,49348116,30176061,36075122688
HL,Hecla Mining Company,19.03,0.68,3.71,49118788,37815004,12783754240
PSKY,Paramount Skydance Corporation,10.11,0.2,2.02,45577841,12965933,11342870528
MARA,"MARA Holdings, Inc.",13.63,0.35,2.64,43303667,48782977,5265259520
BAC,Bank of America Corporation,56.2,-1.76,-3.04,43683069,32937547,392992489472
CMCSA,Comcast Corporation,22.42,-0.51,-2.22,43129053,31938530,79560433664
PATH,"UiPath, Inc.",13.25,-0.34,-2.5,42599626,70602322,6905309184
ONON,On Holding AG,29.39,2.07,7.58,42509708,7119163,9822569472
AMZN,"Amazon.com, Inc.",254.98,-3.47,-1.34,41258805,45751504,2750293999616
AAPL,Apple Inc.,339.75,0.77,0.23,40599377,53294352,4958372495360
CCL,Carnival Corporation Ltd.,22.28,-0.03,-0.13,40549064,19677184,30515783680
RXRX,"Recursion Pharmaceuticals, Inc.",4.05,0.08,2.02,40322652,19496549,2171897856
VKTX,"Viking Therapeutics, Inc.",40.85,10.74,35.67,40950705,2286941,4765272064
