changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
303410,22-Sep-2026,Index Options,342913,0.05,Call,-99.96,465895.13266,124.75,39503,23350,NIFTY,465895.13266,RS,23329,19149392,OPTIDXNIFTY22-09-2026CE23350,OPTIDX,768.07
185715,22-Sep-2026,Index Options,318073,0.05,Call,-99.94,485731.04576,88.1,132358,23400,NIFTY,485731.04576,RS,23329,26471078,OPTIDXNIFTY22-09-2026CE23400,OPTIDX,140.31
93845,22-Sep-2026,Index Options,337341,0.05,Put,-99.78,329203.70683,22.95,243496,23300,NIFTY,329203.70683,RS,23329,27406236,OPTIDXNIFTY22-09-2026PE23300,OPTIDX,38.54
84468,22-Sep-2026,Index Options,144304,28.85,Call,-82.49,473306.65691,164.8,59836,23300,NIFTY,473306.65691,RS,23329,10258722,OPTIDXNIFTY22-09-2026CE23300,OPTIDX,141.17
79703,22-Sep-2026,Index Options,178627,0.05,Call,-99.91,263438.81242,58.15,98924,23450,NIFTY,263438.81242,RS,23329,20923618,OPTIDXNIFTY22-09-2026CE23450,OPTIDX,80.57
53445,22-Sep-2026,Index Options,208701,20.95,Put,-34.94,537925.83988,32.2,155256,23350,NIFTY,537925.83988,RS,23329,24191120,OPTIDXNIFTY22-09-2026PE23350,OPTIDX,34.42
51345,29-Sep-2026,Index Options,138146,84.1,Call,-24.2,38288.22826,110.95,86801,23500,NIFTY,38288.22826,RS,23329,744784,OPTIDXNIFTY29-09-2026CE23500,OPTIDX,59.15
49451,29-Sep-2026,Index Options,111120,130.45,Call,-20.75,56585.49033,164.6,61669,23400,NIFTY,56585.49033,RS,23329,708164,OPTIDXNIFTY29-09-2026CE23400,OPTIDX,80.19
43640,22-Sep-2026,Index Options,63407,0.05,Call,-92.86,127.42715,0.7,19767,24150,NIFTY,127.42715,RS,23329,594066,OPTIDXNIFTY22-09-2026CE24150,OPTIDX,220.77
41464,22-Sep-2026,Index Options,181469,0.05,Call,-95.24,640.85162,1.05,140005,24000,NIFTY,640.85162,RS,23329,2012093,OPTIDXNIFTY22-09-2026CE24000,OPTIDX,29.62
38798,29-Sep-2026,Index Options,217490,7.2,Call,-14.29,2013.48274,8.4,178692,24000,NIFTY,2013.48274,RS,23329,481004,OPTIDXNIFTY29-09-2026CE24000,OPTIDX,21.71
36010,29-Sep-2026,Index Options,79151,11.35,Put,-29.06,2442.60335,16,43141,22800,NIFTY,2442.60335,RS,23329,295661,OPTIDXNIFTY29-09-2026PE22800,OPTIDX,83.47
32450,22-Sep-2026,Index Options,154327,0.05,Put,-99.69,103809.22346,16.35,121877,23250,NIFTY,103809.22346,RS,23329,15828196,OPTIDXNIFTY22-09-2026PE23250,OPTIDX,26.63
29255,29-Sep-2026,Index Options,113255,5.15,Put,-41.48,811.4548,8.8,84000,22500,NIFTY,811.4548,RS,23329,215240,OPTIDXNIFTY29-09-2026PE22500,OPTIDX,34.83
27742,22-Sep-2026,Index Options,53996,0.05,Call,-92.86,79.98542,0.7,26254,24250,NIFTY,79.98542,RS,23329,361925,OPTIDXNIFTY22-09-2026CE24250,OPTIDX,105.67
27157,29-Sep-2026,Index Options,80165,30.25,Call,-25.68,7206.90457,40.7,53008,23700,NIFTY,7206.90457,RS,23329,417610,OPTIDXNIFTY29-09-2026CE23700,OPTIDX,51.23
26782,29-Sep-2026,Index Options,176064,1.25,Call,-32.43,235.05768,1.85,149282,25000,NIFTY,235.05768,RS,23329,226017,OPTIDXNIFTY29-09-2026CE25000,OPTIDX,17.94
25390,29-Sep-2026,Index Options,67381,1.35,Call,-32.5,146.83275,2,41991,24800,NIFTY,146.83275,RS,23329,136907,OPTIDXNIFTY29-09-2026CE24800,OPTIDX,60.47
25022,29-Sep-2026,Index Options,35683,160.05,Call,-18.32,25076.50885,195.95,10661,23350,NIFTY,25076.50885,RS,23329,266229,OPTIDXNIFTY29-09-2026CE23350,OPTIDX,234.71
22516,29-Sep-2026,Index Options,51440,8.2,Put,-33.87,1787.82587,12.4,28924,22700,NIFTY,1787.82587,RS,23329,285618,OPTIDXNIFTY29-09-2026PE22700,OPTIDX,77.85
21541,29-Sep-2026,Index Options,65550,50.8,Call,-26.96,12515.58151,69.55,44009,23600,NIFTY,12515.58151,RS,23329,420501,OPTIDXNIFTY29-09-2026CE23600,OPTIDX,48.95
20785,29-Sep-2026,Index Options,106513,83.5,Put,-1.65,31583.40094,84.9,85728,23300,NIFTY,31583.40094,RS,23329,506408,OPTIDXNIFTY29-09-2026PE23300,OPTIDX,24.25
20564,29-Sep-2026,Index Options,115222,2.25,Call,-27.42,374.14213,3.1,94658,24500,NIFTY,374.14213,RS,23329,228414,OPTIDXNIFTY29-09-2026CE24500,OPTIDX,21.72
18393,29-Sep-2026,Index Options,47657,1.75,Put,-44.44,95.7759,3.15,29264,21500,NIFTY,95.7759,RS,23329,72585,OPTIDXNIFTY29-09-2026PE21500,OPTIDX,62.85
18348,29-Sep-2026,Index Options,97907,16.85,Call,-25.44,3760.13738,22.6,79559,23800,NIFTY,3760.13738,RS,23329,372974,OPTIDXNIFTY29-09-2026CE23800,OPTIDX,23.06
