symbol,shortName,price,changePct,volume
BRVE,"Braveheart Bio, Inc.",25.02,-14.32,1570045
PBLS,"Parabilis Medicines, Inc.",36.93,-11.5,1704382
TLX,Telix Pharmaceuticals Limited,11.31,-10.17,862699
CXW,"CoreCivic, Inc.",32.41,-8.0,1976177
NVO,Novo Nordisk A/S,39.8,-7.96,48876342
RSI,"Rush Street Interactive, Inc.",21.57,-7.42,5149689
ZTO,ZTO Express (Cayman) Inc.,19.45,-7.2,11497437
MHK,"Mohawk Industries, Inc.",117.27,-7.0,1904297
BBT,Beacon Financial Corporation,28.75,-6.75,2419753
SIND,Sinda Ltd.,14.18,-6.65,60747
PBF,PBF Energy Inc.,72.48,-6.1,3892821
SM,SM Energy Company,34.75,-6.0,4963300
SSMR,Sunshine Silver Mining & Refini,16.15,-6.0,726765
MAAS,Maase Inc.,15.86,-5.71,1140315
DINO,HF Sinclair Corporation,109.29,-5.7,3217612
