symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
HDFCBANK,HDFCBANKEQN,738.6,-0.12,35483669,35483669,26418656080.57,739.5,19-Jun-2026,,1020.5,681.9,-0.9,738.85,738.6,749.3,738.6,2026-09-22 16:00:28
MEESHO,MEESHOEQN,240.6,9.79,108359244,108359244,25647549462.36,219.15,-,,254.4,125.56,21.45,221.88,240.19,244.74,218.6,2026-09-22 16:00:28
GLASSWALL,GLASSWALLEQN,311.6,5.55,70304720,70304720,21674945176,295.21,-,,317.9,185.2,16.39,304.15,309.29,317.9,296.1,2026-09-22 16:00:28
PINELABS,PINELABSEQN,197.3,1.86,82008849,82008849,16283677057.44,193.7,-,,284,134.73,3.6,195.25,197.58,204.95,191.63,2026-09-22 16:00:28
RELIANCE,RELIANCEEQN,1240.4,-0.56,10684376,10684376,13303650776.4,1247.4,05-Jun-2026,,1611.8,1226.4,-7,1247.6,1240.4,1251.9,1237.4,2026-09-22 16:00:28
GABRIEL,GABRIELEQN,1478,14.55,7891064,7891064,11383254373.2,1290.3,12-Aug-2026,,1600,795.7,187.7,1291.3,1471.4,1495,1291.3,2026-09-22 16:00:28
TRANSRAILL,TRANSRAILLEQN,474,14.44,23971640,23971640,11258760158.8,414.2,11-Sep-2026,,800.9,400.65,59.8,420,477.15,488,420,2026-09-22 16:00:28
CUPID,CUPIDEQN,258.6,2.9,43352836,43352836,11211476917.96,251.3,09-Mar-2026,,299,41.82,7.3,251,258.2,265.5,246,2026-09-22 16:00:28
KAYNES,KAYNESEQN,3455,-5.34,3022938,3022938,10594551267.36,3650,08-Sep-2023,,7705,2995,-195,3599,3455,3599,3425,2026-09-22 16:00:28
BSE,BSEEQN,3235,2.34,3165566,3165566,10208950350,3161,10-Jul-2026,,4446.8,2021.5,74,3170.8,3235,3254,3170.8,2026-09-22 16:00:28
INDOMIM,INDOMIMEQN,1235.35,6.36,8175941,8175941,9903026776.84,1161.45,-,,1248,700,73.9,1155,1233.3,1248,1146.65,2026-09-22 16:00:28
INFY,INFYEQN,1029.4,-0.88,9341109,9341109,9596027864.61,1038.5,10-Jun-2026,,1728,982.4,-9.1,1037.7,1029.4,1041,1019.2,2026-09-22 16:00:28
PROTEAN,PROTEANEQN,626.65,6.51,14817622,14817622,9286203707.4,588.35,28-Aug-2026,,939.8,444,38.3,575,620.65,656.9,568.35,2026-09-22 16:00:28
SWIGGY,SWIGGYEQN,284.05,4.16,32604564,32604564,9123083052.84,272.7,-,,464.35,235.75,11.35,273,284.05,284.25,272.8,2026-09-22 16:00:28
ICICIBANK,ICICIBANKEQN,1339.6,-0.4,6433249,6433249,8622998294.62,1345,03-Aug-2026,,1480,1187.6,-5.4,1343,1339.6,1347.2,1333.8,2026-09-22 16:00:28
PCJEWELLER,PCJEWELLEREQN,13.48,5.39,638501220,638501220,8498451238.2,12.79,16-Dec-2024,,14.44,7.47,0.69,12.79,13.58,13.72,12.71,2026-09-22 16:00:28
SOLARINDS,SOLARINDSEQN,19890,3.24,396641,396641,7880110377.51,19265,28-Jul-2026,,22700,11646,625,19395,19890,20225,19315,2026-09-22 16:00:28
TCS,TCSEQN,2105,-1.11,3641623,3641623,7677779435.82,2128.7,15-Jul-2026,,3350,1976.8,-23.7,2135.1,2105,2135.2,2098.2,2026-09-22 16:00:28
ETERNAL,ETERNALEQN,342,1.82,22276945,22276945,7545424040.95,335.9,-,,368.45,212.6,6.1,337.7,342,342,334.65,2026-09-22 16:00:28
BHARTIARTL,BHARTIARTLEQN,1817.2,-0.71,4134236,4134236,7541838680.64,1830.2,24-Jul-2026,,2174.5,1740.5,-13,1833.9,1817.2,1836.3,1813,2026-09-22 16:00:28
