symbol,shortName,price,changePct,volume
TOP,TOP Financial Group Limited,16.24,14.93,160957
GENB,"Generate Biomedicines, Inc.",17.72,9.93,2496677
SA,"Seabridge Gold, Inc.",33.03,9.52,1296448
EZPW,"EZCORP, Inc.",35.05,8.78,2693032
LIFE,Ethos Technologies Inc.,36.72,7.49,2614965
ETSY,"Etsy, Inc.",87.03,7.4,4500892
NG,Novagold Resources Inc.,9.35,7.22,9284398
SFM,"Sprouts Farmers Market, Inc.",86.13,6.23,1366583
BMNR,"BitMine Immersion Technologies,",24.14,5.74,66089552
SNAP,Snap Inc.,5.53,5.53,43721196
EXPE,"Expedia Group, Inc.",339.125,5.44,1562298
BMA,Banco Macro S.A.,76.65,5.23,469287
SGHC,Super Group (SGHC) Limited,13.99,5.11,4298829
BBAR,Banco BBVA Argentina S.A.,14.76,5.05,842124
AERO,"Grupo Aeromexico, S.A.B. de C.V",14.41,5.03,251616
