symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,208.48,-6.24,-2.91,134405887,140182203,5049593888768
INTC,Intel Corporation,87.26,-2.81,-3.12,96389505,119694637,461265534976
WBS,Webster Financial Corporation,77.57,-0.4,-0.51,91306424,5934084,12568934400
PLUG,"Plug Power, Inc.",2.17,-0.1,-4.41,76763052,59162882,3031913728
BMNR,"BitMine Immersion Technologies,",24.14,1.31,5.74,66089552,37410466,14561884160
PATH,"UiPath, Inc.",16.57,0.18,1.1,59951789,67374506,8585252352
SPCX,Space Exploration Technologies ,135.0,-1.97,-1.44,59925408,119404534,1778515181568
MARA,"MARA Holdings, Inc.",11.18,-0.08,-0.71,61319765,46059175,4318826496
AAL,"American Airlines Group, Inc.",13.63,-0.19,-1.37,53889592,107715304,9022650368
F,Ford Motor Company,13.93,-0.48,-3.33,53243732,55695259,55547211776
ONDS,Ondas Inc,8.24,-0.47,-5.4,49101475,88106800,4701350912
NIO,NIO Inc.,4.36,-0.27,-5.83,52214651,28781790,10924708864
VALE,VALE S.A.,15.04,0.45,3.08,48259175,22788780,64006672384
SMR,NuScale Power Corporation,9.05,-0.35,-3.72,46099123,32780372,3714025472
NOK,Nokia Corporation Sponsored,9.96,-0.25,-2.45,48231800,101999201,55602040832
NU,Nu Holdings Ltd.,14.76,0.18,1.23,42478250,77258506,71300964352
MSTR,Strategy Inc,122.63,3.38,2.83,41024349,22096295,48718651392
BTG,B2Gold Corp,5.72,0.2,3.62,40664145,23364635,7556524032
SMCI,"Super Micro Computer, Inc.",35.17,-2.07,-5.56,39804131,59465874,22750523392
SNAP,Snap Inc.,5.53,0.29,5.53,43721196,41576133,9352324096
CDE,"Coeur Mining, Inc.",20.88,-0.09,-0.43,38979113,37178637,21463281664
RIG,Transocean Ltd (Switzerland),5.77,-0.15,-2.53,37011611,38538787,6444398080
AUR,"Aurora Innovation, Inc.",5.69,-0.55,-8.81,39926005,28443990,11403643904
PLTR,Palantir Technologies Inc.,175.89,-4.05,-2.25,35003354,43441345,422673940480
TSLA,"Tesla, Inc.",348.95,-13.91,-3.83,39022052,42057875,1378194685952
