symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NU,Nu Holdings Ltd.,15.23,1.3,9.33,156272681,75199680,73568272384
ONDS,Ondas Inc,9.24,0.33,3.7,96102083,87906670,5271903232
SPCX,Space Exploration Technologies ,140.0,-1.29,-0.91,94658090,122739609,1844386201600
INTC,Intel Corporation,102.5,-2.06,-1.97,94307788,122727264,541825761280
NOK,Nokia Corporation Sponsored,10.76,0.2,1.89,64730583,103018558,60068069376
NVDA,NVIDIA Corporation,225.16,-0.14,-0.06,75161211,147674441,5453600260096
SMCI,"Super Micro Computer, Inc.",39.84,0.68,1.74,61388358,57685040,25771421696
PLUG,"Plug Power, Inc.",2.32,0.02,0.87,49573619,61754680,3241492992
PATH,"UiPath, Inc.",16.01,-0.67,-4.02,47601722,64430653,8295105536
AAL,"American Airlines Group, Inc.",14.83,-0.23,-1.53,46320021,109182040,9817014272
RIG,Transocean Ltd (Switzerland),5.76,0.04,0.7,46217905,38300832,6433229824
F,Ford Motor Company,14.37,0.48,3.46,45763892,58920324,57301749760
TSLA,"Tesla, Inc.",342.27,2.31,0.68,44776096,43019438,1351811596288
OPEN,Opendoor Technologies Inc,3.64,-0.01,-0.27,43479866,58175832,3511641344
ACHR,Archer Aviation Inc.,6.62,-0.35,-5.02,41517910,44374587,5097577472
KEEL,Keel Infrastructure Corp.,3.51,0.2,6.04,41095462,44459196,2167681792
HL,Hecla Mining Company,18.37,0.64,3.61,38831329,31709308,12320987136
ABEV,Ambev S.A.,2.8,-0.04,-1.41,37047782,27460064,43175993344
CIFR,Cipher Digital Inc.,17.855,1.23,7.43,37585617,27366108,7410373120
SMR,NuScale Power Corporation,9.39,-0.46,-4.67,35578535,32359943,3853557760
IREN,IREN LIMITED,44.06,-0.7,-1.56,37242921,45832583,15746105344
CDE,"Coeur Mining, Inc.",18.81,0.36,1.95,36512400,35441640,19335456768
SOFI,"SoFi Technologies, Inc.",18.29,-0.14,-0.76,34201994,77967777,23622821888
MARA,"MARA Holdings, Inc.",9.2,-0.01,-0.11,34385393,43651320,3553953536
CRWV,"CoreWeave, Inc.",105.26,-1.03,-0.97,32929827,29858448,58054742016
