changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
-7240,18-Aug-2026,Index Options,70891,4.2,Put,5,2293.8134,4,78131,23900,NIFTY,2293.8134,SR,24366,842230,OPTIDXNIFTY18-08-2026PE23900,OPTIDX,-9.27
-4711,25-Aug-2026,Index Options,41297,641.8,Put,13.73,13186.66977,564.3,46008,58000,BANKNIFTY,13186.66977,SR,57491.1,70165,OPTIDXBANKNIFTY25-08-2026PE58000,OPTIDX,-10.24
-3211,25-Aug-2026,Stock Options,4573,116.35,Put,39.09,2643.27448,83.65,7784,3500,BSE,2643.27448,SR,3447,12124,OPTSTKBSE25-08-2026PE3500,OPTSTK,-41.25
-2787,18-Aug-2026,Index Options,48385,0.6,Put,9.09,27.21687,0.55,51172,22000,NIFTY,27.21687,SR,24366,79004,OPTIDXNIFTY18-08-2026PE22000,OPTIDX,-5.45
-2535,25-Aug-2026,Stock Options,2166,182.25,Call,27.31,2266.31317,143.15,4701,5500,PERSISTENT,2266.31317,SR,5580,11529,OPTSTKPERSISTENT25-08-2026CE5500,OPTSTK,-53.92
-2419,18-Aug-2026,Index Options,35259,3.55,Put,14.52,1107.47079,3.1,37678,23850,NIFTY,1107.47079,SR,24366,505579,OPTIDXNIFTY18-08-2026PE23850,OPTIDX,-6.42
-2273,25-Aug-2026,Stock Options,4378,116.1,Call,50.88,3981.86124,76.95,6651,5000,HAL,3981.86124,SR,5029.9,25868,OPTSTKHAL25-08-2026CE5000,OPTSTK,-34.18
-1981,18-Aug-2026,Index Options,22870,2.55,Put,41.67,422.63539,1.8,24851,23650,NIFTY,422.63539,SR,24366,309623,OPTIDXNIFTY18-08-2026PE23650,OPTIDX,-7.97
-1973,25-Aug-2026,Stock Options,2219,89.9,Call,64.35,3149.4672,54.7,4192,3000,ADANIENT,3149.4672,SR,3035.1,13599,OPTSTKADANIENT25-08-2026CE3000,OPTSTK,-47.07
-1947,25-Aug-2026,Stock Options,1512,261,Call,141.33,4227.19915,108.15,3459,8700,APOLLOHOSP,4227.19915,SR,8920.5,17617,OPTSTKAPOLLOHOSP25-08-2026CE8700,OPTSTK,-56.29
-1892,25-Aug-2026,Stock Options,1192,188.9,Call,148.23,7955.90103,76.1,3084,8800,APOLLOHOSP,7955.90103,SR,8920.5,40729,OPTSTKAPOLLOHOSP25-08-2026CE8800,OPTSTK,-61.35
-1880,18-Aug-2026,Index Options,27308,201.7,Put,1.41,39894.40309,198.9,29188,24600,NIFTY,39894.40309,SR,24366,266308,OPTIDXNIFTY18-08-2026PE24600,OPTIDX,-6.44
-1873,25-Aug-2026,Stock Options,2768,42.2,Call,115.31,2984.83454,19.6,4641,1960,BHARTIARTL,2984.83454,SR,1992.1,17741,OPTSTKBHARTIARTL25-08-2026CE1960,OPTSTK,-40.36
-1706,25-Aug-2026,Stock Options,3030,87,Call,136.41,4870.4225,36.8,4736,9000,APOLLOHOSP,4870.4225,SR,8920.5,47720,OPTSTKAPOLLOHOSP25-08-2026CE9000,OPTSTK,-36.02
-1655,18-Aug-2026,Index Options,10154,288.8,Put,3.61,12072.65905,278.75,11809,24700,NIFTY,12072.65905,SR,24366,58009,OPTIDXNIFTY18-08-2026PE24700,OPTIDX,-14.01
-1585,25-Aug-2026,Stock Futures,129741,1418.9,-,0.21,94129.13496,1415.9,131326,0,ICICIBANK,94129.13496,SR,1417,9512,FUTSTKICICIBANK25-08-2026XX0,FUTSTK,-1.21
-1497,18-Aug-2026,Index Options,4517,243.05,Put,2.01,7373.28495,238.25,6014,24650,NIFTY,7373.28495,SR,24366,41527,OPTIDXNIFTY18-08-2026PE24650,OPTIDX,-24.89
-1421,25-Aug-2026,Index Options,22916,248.65,Put,1.66,6025.15547,244.6,24337,24600,NIFTY,6025.15547,SR,24366,35682,OPTIDXNIFTY25-08-2026PE24600,OPTIDX,-5.84
-1373,25-Aug-2026,Stock Options,908,341.75,Call,123.15,2173.64985,153.15,2281,8600,APOLLOHOSP,2173.64985,SR,8920.5,7093,OPTSTKAPOLLOHOSP25-08-2026CE8600,OPTSTK,-60.19
-1358,25-Aug-2026,Stock Futures,19442,8927,-,3.53,90562.9646,8623,20800,0,APOLLOHOSP,90562.9646,SR,8920.5,8188,FUTSTKAPOLLOHOSP25-08-2026XX0,FUTSTK,-6.53
-1340,25-Aug-2026,Stock Options,5455,0.41,Call,78.26,3329.60569,0.23,6795,14,IDEA,3329.60569,SR,14.11,12259,OPTSTKIDEA25-08-2026CE14,OPTSTK,-19.72
-1274,25-Aug-2026,Index Options,31696,205.85,Put,7.72,6075.7863,191.1,32970,57000,BANKNIFTY,6075.7863,SR,57491.1,96556,OPTIDXBANKNIFTY25-08-2026PE57000,OPTIDX,-3.86
-1193,25-Aug-2026,Stock Options,1033,12,Put,48.15,4.71564,8.1,2226,38000,BOSCHLTD,4.71564,SR,47100,1826,OPTSTKBOSCHLTD25-08-2026PE38000,OPTSTK,-53.59
-1154,25-Aug-2026,Stock Options,2241,28.9,Call,115.67,3731.20703,13.4,3395,1980,BHARTIARTL,3731.20703,SR,1992.1,27003,OPTSTKBHARTIARTL25-08-2026CE1980,OPTSTK,-33.99
-1130,25-Aug-2026,Stock Options,1801,11.45,Call,14.5,2904.0375,10,2931,420,BHEL,2904.0375,SR,421.7,8510,OPTSTKBHEL25-08-2026CE420,OPTSTK,-38.55
