symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
BHARTIARTL,BHARTIARTLEQN,1992.1,2.73,8287168,12282580,24413715788.6,1939.1,24-Jul-2026,,2174.5,1740.5,53,1939.1,1992.1,2005.8,1932,2026-08-14 15:59:21
LGEINDIA,LGEINDIAEQN,1736.1,10,8518672,9832158,16647613282.44,1578.3,,,1749,1304.1,157.8,1620,1729.7,1736.1,1611,2026-08-14 15:59:28
HDFCBANK,HDFCBANKEQN,727,0.28,14564032,20364131,14803908671.76,725,19-Jun-2026,,1020.5,722,2,725,727,729.6,723.5,2026-08-14 15:59:57
LEAPIND,LEAPINDEQN,146,-12,80261576,92916431,14588808831.31,159,,,167,143,-19.9,165.9,144.93,167,143,2026-08-14 15:59:59
RELIANCE,RELIANCEEQN,1310,-0.53,6233123,10497358,13733378550.66,1317,05-Jun-2026,,1611.8,1249.8,-7,1317,1310,1317.5,1301.5,2026-08-14 15:59:52
MANORAMA,MANORAMAEQN,1742,7.92,6522537,7298393,12975812914.7,1614.1,21-Aug-2025,,1868,1060.6,127.9,1729,1737.1,1868,1683.1,2026-08-14 15:59:07
WELSPUNLIV,WELSPUNLIVEQN,164.1,2.67,62046129,73543291,12615616138.14,159.83,10-Jul-2026,,178,107.1,4.27,170,164.06,178,162.84,2026-08-14 15:59:46
BDL,BDLEQN,1398,1.64,4233623,8457532,11704716836.08,1375.5,09-Feb-2026,,1654,1086,22.5,1381.6,1398,1419.8,1347.3,2026-08-14 15:59:08
ZEEL,ZEELEQN,102,5.43,88446294,111249116,11380784566.8,96.75,29-Aug-2025,,124.14,68,5.25,97,102.28,104.74,95.46,2026-08-14 15:59:45
ADANIENSOL,ADANIENSOLEQN,1616,2.08,6100014,7047548,11290524273.4,1583,14-Jun-2024,,1789,744.9,33,1588,1616,1624,1575,2026-08-14 15:58:28
APOLLOHOSP,APOLLOHOSPEQN,8920.5,3.85,970719,1275740,11274492581.4,8600,14-Aug-2026,,9050,6696.5,330.5,8615,8920.5,8925,8588.5,2026-08-14 15:57:42
HONASA,HONASAEQN,502,4.7,15674881,22425106,11147968694.72,479.45,22-Aug-2024,,509.8,248.4,22.55,495.4,502.8,509.8,486.6,2026-08-14 15:59:53
IDEA,IDEAEQN,14.11,4.44,572796432,778908986,10889147624.28,13.51,20-Aug-2024,,15.34,6.12,0.6,13.53,14.11,14.19,13.49,2026-08-14 15:59:56
TMPV,TMPVEQN,334.5,-4.32,23630876,31933028,10621883103.64,349.6,19-Jun-2026,,739.7,294.3,-15.1,329,334.5,337.75,329,2026-08-14 15:59:59
BSE,BSEEQN,3447,-1.59,2264817,3018212,10438938933.8,3502.8,10-Jul-2026,,4446.8,2021.5,-55.8,3501,3447,3502,3435,2026-08-14 15:59:36
SOLARINDS,SOLARINDSEQN,19969,-1.75,431409,487516,9702314299.48,20324,28-Jul-2026,,20400,11646,-355,20290,19969,20314,19480,2026-08-14 15:59:32
ETERNAL,ETERNALEQN,318.5,0.16,24930829,30147388,9672186492.04,318,,,368.45,212.6,0.5,317.8,318.5,325,316.8,2026-08-14 15:59:20
TECHNOCRAF,TECHNOCRAFEQN,310.61,9.37,24590514,28679235,8797068543.9,212,,,334.4,284,26.61,284,311.15,334.4,284,2026-08-14 15:59:50
NETWEB,NETWEBEQN,5007,-3.36,1354510,1695255,8674891075.8,5181,07-Aug-2026,,5269,2037.3,-174,5200,5007.2,5269,4991.3,2026-08-14 15:59:15
ICICIBANK,ICICIBANKEQN,1417,0.73,4333965,6097934,8597172249.9,1406.8,03-Aug-2026,,1480,1187.6,10.2,1403,1417,1417.8,1401,2026-08-14 15:59:20
