symbol,shortName,price,changePct,volume
BLSH,Bullish,24.39,-11.24,3098978
DDS,"Dillard's, Inc.",560.88,-8.62,141531
UCTT,"Ultra Clean Holdings, Inc.",84.93,-8.59,1908150
DUOL,"Duolingo, Inc.",132.83,-7.82,1062322
XE,"X-Energy, Inc.",20.975,-7.72,5752604
VIK,Viking Holdings Ltd,97.99,-7.65,5281244
WIX,Wix.com Ltd.,74.13,-7.41,2080077
ASAN,"Asana, Inc.",9.14,-7.4,5560368
MNDY,monday.com Ltd.,87.52,-7.18,1227189
QNT,Quantinuum Inc.,63.585,-7.18,2575176
LIME,"Neutron Holdings, Inc.",37.07,-6.86,399411
HUBS,"HubSpot, Inc.",224.14,-6.81,1463415
DOCS,"Doximity, Inc.",24.8,-6.73,4049626
STNE,StoneCo Ltd.,9.55,-6.65,11071175
HAWK,"HawkEye 360, Inc.",22.78,-6.52,1708388
