symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
IBULLSLTD,EQ,28.81,1.37,   4.99,5,28.81,27.9,32.5,8.9,620.47779,177.82893461400002
SUNSHINE,EQ,362.05,28.1,   8.41,10,367.3,332.35,524.95,326.25,37.04081,131.320783693
ELLEN,EQ,376,20.9,   5.89,10,390.6,343,559.8,175,24.21472,90.58968899199999
TBZ,EQ,550.65,26.2,   5.00,5,550.65,505.1,583.05,110.5,15.64537,84.084476528
CEMPRO,EQ,1231,23.9,   1.98,5,1267.4,1209.1,1649.2,503.3,5.53547,68.891138338
QPOWER,EQ,1422.9,67.7,   5.00,5,1422.9,1291.7,1570,581,4.93456,67.263974272
SAATVIKGL,EQ,411,21.45,   5.51,10,428.5,404,567,328,12.44363,51.806564779000006
HAPPYFORGE,EQ,2164,89.7,   4.32,5,2178,2065,2470,888.75,1.68189,36.112869324
DEEDEV,EQ,636.7,30.3,   5.00,5,636.7,577.65,760,183,3.09277,18.805278708000003
BHAGYANGR,EQ,425.25,20.25,   5.00,5,425.25,387,432.3,90,3.28669,13.646008211000002
EMPOWER,EQ,2.49,0.11,   4.62,5,2.49,2.43,2.82,1.3,437.69639,10.811100833
ATALREAL,EQ,14.44,0.04,   0.28,10,15.84,14.4,36.7,12.38,69.44853,10.285327293
SALSTEEL,EQ,74.62,3.55,   5.00,5,74.62,67.6,86.25,26.1,5.75115,4.055135865
KANORICHEM,BE,187.02,8.9,   5.00,5,187.02,169.5,187.02,56,2.14032,3.950174592
TAURIAN,ST,469.5,18.4,   4.08,5,473.65,433,545.25,192,0.752,3.4695024
SAHASRA,SM,326.9,15.55,   4.99,5,326.9,304,369,188.35,1.076,3.45396
MAXVOLT,SM,384.95,18.3,   4.99,5,384.95,380,509,213,0.728,2.8014896
GSMFOILS,SM,85.85,4.05,   4.95,5,85.85,81.75,293.85,79.7,2.69,2.301026
UFBL,BE,713.1,33.95,   5.00,5,713.1,650,850,172.34,0.31744,2.143069184
TAC,ST,487.95,23.2,   4.99,5,487.95,452.7,899.65,347.4,0.426,2.020518
SIKKO,BE,5.9,0.26,   4.61,5,5.92,5.37,6.83,3.2,23.31569,1.273036674
UNIVPHOTO,BE,595.05,28.3,   4.99,5,595.05,567,595.05,180.6,0.19469,1.153888692
RAMASTEEL,BE,3.92,0.18,   4.81,5,3.92,3.68,11.58,3.43,27.22764,1.0428186119999998
MRIL,ST,79.8,3.8,   5.00,5,79.8,72.55,82,29.05,1.152,0.905472
VHLTD,BE,126.85,6.04,   5.00,5,126.85,116,145.2,104.25,0.71786,0.898330004
SHREEDHAR,ST,146,3.45,   2.42,5,149.65,145,149.65,54.4,0.6,0.88404
KSHITIJPOL,EQ,3.83,0.18,   4.93,5,3.83,3.82,7.2,1.88,23.13639,0.8838100980000001
DISHTV,EQ,2.68,0.06,   2.29,5,2.75,2.61,5.99,1.82,33.11191,0.8807768060000001
INDTERRAIN,EQ,29.99,1.98,   7.07,20,33.61,28.36,42.62,24.56,2.54442,0.808107792
