symbol,shortName,price,changePct,volume
JBHT,"J.B. Hunt Transport Services, I",236.73,-13.3,4809720
BULL,Webull Corporation,7.69,-11.2,29268530
PLSE,"Pulse Biosciences, Inc",49.61,-10.13,1036388
BLSH,Bullish,32.08,-9.53,2564209
ON,ON Semiconductor Corporation,66.6,-9.02,18773057
GPCR,Structure Therapeutics Inc.,35.5,-8.86,1649017
MTDR,Matador Resources Company,57.73,-8.61,2081487
MGY,Magnolia Oil & Gas Corporation,26.1,-8.58,6123890
CRK,"Comstock Resources, Inc.",13.1,-8.46,3506600
SYNA,Synaptics Incorporated,89.24,-8.3,846443
AR,Antero Resources Corporation,35.68,-8.11,5648956
FANG,"Diamondback Energy, Inc.",194.54,-8.03,15401115
ELVN,"Enliven Therapeutics, Inc.",49.12,-7.95,2914695
TLX,Telix Pharmaceuticals Limited,11.83,-7.79,642185
GPOR,Gulfport Energy Corporation,162.25,-7.79,376630
