symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
IFCI,IFCIEQN,97.72,11.99,428062214,428062214,41038324456.18,87.26,19-Sep-2024,,99.49,46.23,10.46,87.5,98.32,99.49,87.01,2026-09-02 16:00:28
HDFCBANK,HDFCBANKEQN,700.8,-1.56,36950338,36950338,25946896846.98,711.9,19-Jun-2026,,1020.5,698.5,-11.1,702.3,700.8,705.65,700,2026-09-02 16:00:28
BSE,BSEEQN,3168,-2.28,6510791,6510791,20703794516.72,3242,10-Jul-2026,,4446.8,2021.5,-74,3222.6,3168,3265,3131.5,2026-09-02 16:00:28
RELIANCE,RELIANCEEQN,1313.1,0.31,13497841,13497841,17667998976.95,1309,05-Jun-2026,,1611.8,1249.8,4.1,1298,1313.1,1321.9,1293.1,2026-09-02 16:00:28
COALINDIA,COALINDIAEQN,417.85,4.05,34130970,34130970,14237392825.8,401.6,04-Sep-2026,,491.25,369.6,16.25,408.2,417.85,422.4,406.5,2026-09-02 16:00:28
SBIN,SBINEQN,1020.9,-1.31,13843678,13843678,14155576065.34,1034.5,15-May-2026,,1234.7,802.65,-13.6,1026,1020.9,1035.3,1017.3,2026-09-02 16:00:28
MILKYMIST,MILKYMISTEQN,249.6,7.57,56560370,56560370,13994732349.1,232.03,-,,255.23,165,17.57,234,252.04,255.23,228.36,2026-09-02 16:00:28
KALYANKJIL,KALYANKJILEQN,590,2.97,21212135,21212135,12283311014.45,573,04-Sep-2025,,648.95,327.05,17,568.6,590,595.45,556.5,2026-09-02 16:00:28
ICICIBANK,ICICIBANKEQN,1426.5,-0.8,8515824,8515824,12146375245.92,1438,03-Aug-2026,,1480,1187.6,-11.5,1425.1,1426.5,1436,1420.7,2026-09-02 16:00:28
TBZ,TBZEQN,414,13.64,27976693,27976693,11277684715.23,366.8,02-Sep-2026,,430,110.5,49.7,380,418.25,430,379.05,2026-09-02 16:00:28
ANTELOPUS,ANTELOPUSEQN,951.15,20,12446135,12446135,11223302236.25,792.65,22-Sep-2023,,951.15,357,158.5,813,951.15,951.15,807.1,2026-09-02 16:00:28
ATHERENERG,ATHERENERGEQN,1686.1,-2.29,6312532,6312532,10735533796.44,1725.6,-,,1744,445.3,-39.5,1722,1686.1,1737,1641,2026-09-02 16:00:28
INFY,INFYEQN,1140,-1.38,8564358,8564358,9720460686.42,1156,10-Jun-2026,,1728,982.4,-16,1137.7,1140,1147.8,1118.6,2026-09-02 16:00:28
HEROMOTOCO,HEROMOTOCOEQN,5300,-4.59,1746768,1746768,9194392850.88,5555,24-Jul-2026,,6388.5,4671.5,-255,5477,5300,5485,5167,2026-09-02 16:00:28
M&M,M&MEQN,3190,-2.12,2883166,2883166,9162442063.06,3259,03-Jul-2026,,3839.9,2896,-69,3223.5,3190,3229.6,3142.5,2026-09-02 16:00:28
TEMPSENS,TEMPSENSEQN,572,6.11,15878807,15878807,9025672686.87,539.05,-,,634.85,534.7,32.95,536,566.3,589,535.05,2026-09-02 16:00:28
SYMBIOTEC,SYMBIOTECEQN,1095.5,-0.2,7998317,7998317,8961874248.99,1097.7,-,,1180,934.2,-2.2,1110,1092.8,1161,1085.1,2026-09-02 16:00:28
EICHERMOT,EICHERMOTEQN,7711.5,-3.24,1117588,1117588,8521552620.6,7970,31-Jul-2026,,8230,6085,-258.5,7860,7711.5,7893,7507.5,2026-09-02 16:00:28
AXISBANK,AXISBANKEQN,1253.9,-0.33,6437250,6437250,8090013937.5,1258,10-Jul-2026,,1418.3,1045,-4.1,1254.6,1253.9,1266.9,1250,2026-09-02 16:00:28
MCX,MCXEQN,3286,-0.51,2448588,2448588,8065501956.72,3303,28-Aug-2026,,3480,1487.6,-17,3280,3286,3333,3258,2026-09-02 16:00:28
