symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
HEROMOTOCO,62525,47734,14791,30.99,217368,141113.46735,163029946441,167107.13176,25993.66441,5300
FINNIFTY,10738,8298,2440,29.4,16555,1292.08888,26425641222,3217.2211,1925.13222,25813
NIFTY,7557237,6099628,1457609,23.9,50203019,965657.48567,78340977140745,3791208.37312,2825550.88745,23914
EICHERMOT,67625,56342,11283,20.03,178333,90525.2017,129808887306,108360.07476,17834.87306,7711
BOSCHLTD,17449,15232,2217,14.55,33369,29979.56613,36529960015,34266.41628,4286.85015,47250
VOLTAS,58291,51582,6709,13.01,48539,27215.80908,19326587103,30707.83012,3492.02103,1152
SUNPHARMA,82826,73865,8961,12.13,80799,25476.77331,53293771786,31253.59118,5776.81786,1931
FORCEMOT,19021,17074,1947,11.4,15173,11912.06512,5865631210,12954.25223,1042.1871,17600
SWIGGY,66676,59911,6765,11.29,54712,61849.83856,21572866724,67278.18955,5428.35099,267
MIDCPNIFTY,86762,78477,8285,10.56,140174,58210.72995,243362418699,79531.16695,21320.43699,14663
BSE,160737,146317,14420,9.86,236277,175684.82426,139682585246,206518.67672,30833.85246,3168
SBIN,251105,228837,22268,9.73,142309,129493.9191,99299633235,142114.32645,12620.40735,1020
COALINDIA,126953,116447,10506,9.02,292875,106915.40352,156573483408,131101.0326,24185.62908,417
MARUTI,141900,130798,11102,8.49,170765,63052.15437,106662890099,75528.90536,12476.75099,12849
MAHABANK,6391,5918,473,7.99,3338,5650.5189,1321556860,5880.7775,230.2586,82
M&M,114417,106040,8377,7.9,92760,70014.92396,53989500426,77987.72822,7972.80426,3190
HAVELLS,25433,23710,1723,7.27,10964,11503.24225,5542070775,12286.35,783.10775,1193
PAYTM,52573,49017,3556,7.25,29879,51868.47381,31143933141,58135.73022,6267.25641,1619
SAGILITY,11580,10810,770,7.12,6239,8639.7108,2764731120,9277.902,638.1912,46
AUROPHARMA,34470,32220,2250,6.98,33911,45507.72913,27420507763,50864.22676,5356.49763,1648
OIL,14682,13728,954,6.95,20957,16357.1079,13278114458,19311.21248,2954.10458,498
GODFRYPHLP,8475,7929,546,6.89,3160,4547.62673,1422876028,4784.93702,237.31028,2025
BAJAJHLDNG,4598,4308,290,6.73,1242,2772.67598,799218804,2905.76403,133.08804,11100
MCX,71777,67262,4515,6.71,66581,55261.21648,45347031490,66586.61889,11325.4024,3286
SHREECEM,20038,18817,1221,6.49,5511,12574.22863,2090868245,12797.91109,223.68245,23680
MUTHOOTFIN,52692,49524,3168,6.4,36461,37548.58255,26571346956,42624.75211,5076.16956,2937
KEI,22318,21101,1217,5.77,21106,31591.99995,16738560023,34950.62518,3358.62523,5170
ALKEM,15959,15105,854,5.65,5158,6603.91112,2812520616,6908.55478,304.64366,5210
SONACOMS,18975,17966,1009,5.62,16511,25765.94219,13876453398,28345.14368,2579.20148,782
BAJAJFINSV,53251,50516,2735,5.41,22572,12505.75296,12426619977,14051.31273,1545.55977,1990
APLAPOLLO,37760,36022,1738,4.82,11220,20981.4613,6784448069,22227.31199,1245.85069,2210
RBLBANK,18900,18041,859,4.76,17886,40900.80974,18448597564,44131.43288,3230.62314,389
SBILIFE,37423,35740,1683,4.71,10175,9048.61485,5851323941,9696.72926,648.11441,1719
BDL,46425,44338,2087,4.71,19555,10457.96735,9871491600,12468.89335,2010.926,1253
BRITANNIA,32828,31370,1458,4.65,17099,13602.55545,9784970535,14588.5108,985.95535,5154
BLUESTARCO,25447,24318,1129,4.64,14342,14481.23917,5526133125,15483.82043,1002.58125,1445
KOTAKBANK,148881,142329,6552,4.6,59258,62698.425,44786140500,68701.73,6003.305,423
TATAELXSI,28066,26856,1210,4.51,10440,7883.58938,4119462358,8579.71297,696.12358,3609
ASIANPAINT,63585,60878,2707,4.45,32638,16547.02912,19549123330,19073.46242,2526.4333,2527
ASHOKLEY,56775,54379,2396,4.41,32788,34009.84,25365981450,38080.2795,4070.4395,167
HYUNDAI,21337,20446,891,4.36,15352,27902.15859,6475289029,28869.40388,967.24529,2154
DABUR,46750,44801,1949,4.35,10806,7258.45312,4565174625,7812.94937,554.49625,379
CAMS,21834,20951,883,4.21,11267,9817.59083,6162800184,10817.74518,1000.15434,741
RVNL,43629,41909,1720,4.1,14339,6969.69388,5339755536,7796.07675,826.38286,206
NIFTYFPI,51,49,2,4.08,13,119.0827,10638848,119.32118,0.23848,1555
HDFCBANK,1027378,987601,39777,4.03,331657,162869.18063,140751881809,181769.92372,18900.74309,700
POWERINDIA,41929,40319,1610,3.99,21630,23565.2238,16421781884,25920.41764,2355.19384,32200
HAL,76284,73393,2891,3.94,39617,24546.44484,26897903304,29093.47788,4547.03304,4780
INDIGO,79789,76850,2939,3.82,65212,62545.00036,43416576099,70357.06135,7812.06099,5020
INDUSINDBK,62600,60370,2230,3.69,23600,41774.98423,12348894621,43947.35044,2172.36621,978
MANAPPURAM,32606,31447,1159,3.69,12562,39965.9361,9162222810,41874.5142,1908.5781,340
INFY,290907,280610,10297,3.67,187119,95057.09828,77870754340,107562.56168,12505.4634,1140
KAYNES,53159,51338,1821,3.55,32859,28931.88226,15564751546,32716.69773,3784.81546,3583
HINDPETRO,31154,30091,1063,3.53,12649,29224.70057,6525310914,30337.55977,1112.8592,359
CONCOR,27350,26417,933,3.53,9750,10413.733,5432116775,11638.71325,1224.98025,510
BANKNIFTY,1020829,987125,33704,3.41,1468560,244572.13822,2524382967041,463887.64864,219315.51041,57172
ASTRAL,23475,22713,762,3.35,15879,18894.30651,8532476693,20245.70345,1351.39693,1487
CROMPTON,51016,49368,1648,3.34,14004,12850.84842,5901210221,13704.69813,853.84971,227
NIFTYNXT50,778,754,24,3.18,405,2249.82481,517984852,2305.17333,55.34852,72947
PATANJALI,43093,41786,1307,3.13,15912,24421.82688,3643987431,24943.3712,521.54431,345
MOTHERSON,34080,33069,1011,3.06,14479,30722.51319,11881801845,32593.20789,1870.6947,163
SUZLON,54954,53376,1578,2.96,13638,18559.36344,6469975376,19746.4172,1187.05376,45
CIPLA,44712,43430,1282,2.95,12861,11686.93636,6649781051,12531.42687,844.49051,1412
DRREDDY,50650,49211,1439,2.92,10197,16356.87431,5910154262,17123.91693,767.04262,1156
