symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,224.41,6.97,3.21,155979384,137504855,5418828431360
PCG,Pacific Gas & Electric Co.,13.33,-0.73,-5.19,118606695,26808571,29357551616
NU,Nu Holdings Ltd.,15.4,0.94,6.5,80770188,75905568,74392608768
ONDS,Ondas Inc,7.61,0.57,8.1,79542179,81208628,4348769792
NIO,NIO Inc.,3.86,-0.2,-4.93,72446712,27725622,9671874560
INTC,Intel Corporation,90.05,1.08,1.21,60998770,115397247,476013789184
PATH,"UiPath, Inc.",17.99,-0.15,-0.83,60485113,67325120,9320983552
F,Ford Motor Company,14.14,0.3,2.17,58045480,49788041,56384606208
CNH,CNH Industrial N.V.,13.65,1.15,9.2,53791621,14590306,21951365120
RIG,Transocean Ltd (Switzerland),6.22,0.3,5.07,53342643,38513044,6946994176
AAL,"American Airlines Group, Inc.",13.11,0.16,1.24,52942689,106185884,8678425600
NOK,Nokia Corporation Sponsored,9.84,-0.09,-0.91,48017229,92496471,55090663424
SPCX,Space Exploration Technologies ,140.71,-1.52,-1.07,49670366,111658698,1853739892736
BBD,Banco Bradesco Sa,3.45,0.13,3.92,46035855,30674019,36532662272
HPE,Hewlett Packard Enterprise Comp,51.83,0.96,1.89,58753944,20848511,68633468928
SOFI,"SoFi Technologies, Inc.",17.84,0.79,4.63,40464233,71745869,23041613824
PLUG,"Plug Power, Inc.",2.09,0.0,0.0,40335362,56173884,2920137984
PFE,"Pfizer, Inc.",29.02,0.47,1.65,39230415,42394747,165404524544
DELL,Dell Technologies Inc.,492.2,67.2,15.81,36411468,7154280,318031298560
PLTR,Palantir Technologies Inc.,169.46,-10.46,-5.81,39578542,41052377,407222288384
CDE,"Coeur Mining, Inc.",21.42,1.22,6.04,35850742,38689269,22018367488
IREN,IREN LIMITED,39.6,2.78,7.55,40267008,44950911,15604722688
T,AT&T Inc.,25.95,-0.05,-0.19,33751931,61640444,177819418624
SMCI,"Super Micro Computer, Inc.",37.0,0.29,0.79,32916115,56779373,23934302208
BTG,B2Gold Corp,5.41,0.21,4.04,31219607,25149834,7146992640
