symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
MSTCLTD,EQ,535.7,89.25,  19.99,20,535.7,448,574.95,362.15,131.24225,673.102127575
STLTECH,BE,651.6,31,   5.00,5,651.6,636.6,651.6,72.1,61.1947,398.57943951
CPPLUS,EQ,3537.6,168.4,   5.00,5,3537.6,3246.1,3537.6,1015,7.42162,253.729602398
PANACEABIO,EQ,520.3,86.7,  20.00,20,520.3,426.2,520.3,292.4,36.32208,178.83176088
CEMPRO,EQ,1127.3,102.4,   9.99,10,1127.3,1016.7,1127.3,503.3,14.35282,156.640936352
COCKERILL,EQ,9149,37,   0.41,10,10023,9007.5,10023,4955,1.61709,155.185012104
WEBELSOLAR,EQ,112.68,5.36,   4.99,5,112.68,105.45,157.3,50.4,87.91264,98.251166464
E2E,EQ,4313.6,205.4,   5.00,5,4313.6,3930,4538,1833.6,2.15019,90.73565279099999
PARACABLES,EQ,69.4,5.15,   8.02,10,70.67,64.35,70.95,28.3,99.86437,69.425710024
RELTD,EQ,141,17.65,  14.31,20,148.02,123,191.77,117.07,43.37379,62.874645984000004
GVPIL,EQ,911.85,43.4,   5.00,5,911.85,875,911.85,270.9,6.87596,62.288634044000005
IZMO,EQ,875,5.85,   0.67,5,912.6,864.6,1374.7,295,5.5869,50.30891712
GKENERGY,EQ,141,12.81,   9.99,10,141,128,239.6,87.2,33.60917,46.595753288
RUBYMILLS,EQ,340.8,56.8,  20.00,20,340.8,281.6,340.8,169.02,13.83749,44.841770094
VENUSREM,EQ,1555.8,74,   4.99,5,1555.8,1518.1,1555.8,415.4,2.82923,43.857874691
AXISCADES,EQ,1766.7,84.1,   5.00,5,1766.7,1642,2211,1063.2,2.52445,43.314008210000004
ELITECON,EQ,30.5,-0.37,  -1.20,5,32.41,29.53,46.4,28.58,134.3333,41.75078964
IDEAFORGE,BE,900,42.85,   5.00,5,900,889.9,900,366,4.56053,41.022879456
JNKINDIA,EQ,421.6,38.3,   9.99,10,421.6,385.2,421.6,200.92,9.12,37.733088
OSWALPUMPS,EQ,398.35,18.95,   4.99,5,398.35,378.55,888.4,283.1,7.93199,31.05374085
ELLEN,EQ,276.7,25.15,  10.00,10,276.7,250.5,637.7,175,11.20481,30.489408491000002
AGARIND,EQ,503.25,83.85,  19.99,20,503.25,449.45,1019,360,6.12566,30.020021962
KRN,BE,1217.7,57.9,   4.99,5,1217.7,1159.8,1405,589.8,2.32966,27.888592826
UNIMECH,EQ,1094.9,52.1,   5.00,5,1094.9,1055.8,1397,695,2.07262,22.515700108
ITDC,EQ,589.15,53.55,  10.00,10,589.15,543.6,712.8,368,3.57669,20.886081255
MON100,EQ,341.98,2.62,   0.77,20,341.98,330.87,341.98,177.99,6.08997,20.825870409
ATLANTAELE,BE,2152,101.9,   4.97,5,2152.6,2082,2152.6,707.6,0.87277,18.740204716999997
PFOCUS,BE,229.9,5.69,   2.54,5,235.42,218.5,367,106.52,7.82144,17.998697728
ANONDITA,SM,1188.95,71.6,   6.41,10,1229.05,1138,1229.05,261.75,1.362,16.3504014
BCG,EQ,11.59,0.55,   4.98,5,11.59,11.15,22,7.97,117.03999,13.45959885
TVSSCS,EQ,122.65,5.84,   5.00,5,122.65,116.07,147,90.32,9.25107,11.178992988
SIGMAADV,BE,458.7,21.8,   4.99,5,458.7,436.9,458.7,79.5,2.24154,10.182643758
ANTELOPUS,EQ,915.35,43.55,   5.00,5,915.35,879.05,915.35,357,1.09511,9.959149362
BHAGERIA,EQ,187.46,31.24,  20.00,20,187.46,152.39,244.6,127.51,5.22784,9.320715936
MODISONLTD,BE,345.45,16.45,   5.00,5,345.45,331,345.45,114,2.47079,8.502235469
RELINFRA,BE,77.87,3.7,   4.99,5,77.87,77.87,423.4,64.08,10.31429,8.031737623
MICEL,EQ,44,0.82,   1.90,5,45.33,43,82.97,29.97,16.51876,7.314506928
BFUTILITIE,EQ,660.55,31.45,   5.00,5,660.55,636,898.7,368.7,1.04188,6.79774606
DBREALTY,BE,116.78,5.56,   5.00,5,116.78,109.12,252.67,83.5,5.41171,6.259183786
KSHITIJPOL,BE,5.7,0.27,   4.97,5,5.7,5.69,5.7,1.88,105.01351,5.975268719
FISCHER,EQ,34.15,1.32,   4.02,5,34.47,32.3,124.7,32.01,14.38153,4.7646008890000004
BIRLACABLE,BE,235.68,11.22,   5.00,5,235.68,224.68,235.68,104,1.99723,4.657340637
UNITECH,EQ,5.06,0.22,   4.55,5,5.08,4.78,10.5,3.1,79.33078,3.9427397659999994
MAFANG,EQ,208.2,-0.18,  -0.09,20,208.2,208.2,208.38,129.58,1.87418,3.90204276
