symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,218.66,3.91,1.82,167707274,166389520,5296163913728
NOK,Nokia Corporation Sponsored,16.62,-0.11,-0.66,123315530,95525415,92781723648
BB,BlackBerry Limited,10.34,0.16,1.57,95334074,22100130,6059874816
MRVL,"Marvell Technology, Inc.",316.43,14.78,4.9,85668645,30691420,277051277312
AVGO,Broadcom Inc.,418.91,-60.32,-12.59,80554978,24438841,1983399854080
T,AT&T Inc.,22.77,-0.78,-3.31,72066302,39664052,158213668864
RDW,Redwire Corporation,21.43,2.81,15.09,74644188,32417019,4262828288
INTC,Intel Corporation,111.78,-0.93,-0.83,76359899,122528149,561806245888
AAL,"American Airlines Group, Inc.",13.3,-0.27,-1.99,68933300,67493293,8796422144
SOFI,"SoFi Technologies, Inc.",17.15,0.47,2.82,61060931,67117300,21999011840
ONDS,Ondas Inc,11.97,0.36,3.1,60279747,76163026,5966915072
NU,Nu Holdings Ltd.,12.12,0.48,4.12,56640628,53084522,58924302336
ACHR,Archer Aviation Inc.,6.38,-0.15,-2.3,57115584,36371282,4867078144
SNAP,Snap Inc.,6.07,0.34,5.93,53623905,49923323,10058967040
PLUG,"Plug Power, Inc.",3.6,-0.09,-2.44,52877350,78359174,5022248448
BMNR,"BitMine Immersion Technologies,",17.89,0.99,5.86,49767113,41013615,10189728768
MU,"Micron Technology, Inc.",996.0,-83.57,-7.74,53659458,48323617,1123223076864
RGTI,"Rigetti Computing, Inc.",24.16,0.07,0.27,47836864,38283353,8030755328
CMCSA,Comcast Corporation,23.33,-0.19,-0.81,44639199,32846085,83340091392
IREN,IREN LIMITED,61.86,-3.62,-5.53,46925924,42454177,22107445248
F,Ford Motor Company,15.34,-0.37,-2.36,43592804,58936492,61125185536
OWL,Blue Owl Capital Inc.,10.19,0.5,5.16,43870100,29412382,15886723072
PATH,"UiPath, Inc.",11.67,0.0,0.0,42233310,34369066,6073574400
KEEL,Keel Infrastructure Corp.,5.93,-0.22,-3.58,42590095,34855452,3580704000
TE,T1 Energy Inc.,11.66,0.16,1.39,41677559,24766600,3256304384
