symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
HDFCBANK,HDFCBANKEQN,753.25,-0.05,42673538,42673538,32087940163.72,753.65,19-Jun-2026,,1020.5,726.65,-0.4,749.15,754.2,757.3,745,2026-06-04 16:00:29
RELIANCE,RELIANCEEQN,1308,-0.4,23474327,23474327,30590569230.05,1313.2,05-Jun-2026,,1611.8,1290,-5.2,1301,1303.7,1311.2,1293.1,2026-06-04 16:00:29
TEJASNET,TEJASNETEQN,603,5.93,46078716,46078716,27995123905.8,569.25,19-Jun-2025,,749.95,294,33.75,568.9,601.95,629.45,564,2026-06-04 16:00:29
ICICIBANK,ICICIBANKEQN,1253,0.89,19461560,19461560,24363926964,1242,12-Aug-2025,,1500,1187.6,11,1232.2,1251.7,1262.3,1232.2,2026-06-04 16:00:29
SBIN,SBINEQN,979.25,0.91,18875883,18875883,18459481021.02,970.45,15-May-2026,,1234.7,781.7,8.8,969.9,979.25,985.8,961.1,2026-06-04 16:00:29
BSE,BSEEQN,4042,1.91,4245472,4245472,17129672880.32,3966.1,10-Jul-2026,,4446.8,2021.5,75.9,3949,4033.4,4104.9,3926.4,2026-06-04 16:00:29
IFCI,IFCIEQN,81.93,1.88,202071793,202071793,16416312463.32,80.42,19-Sep-2024,,83.44,46.23,1.51,81,81.98,83.44,78.13,2026-06-04 16:00:29
JSLL,JSLLEQN,653,-5.68,23446938,23446938,16250838258.42,692.3,22-Sep-2025,,849.5,400.25,-39.3,697.95,651.9,749.65,641.1,2026-06-04 16:00:29
HFCL,HFCLEQN,197.49,-0.96,78777077,78777077,15877519869.35,199.41,08-Sep-2025,,208.98,59.82,-1.92,200,197.08,208.98,193.66,2026-06-04 16:00:29
INFY,INFYEQN,1204.4,-1.49,12755957,12755957,15351284011.22,1222.6,10-Jun-2026,,1728,1089,-18.2,1208,1201.3,1215.2,1196.2,2026-06-04 16:00:29
NETWEB,NETWEBEQN,4910,4.35,2758303,2758303,13423116051.32,4705.3,22-Aug-2025,,4965,1700.1,204.7,4703,4934.2,4965,4665,2026-06-04 16:00:29
IDEA,IDEAEQN,14.99,0.94,860152052,860152052,12910882300.52,14.85,20-Aug-2024,,15.19,6.12,0.14,14.9,14.93,15.19,14.88,2026-06-04 16:00:29
APOLLO,APOLLOEQN,419.2,2.86,30125129,30125129,12564890054.61,407.55,08-Sep-2025,,446.9,162.34,11.65,411,419.2,424.55,408.1,2026-06-04 16:00:29
BHARTIARTL,BHARTIARTLEQN,1819.9,-0.23,6735759,6735759,12216241952.76,1824.1,18-Jul-2025,,2174.5,1740.5,-4.2,1815,1818.9,1829.8,1798.4,2026-06-04 16:00:29
HSCL,HSCLEQN,640,6.3,19227270,19227270,12116833281.3,602.05,22-May-2026,,654.45,418.5,37.95,602,642,646,602,2026-06-04 16:00:29
JBMA,JBMAEQN,691.95,3.39,16349825,16349825,11540687474.5,669.25,26-Aug-2025,,790,477,22.7,690,692.8,718.6,686.9,2026-06-04 16:00:29
OLAELEC,OLAELECEQN,43.06,-1.55,251627228,251627228,11094244482.52,43.74,,,71.25,22.25,-0.68,43.49,43.32,45.5,42.82,2026-06-04 16:00:29
TCS,TCSEQN,2243,0.06,4867263,4867263,10885390336.35,2241.7,25-May-2026,,3538,2206.4,1.3,2241.7,2241,2253.1,2216.6,2026-06-04 16:00:29
ZENTEC,ZENTECEQN,1809.5,7.19,5928324,5928324,10808816733,1688.1,14-Aug-2025,,2268,1223,121.4,1692,1809.8,1885,1691,2026-06-04 16:00:29
MCX,MCXEQN,2888,1.92,3710305,3710305,10678814335.75,2833.6,02-Jan-2026,,3480,1345.1,54.4,2837,2893.5,2913,2810.1,2026-06-04 16:00:29
