symbol,shortName,price,changePct,volume
CHRN,ChronoScale Corporation,23.36,22.69,608675
ABVX,Abivax SA,104.93,16.39,4976772
OSCR,"Oscar Health, Inc.",23.6,15.12,9573326
RDW,Redwire Corporation,21.43,15.09,74644188
ADPT,Adaptive Biotechnologies Corpor,18.08,13.07,4415047
LQDA,Liquidia Corporation,62.54,12.3,4394672
INOD,Innodata Inc.,121.5,12.22,2987574
CAI,"Caris Life Sciences, Inc.",17.28,11.63,3197607
NVCR,NovoCure Limited,17.99,11.39,2250750
BEAM,Beam Therapeutics Inc.,32.84,11.13,4391439
AAOI,"Applied Optoelectronics, Inc.",202.89,10.22,14399786
TEM,"Tempus AI, Inc.",52.26,10.0,13802853
NN,NextNav Inc.,23.59,9.36,5828645
CRSP,CRISPR Therapeutics AG,56.95,9.35,3293162
FLNC,"Fluence Energy, Inc.",27.15,9.26,10798289
