symbol,shortName,price,changePct,volume
PVH,PVH Corp.,78.16,-20.24,5050770
NTSK,"Netskope, Inc.",10.03,-19.11,13857334
FIVE,"Five Below, Inc.",192.17,-13.78,5048354
CIEN,Ciena Corporation,535.63,-13.66,7588956
AVGO,Broadcom Inc.,418.91,-12.59,80554978
TAC,TransAlta Corporation,12.96,-10.37,4179173
LCII,LCI Industries,96.04,-10.06,702691
XE,"X-Energy, Inc.",23.65,-9.97,7342098
SKM,"SK Telecom Co., Ltd.",41.01,-8.95,4449979
WRD,WERIDE INC.,7.25,-8.92,3502438
PUK,Prudential Public Limited Compa,26.11,-8.58,2938368
THR,"Thermon Group Holdings, Inc.",61.14,-8.49,2869759
PONY,Pony AI Inc.,9.56,-7.81,5408027
PAYP,PayPay Corporation - American D,15.74,-7.68,2258493
MU,"Micron Technology, Inc.",996.0,-7.74,53659458
